Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,1674859768037.61,-25665.0,-13508.0,77646.0,77269.9375,13846.375,-25411.78125,1.57000005245,1.57000005245,5.782411586589357e-18,0.0,0.0,-3.300347492800626,0.43561003472684173,-4.590089535252887
19,1674859768070.94,-25665.0,-13508.0,77646.0,77214.76470588235,13870.764705882351,-25481.588235294126,1.57000005245,1.57000005245,5.782411586589357e-18,0.0,0.0,-2.9982747828486676,0.7733493677656726,-3.8406375285530188
20,1674859768104.27,-25665.0,-13508.0,77646.0,77173.69767441861,13886.697674418603,-25582.81395348837,1.57000005245,1.57000005245,5.782411586589357e-18,0.0,0.0,-2.1955946519310285,0.7095968469039069,-3.193554558014745
21,1674859768137.6,-25665.0,-13508.0,77646.0,77132.27659574468,13883.319148936167,-25759.340425531915,1.57000005245,1.57000005245,5.782411586589357e-18,0.0,0.0,-1.3767475319547404,0.3694793578731761,-3.4759363155780734
22,1674859768170.93,-25665.0,-13508.0,77646.0,77105.92857142858,13872.785714285714,-25879.714285714286,1.57000005245,1.57000005245,5.782411586589357e-18,0.0,0.0,-1.0884695703837293,0.020211286219248354,-3.9816581553763264
23,1674859768204.26,-25665.0,-13508.0,77646.0,77083.86666666668,13865.466666666667,-25979.0,1.5690000494299998,1.57000005245,5.782411586589357e-18,0.0,0.0,-0.8983997418586119,-0.212331584598464,-3.962256221570925
24,1674859768237.59,-25665.0,-13508.0,77646.0,77029.01754385965,13854.508771929824,-26227.19298245614,1.525263133798772,1.57000005245,5.782411586589357e-18,0.0,0.0,-1.0326932977947498,-0.28813267959321337,-4.678991319358787
25,1674859768270.92,-25665.0,-13508.0,77646.0,76999.0,13847.0,-26409.33333333333,1.48000001907,1.57000005245,5.782411586589357e-18,0.0,0.0,-1.069392345913483,-0.25788287674844274,-5.296721075866343
26,1674859768304.25,-25665.46511627907,-13510.790697674422,77645.69767441861,76989.55813953489,13841.976744186044,-26532.395348837206,1.48000001907,1.57000005245,-0.004651617050165071,-0.02790970230108142,-0.0030235510825563634,-0.9431795774799957,-0.23492271649438665,-5.5345073093598485
27,1674859768337.58,-25675.844444444443,-13567.177777777775,77640.06666666668,77002.75555555557,13841.266666666665,-26624.66666666667,1.4633333682977776,1.57000005245,-0.10845503575651629,-0.5918355742205469,-0.059339128169932864,-0.26264773101463895,-0.1324345357083487,-3.975138380971176
28,1674859768370.91,-25693.95238095238,-13659.619047619048,77631.14285714286,77037.80952380953,13847.285714285714,-26618.904761904767,1.45000004768,1.5700000524500002,-0.2895534126283959,-1.5163453281005983,-0.14858659264884047,0.38813570967203687,0.0028578628398051495,-2.095918543200804
29,1674859768404.24,-25727.61904761905,-13797.857142857143,77620.97619047617,77111.90476190476,13856.714285714286,-26643.809523809527,1.45000004768,1.5700000524500002,-0.6216013430600934,-2.8709515895050512,-0.24723963758822506,1.2235882824408593,0.14739024975599943,-1.1142501411547356
30,1674859768437.57,-25837.11428571428,-14118.0,77611.85714285714,77310.62857142858,13858.714285714286,-26618.4,1.45000004768,1.57000005245,-1.612857244692803,-5.508766959057266,-0.2821234428807746,3.079033413285671,0.17449367176834943,0.06267320915609693
31,1674859768470.9,-25951.0,-14422.444444444443,77612.27777777777,77517.77777777777,13812.888888888889,-26600.66666666667,1.4207222527888892,1.57000005245,-2.5707355809873627,-7.629021290382547,-0.1886691875647778,4.800166479594121,-0.3440052049312399,0.1824000638516783
32,1674859768504.23,-26143.71186440678,-14882.237288135591,77635.47457627117,77849.83050847457,13686.881355932202,-26820.355932203387,1.4190000295600005,1.57000005245,-4.161342891133629,-10.844882823890956,0.14499804872714434,7.379993341826765,-1.6984985235219703,-1.7656352102876207
33,1674859768537.56,-26313.25,-15256.25,77667.75,78159.0,13537.0,-27073.75,1.41900002956,1.57000005245,-4.76183050748229,-11.383633983524405,0.5589831904421986,8.484558029488246,-3.217460418966597,-4.553943422072809
34,1674859768570.89,-26428.47619047619,-15544.309523809525,77713.76190476191,78412.40476190476,13382.119047619048,-27331.5,1.41900002956,1.5700000524500002,-4.775236676772938,-11.219767574402775,1.0149437558089494,8.947162149441342,-4.308130473575729,-7.309065989464698
35,1674859768604.22,-26591.190476190477,-16134.928571428567,77827.97619047617,78909.0,13095.047619047617,-27977.761904761905,1.41900002956,1.5700000524500002,-4.475231592476472,-12.52815738612427,1.9252075209633557,10.592747925161623,-5.918926734045491,-11.575208997244694
36,1674859768637.55,-26642.411764705877,-16652.76470588235,77964.38235294117,79359.9705882353,12941.941176470591,-28700.29411764706,1.41900002956,1.552352940332353,-3.29194756661764,-13.96653207829654,2.966616608431293,12.010897383418326,-5.951180750299996,-16.267048635594794
37,1674859768670.88,-26691.882352941167,-16946.823529411766,78078.76470588235,79630.0,12970.705882352939,-29173.29411764706,1.41900002956,1.53999996185,-2.634322506421551,-14.02653137424967,3.6503928733767723,12.177161336485414,-4.114531355352585,-18.419774629778754
38,1674859768704.21,-26848.304347826088,-17149.478260869564,78318.28260869565,79950.63043478262,13158.021739130434,-29550.130434782608,1.41900002956,1.5399999618500002,-2.5713934527124915,-10.146509304231955,4.903551423131778,10.417341445948088,0.6298048122155443,-15.725255616892843
39,1674859768737.54,-27027.555555555562,-17303.55555555556,78933.04444444443,80312.66666666669,13536.422222222222,-30115.64444444445,1.41900002956,1.5459999799700002,-3.851817686282289,-6.508565638617977,9.687575345805728,9.52791102399607,5.945393169329175,-14.154920231594737
