Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,1674854349955.61,-40828.17021276596,-44476.914893617024,114183.21276595745,125025.70212765958,19549.40425531915,-43914.44680851064,1.3748297640617022,-0.173999994993,5.841712923082437,-0.2876685680802095,0.5914329557794095,-0.7139973420067127,13.012125960699578,6.124262377163731
19,1674854349988.94,-40554.52380952382,-44468.071428571435,114155.97619047615,125030.04761904762,20804.380952380958,-43505.857142857145,1.35899996758,-0.173999994993,6.614802926175557,-0.06634511694694538,0.011010984977233814,0.07985930754339436,22.79987800128472,7.591574865304367
20,1674854350022.27,-40405.958333333336,-44464.54166666666,114091.08333333331,125032.20833333331,21788.58333333333,-43195.16666666666,1.35899996758,-0.173999994993,6.642623866507434,0.05612792389709437,-0.8207872782887575,0.08670750378468624,29.37033191823723,9.289270417790545
21,1674854350055.6,-40338.56,-44528.56,113975.12,125043.96,22544.4,-42999.12,1.35899996758,-0.173999994993,4.896600355853577,-0.5165008555836846,-2.0811328902841466,0.18259687343692468,29.952974468860564,9.154191978309653
22,1674854350088.93,-40239.795454545456,-44788.22727272727,113684.88636363635,125080.97727272725,23600.363636363636,-42749.86363636364,1.35899996758,-0.173999994993,3.147598166907928,-3.201890146738883,-4.71137962364264,0.5093489894192499,27.96263491509951,7.5606916717291766
23,1674854350122.26,-40135.6875,-45275.375,113210.625,125135.53125,24713.90625,-42525.90625,1.35899996758,-0.173999994993,2.7029795306689848,-8.109144262548687,-8.805464501554123,1.0333327895827764,29.256163563096475,6.693276064905338
24,1674854350155.5898,-40034.36842105263,-45687.84210526317,112816.2105263158,125173.63157894734,25421.263157894737,-42456.15789473683,1.35899996758,-0.173999994993,3.0422275381075967,-11.59400251320035,-11.59027675019589,1.2968479371348474,28.771570465639154,5.430174710187263
25,1674854350188.9202,-39842.978723404245,-46268.255319148935,112252.29787234042,125242.08510638298,26273.212765957447,-42426.44680851064,1.35899996758,-0.173999994993,3.968548267497464,-14.801713642655534,-14.327271645465148,1.6112334602802518,26.731091163576224,3.2344870791657314
26,1674854350222.25,-39531.794117647056,-46998.14705882353,111505.88235294117,125332.82352941176,27254.0,-42467.76470588235,1.35899996758,-0.173999994993,6.039539819117702,-17.22944431422799,-17.049133684779093,1.9731199048920771,25.403479560612066,0.5814721317903903
27,1674854350255.5798,-39311.125,-47402.1875,111029.5,125401.3125,27903.25,-42488.3125,1.35899996758,-0.173999994993,7.233165513499503,-17.14516882608075,-17.868898536647265,2.2770382267889033,24.822349474355843,-0.3215841652911646
28,1674854350288.9102,-39021.44680851064,-47773.82978723403,110510.82978723405,125477.25531914894,28554.042553191488,-42594.085106382976,1.3436808332531915,-0.173999994993,8.216139245923115,-15.057270955507718,-17.41643325244481,2.3519379097625173,22.8105971999743,-1.6765434876106768
29,1674854350322.24,-38734.65625,-48240.46875,109868.6875,125591.125,29315.3125,-42739.40625,1.32899999619,-0.173999994993,7.972173161783769,-12.424466793406353,-16.373591452771848,2.5832747738376614,20.615193853161447,-2.7166851446225606
30,1674854350355.5698,-38589.96,-48605.76,109393.6,125690.8,29853.0,-42881.64,1.305000019078,-0.173999994993,7.212364720266869,-12.036934198288199,-16.360641563874633,2.8951678106325143,19.499451722029516,-3.933672463345232
