Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,1674857278025.61,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
19,1674857278058.94,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591300003,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
20,1674857278092.27,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
21,1674857278125.6,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
22,1674857278158.93,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
23,1674857278192.26,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
24,1674857278225.59,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
25,1674857278258.92,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
26,1674857278292.25,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
27,1674857278325.58,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
28,1674857278358.91,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
29,1674857278392.2402,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591299999,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
30,1674857278425.57,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
31,1674857278458.9,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
32,1674857278492.23,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
33,1674857278525.56,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591300003,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
34,1674857278558.89,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
35,1674857278592.22,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
36,1674857278625.55,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
37,1674857278658.88,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
38,1674857278692.21,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
39,1674857278725.54,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
40,1674857278758.87,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
41,1674857278792.2,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
42,1674857278825.53,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
43,1674857278858.86,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352900002,0.0,0.0,0.0,0.0,0.0,0.0
44,1674857278892.19,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
45,1674857278925.5198,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591300003,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
46,1674857278958.85,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
47,1674857278992.18,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
48,1674857279025.51,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591300003,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
49,1674857279058.84,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
50,1674857279092.17,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591299999,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
51,1674857279125.5,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
52,1674857279158.83,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
53,1674857279192.16,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
54,1674857279225.49,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.4630000591299999,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
55,1674857279258.82,-26008.0,-13442.0,77281.0,77834.0,14975.0,-25088.0,1.46300005913,1.6130000352899998,0.0,0.0,0.0,0.0,0.0,0.0
