PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,Thread_1_X,Thread_1_Y,Thread_2_X,Thread_2_Y,Thread_3_X,Thread_3_Y,Thread_4_X,Thread_4_Y,Thread_5_X,Thread_5_Y
0.086533,0.033533,-0.030402,0.0005499999999999949,-0.003809999999999994,-0.01013,-0.10715419518568199,-0.21859569672098397,0.45204563237018197,0.858130902650766,-0.825126,0.025154,0.016756999999999998,-0.008948000000000001,-0.0052299999999999925,-0.006369999999999987,-0.011419999999999998,-0.294048636039355,0.0725627992846697,-0.0543026287111936,0.9514837173164978,-0.827518,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.086281,0.033757,-0.031067,-0.0027400000000001035,0.0002900000000000125,-0.0145,-0.112538355895738,-0.206468119737565,0.44958394910085,0.8617309943916391,-1.1092520000000001,0.025013999999999998,0.016822,-0.009444,-0.0055299999999999785,-0.002689999999999984,-0.012549999999999992,-0.290406429323597,0.0708660331139552,-0.0551944611377412,0.9526781631893979,-0.993094,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.086162,0.033934,-0.031370999999999996,-0.004509999999999932,0.003270000000000009,-0.015430000000000029,-0.113143370598974,-0.203796848715953,0.44816680655537894,0.8630248754496609,-1.140277,0.024934,0.016883000000000002,-0.009641,-0.004899999999999974,-0.0007800000000000168,-0.012600000000000005,-0.28990001068617,0.0708429272403909,-0.0554275949694148,0.95282057344501,-0.955048,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.085978,0.034255,-0.031806,-0.005549999999999999,0.007220000000000005,-0.014040000000000023,-0.11137154260299399,-0.20267614304350898,0.440808528462413,0.8672984502315441,-1.11562,0.024822999999999998,0.016978999999999998,-0.009812999999999999,-0.00330999999999998,0.00222,-0.008650000000000012,-0.28833178233825396,0.0705814281386131,-0.0562989297310289,0.953264641013554,-0.9684370000000001,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.085857,0.034351,-0.032011000000000005,-0.004239999999999938,0.005939999999999973,-0.009439999999999971,-0.105088849597703,-0.20548115538744396,0.417303662458713,0.8789718321820199,-0.978783,0.024702,0.017109,-0.009683,-0.0031199999999999978,0.0028699999999999906,-0.0023900000000000136,-0.289589226360085,0.0663481543927525,-0.06123178582135299,0.952883345845634,-0.900509,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.085738,0.034328,-0.031878,-0.004240000000000077,0.003939999999999985,-0.005069999999999936,-0.10412013632967301,-0.204971761755401,0.40933730752527,0.88294311411412,-0.804225,0.02472,0.017265,-0.009311,-0.002140000000000024,0.003820000000000004,0.0033000000000000048,-0.29258110108399105,0.0558719898314903,-0.0699798746431558,0.9520385691691681,-0.7122350000000001,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.08569199999999999,0.034297,-0.031721,-0.002859999999999946,0.0004200000000000037,0.0008500000000000174,-0.10443733161120301,-0.204856484479677,0.409503471457309,0.8828553513441328,-0.740542,0.024763999999999998,0.017346,-0.009096,-0.0005900000000000002,0.003669999999999993,0.007170000000000006,-0.293159319752048,0.0540600024272586,-0.0691230065789096,0.952027908908963,-0.6426729999999999,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.085658,0.03422,-0.03137,-0.0019900000000000477,-0.0013099999999999915,0.006409999999999957,-0.104504981159068,-0.20498780367894198,0.40742381047292503,0.883778562715542,-0.6445270000000001,0.024872,0.017464,-0.008697,0.0016999999999999654,0.003550000000000012,0.009860000000000008,-0.293550138140505,0.0538793691878599,-0.06889658039934599,0.951934131745934,-0.542902,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.085599,0.034127,-0.031005,-0.0013900000000000026,-0.002009999999999998,0.008729999999999953,-0.101382127192612,-0.20646990630913198,0.392223079483844,0.8906474599945859,-0.37967,0.024963,0.017519999999999997,-0.008331999999999999,0.0024300000000000016,0.002550000000000017,0.009789999999999991,-0.294053207359172,0.0542854064987861,-0.0693206566353299,0.951724987823001,-0.440846,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
0.085553,0.034072000000000005,-0.030841000000000004,-0.0013900000000000026,-0.0022500000000000298,0.008799999999999987,-0.0983422994546777,-0.208646801752486,0.381907865401441,0.8949534549913419,-0.22862600000000002,0.024994,0.017519999999999997,-0.008165,0.002299999999999976,0.0017400000000000054,0.009309999999999995,-0.294338126647291,0.0546142629887174,-0.0696680316215148,0.9515927253031871,-0.292578,207.12354838709678,245.3577419354839,475.36586206896555,409.03344827586204,464.80499999999995,415.96500000000003,475.24,464.56,474.67353101206106,468.6537604179915,473.73185085400166,472.6299526403659,471.86092542700084,476.31497632018295,469.99,480.0
