PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,Thread_1_X,Thread_1_Y,Thread_2_X,Thread_2_Y,Thread_3_X,Thread_3_Y,Thread_4_X,Thread_4_Y,Thread_5_X,Thread_5_Y
0.075922,0.031404,-0.059687,0.00036000000000008253,-0.0006799999999999863,-7.000000000000062e-05,0.50009220028226,-0.21525728102979,-0.824144704612685,0.156069215540345,0.305661,0.020677,0.035001,-0.010944,-0.0026699999999999988,-0.00033999999999999314,0.021589999999999998,-0.38527606201612896,-0.0947549081543612,-0.9155314655385209,0.0662268754124127,0.479133,275.4369444444444,280.9397222222222,569.0537499999999,322.5991666666667,534.56,311.92999999999995,583.95,288.78,597.4659415099065,291.2392066013839,611.6558833613927,290.7953540799147,625.8279416806964,289.92767703995736,640.0,289.06
0.075955,0.031407,-0.059715,0.0005700000000000148,-0.00019000000000005124,-0.0007599999999999968,0.500182647132,-0.21517779826445102,-0.824107178946457,0.156087130318297,0.30745700000000004,0.020679,0.034845,-0.010361,-0.002279999999999991,-0.0029799999999999965,0.0226,-0.386302984755008,-0.0969111060483171,-0.9149058664432429,0.0657685110185865,0.49007399999999995,275.1646666666666,281.0816296296296,567.6208999999999,321.57905555555556,534.6096666666666,311.9,583.976,288.81,597.4923111856377,291.23850211067105,611.67209740843,290.7941164851982,625.834048704215,289.92705824259906,639.996,289.06
0.07596499999999999,0.031398,-0.059709000000000005,0.0005399999999999848,5.000000000005e-05,-0.0007100000000000162,0.5001849597526911,-0.215187945726849,-0.824097884310575,0.15611480111089002,0.305824,0.020713,0.034781,-0.010128,-0.0008900000000000226,-0.0037500000000000033,0.015819999999999997,-0.38743225810642495,-0.0964804832101246,-0.914541313630725,0.0648224297653695,0.49236,274.8923888888889,281.22353703703703,566.18805,320.5589444444445,534.6593333333333,311.86999999999995,584.0020000000001,288.84,597.5186808613689,291.23779761995814,611.6883114554671,290.7928788904816,625.8401557277336,289.9264394452408,639.992,289.06
0.075971,0.031391,-0.059695000000000005,0.0004899999999999348,-0.00012999999999999123,-8.000000000001062e-05,0.500171245548706,-0.21521537129331897,-0.8240946345107691,0.156138087780966,0.301089,0.02077,0.034695,-0.009817,0.0009299999999999931,-0.003060000000000007,0.011270000000000013,-0.389619459411759,-0.0953247635271236,-0.913845672157667,0.0632135569706944,0.49268599999999996,274.6201111111111,281.36544444444445,564.7552,319.53883333333334,534.709,311.84,584.028,288.87,597.5450505371002,291.2370931292453,611.7045255025043,290.79164129576503,625.8462627512522,289.9258206478825,639.988,289.06
0.075947,0.031391,-0.059677,-7.999999999994123e-05,-0.00015999999999995182,0.00037999999999996365,0.500121601739699,-0.21526902114594396,-0.8241139286590241,0.156121313722289,0.300599,0.020814,0.03472,-0.009672,0.001349999999999997,-0.0012500000000000011,0.006890000000000004,-0.3914095123121571,-0.0956859534546827,-0.9130466973707159,0.0631547338166761,0.491054,274.3478333333333,281.50735185185187,563.3223499999999,318.51872222222227,534.7586666666666,311.80999999999995,584.0540000000001,288.9,597.5714202128314,291.2363886385324,611.7207395495415,290.7904037010485,625.8523697747708,289.9252018505242,639.984,289.06
0.075937,0.031386000000000004,-0.059662,-0.00028000000000000247,-0.00012000000000005061,0.00046999999999998426,0.500130679955729,-0.215283429855626,-0.8240959397656691,0.15616731366824899,0.300599,0.020819,0.034773,-0.009636,0.0010600000000000193,-8.000000000001062e-05,0.004919999999999994,-0.391404263752694,-0.0957677026343819,-0.9130310603230279,0.0632892750294252,0.49007399999999995,274.0755555555556,281.6492592592593,561.8894999999999,317.49861111111113,534.8083333333333,311.78,584.08,288.93,597.5977898885626,291.23568414781954,611.7369535965787,290.7891661063319,625.8584767982894,289.924583053166,639.98,289.06
0.075937,0.031376999999999995,-0.05965,-0.0003399999999999237,-0.00014000000000000123,0.00044999999999996437,0.5001096567152139,-0.215316070444861,-0.8240971658364241,0.15618316915963298,0.298476,0.020841,0.0349,-0.009554,0.0007099999999999816,0.002050000000000038,0.002629999999999993,-0.392356206322428,-0.0967400074439621,-0.9124857664168471,0.0637785575775545,0.488278,273.8032777777778,281.7911666666667,560.45665,316.4785,534.858,311.75,584.106,288.96,597.6241595642938,291.23497965710663,611.7531676436158,290.78792851161535,625.864583821808,289.9239642558077,639.976,289.06
0.075926,0.031359,-0.059626,-0.00021000000000007124,-0.00032000000000004247,0.0005100000000000243,0.500047235390104,-0.21539590312356197,-0.8241123273339829,0.15619295513071302,0.29472,0.020947999999999998,0.035108,-0.009413,0.0013400000000000215,0.0038799999999999946,0.002590000000000005,-0.392883840002001,-0.0978312495922025,-0.912077265819126,0.0647023650604631,0.487788,273.531,281.9330740740741,559.0237999999999,315.4583888888889,534.9076666666666,311.71999999999997,584.1320000000001,288.99,597.650529240025,291.2342751663938,611.7693816906531,290.7866909168988,625.8706908453265,289.9233454584494,639.972,289.06
0.075894,0.031351,-0.059582,-0.00043000000000001365,-0.00035000000000000314,0.0007999999999999674,0.499956863206323,-0.215509182416975,-0.8241366861313639,0.15619747052777,0.296027,0.021092,0.035389,-0.00916,0.002729999999999989,0.006159999999999985,0.004760000000000007,-0.39445138412625297,-0.100089184498627,-0.9110616875624991,0.0660065312151316,0.49088999999999994,273.2587222222223,282.0749814814815,557.5909499999999,314.4382777777778,534.9573333333334,311.69,584.158,289.02,597.6768989157563,291.2335706756809,611.7855957376902,290.7854533221822,625.8767978688452,289.92272666109113,639.9680000000001,289.06
0.07587999999999999,0.031348,-0.05956,-0.0005700000000000148,-0.0002900000000000125,0.000899999999999998,0.499918547725312,-0.21556114415852104,-0.8241446173115009,0.156206557243173,0.297496,0.021123,0.035531,-0.009017,0.00282000000000001,0.006309999999999996,0.005369999999999993,-0.39532257853921293,-0.101220282371488,-0.9105170805659759,0.0665819745228096,0.495299,272.9864444444445,282.2168888888889,556.1580999999999,313.4181666666667,535.0070000000001,311.65999999999997,584.1840000000001,289.05,597.7032685914875,291.23286618496803,611.8018097847274,290.78421572746566,625.8829048923637,289.92210786373283,639.964,289.06
