PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,R_4_X,R_4_Y,R_5_X,R_5_Y,R_6_X,R_6_Y,R_7_X,R_7_Y,Thread_1_X,Thread_1_Y,Thread_2_X,Thread_2_Y,Thread_3_X,Thread_3_Y,Thread_4_X,Thread_4_Y,Thread_5_X,Thread_5_Y
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.120796,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.12063299999999999,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.12047000000000001,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.120796,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.120796,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.12047000000000001,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.120796,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.120796,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.12047000000000001,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
0.119447,0.028276,-0.031529,0.0,0.0,0.0,0.0505367573211963,-0.20305079131971,0.360692549845063,0.908909949769593,-0.22927899999999998,0.003831,0.038277,-0.0020239999999999998,0.0,0.0,0.0,-0.13498523092696,0.12479007306769198,-0.38035391548708797,0.906386961550637,-0.120796,27.493157894736836,282.2363157894737,624.0876923076922,291.08846153846156,427.53999999999996,259.19,161.07125,208.78416666666666,283.29249999999996,185.41299999999998,386.10479999999995,184.04839999999996,515.5742857142857,199.24964285714282,522.54,280.04,550.6040654434746,296.283577024206,582.2384241124454,293.5336150169292,612.608224992642,282.205887503679,640.0,265.16
