PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,R_4_X,R_4_Y,R_5_X,R_5_Y,R_6_X,R_6_Y,R_7_X,R_7_Y,Thread_1_X,Thread_1_Y,Thread_2_X,Thread_2_Y,Thread_3_X,Thread_3_Y,Thread_4_X,Thread_4_Y,Thread_5_X,Thread_5_Y
0.11383099999999999,0.028145,-0.046974,-0.00018000000000004124,-1.0000000000010001e-05,0.00016999999999996185,-0.182262218591887,-0.25376001688979605,0.47343184268346505,0.8235585151253021,-0.11709800000000001,0.002219,0.040869,-0.008353,0.0004300000000000007,0.0013600000000000415,0.0005800000000000076,-0.18058109673254397,0.275172199065159,-0.397574879813599,0.856507409953771,-0.098262,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.113818,0.028151,-0.04695,-0.00024999999999997247,5.999999999999062e-05,0.0004099999999999937,-0.18228502693151102,-0.253755253301638,0.47344669165248604,0.8235463985360609,-0.11758800000000001,0.002227,0.040929,-0.008329999999999999,0.000499999999999997,0.0019099999999999675,0.0007599999999999968,-0.18286043488406897,0.273182600709251,-0.39604603866624294,0.857368569099962,-0.108549,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.113804,0.028174,-0.046888,-0.00032000000000004247,0.00019000000000001652,0.0010700000000000293,-0.182327445941942,-0.25378362942118,0.47351989611241796,0.8234861746743449,-0.117425,0.002195,0.041012,-0.008262,0.00011999999999999858,0.002339999999999981,0.0012799999999999964,-0.185695032063035,0.27288258202939997,-0.39402376102345205,0.8577865277800821,-0.114918,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.11377999999999999,0.028176999999999997,-0.046866000000000005,-0.0005099999999999549,0.00032000000000000783,0.0010800000000000393,-0.18235174368174698,-0.253754056093844,0.47350521218697494,0.823498351318275,-0.116119,0.002157,0.040999,-0.008228000000000001,-0.0006199999999999999,0.0012999999999999815,0.0012500000000000011,-0.18682559858434805,0.273567404442821,-0.39357750712616896,0.8575277353091079,-0.112795,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.113756,0.028179000000000003,-0.046879000000000004,-0.0006200000000000648,0.00028000000000000247,0.0007100000000000162,-0.182328204409291,-0.253781938254062,0.473519943603295,0.8234865006196679,-0.11383299999999999,0.002154,0.040977,-0.008237999999999999,-0.0007299999999999971,0.0004799999999999943,0.0009200000000000008,-0.186793764881443,0.27357363220276604,-0.3936510631434099,0.85749891991236,-0.110672,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.113745,0.028174,-0.046891,-0.0005900000000000348,0.0,-3.0000000000030006e-05,-0.182318575575371,-0.25376645719052,0.47349327197346003,0.823508739237785,-0.1122,0.0021420000000000002,0.040924,-0.008302,-0.000530000000000001,-0.0008799999999999779,-0.00040000000000000105,-0.18679204357633603,0.273815161911132,-0.393943009104154,0.857288105097768,-0.108549,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.113756,0.028179000000000003,-0.046895,-0.00024000000000010122,1.9999999999985307e-05,-0.0002900000000000125,-0.182305729933286,-0.253790064270002,0.473511842533189,0.823493630268106,-0.112036,0.00215,0.040882999999999996,-0.008351,-7.000000000000062e-05,-0.0011599999999999805,-0.0012300000000000158,-0.18679734410590398,0.27395458120488,-0.3941048845897629,0.8571679996443691,-0.10757,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.11376199999999999,0.028179000000000003,-0.046895,6.000000000006001e-05,0.0,-0.00016000000000002124,-0.18230506435504001,-0.25379673813871695,0.473520127716688,0.8234869567077701,-0.111873,0.002176,0.040899,-0.008341,0.00021999999999999882,-0.0007800000000000168,-0.0010299999999999893,-0.18678884931534398,0.274024404069737,-0.39417741345364005,0.857114180531785,-0.10463,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.11376199999999999,0.028179000000000003,-0.046895,0.00017000000000003124,4.999999999998062e-05,-3.9999999999970615e-05,-0.18230240439297798,-0.25383738242135,0.47356837346840003,0.8234472735327449,-0.11122,0.002196,0.040904,-0.008326,0.0005400000000000024,-0.00019999999999999185,-0.00023999999999999721,-0.186803878452359,0.274108791870107,-0.394279249510827,0.8570370789060681,-0.103977,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
0.11376199999999999,0.028179000000000003,-0.046895,6.000000000006001e-05,0.0,0.0,-0.18230240439297798,-0.25383738242135,0.47356837346840003,0.8234472735327449,-0.11105699999999999,0.002264,0.040922,-0.008306000000000001,0.0011399999999999995,0.0003899999999999737,0.0004500000000000164,-0.18680855356755105,0.27416382097162695,-0.39433294352551795,0.856993753323055,-0.103324,45.97125,296.15375000000006,628.5644444444445,296.09000000000003,436.03499999999997,255.825,159.0196,190.59039999999996,289.9781818181818,189.64409090909092,396.1818181818182,170.61909090909091,519.4996666666667,198.48833333333332,516.17,341.08,524.3341080828358,345.6477261545069,533.1372954971127,348.6651363755044,542.1486477485563,351.17756818775223,551.16,353.69
