MTML_position_x,MTML_position_y,MTML_position_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle
0.148711,-0.049619,0.265187,0.336209224443055,-0.371676341550693,-0.764962977602246,0.404538870108667,0.450268,-0.254812,-0.016646,0.329271,-0.091181155558461,0.144814831947059,0.624777020887462,0.761819096301842,0.207789,0.075131,0.023222,-0.077748,-0.36751497854112,-0.335616846225437,0.401882593830214,0.768625041131181,0.413596,-0.003114,0.044049,0.002392,-0.150497621919716,-0.0682400760950717,-0.768141427978085,0.61858912408386,0.090339
0.148711,-0.049619,0.265187,0.336209224443055,-0.371676341550693,-0.764962977602246,0.404538870108667,0.450482,-0.254755,-0.01638,0.330163,-0.0926354956497184,0.145065513947276,0.624448215384417,0.761865531384746,0.208259,0.075131,0.023222,-0.077748,-0.36751497854112,-0.335616846225437,0.401882593830214,0.768625041131181,0.413759,-0.00309,0.044184,0.002841,-0.150772480615184,-0.0696693125897728,-0.768259213569049,0.618216488569076,0.090992
0.148711,-0.049619,0.265187,0.336209224443055,-0.371676341550693,-0.764962977602246,0.404538870108667,0.450713,-0.254728,-0.016263,0.330571,-0.0926557998872541,0.145450768157583,0.62418615184713,0.762004346858923,0.208109,0.075131,0.023222,-0.077748,-0.36751497854112,-0.335616846225437,0.401882593830214,0.768625041131181,0.413923,-0.003076,0.044246,0.003048,-0.151147159744419,-0.0696896105602172,-0.768396369300015,0.617952193885348,0.091318
0.148723,-0.049619,0.265186,0.336217709878907,-0.371674788146055,-0.764956824477763,0.404544880211412,0.450942,-0.254712,-0.016006,0.331334,-0.0954825048602915,0.145011552813207,0.624144581355584,0.761773117391766,0.208235,0.075138,0.023221,-0.077748,-0.367512976913759,-0.335625539342145,0.401888995080993,0.768618855333429,0.414086,-0.003063,0.044373,0.003428,-0.150686312508286,-0.0725431698294794,-0.768219446646144,0.617956313608364,0.092135
0.148723,-0.049619,0.265186,0.336217709878907,-0.371674788146055,-0.764956824477763,0.404544880211412,0.451851,-0.254723,-0.015706,0.331935,-0.0983217759999868,0.144268335635824,0.624323027312252,0.761406746269524,0.208106,0.075138,0.023221,-0.077748,-0.367512976913759,-0.335625539342145,0.401888995080993,0.768618855333429,0.414576,-0.003073,0.044529,0.003728,-0.149937046031871,-0.0753550874933809,-0.767916558614869,0.618178495275595,0.092788
0.148723,-0.049628,0.265192,0.33620572691075,-0.371684864549844,-0.764956459724294,0.404546271003767,0.451681,-0.254739,-0.01557,0.332171,-0.0983438170738155,0.144385404901841,0.624251492401106,0.761440360586222,0.208011,0.075138,0.023217,-0.077745,-0.367523479854078,-0.335613422963802,0.401890427523208,0.768618374974006,0.415229,-0.00308,0.044599,0.003855,-0.150054922835736,-0.0753915151547774,-0.767943129980563,0.618112440168521,0.093278
0.148723,-0.049619,0.265186,0.336217709878907,-0.371674788146055,-0.764956824477763,0.404544880211412,0.451576,-0.254814,-0.01535,0.332546,-0.0982478829326726,0.144735720689177,0.623930664800237,0.761649164758793,0.206742,0.075138,0.023221,-0.077748,-0.367512976913759,-0.335625539342145,0.401888995080993,0.768618855333429,0.415392,-0.003114,0.044704,0.004037,-0.150402943716741,-0.0752862329211992,-0.76815631450791,0.617775698887144,0.092135
0.148723,-0.049619,0.265186,0.336217709878907,-0.371674788146055,-0.764956824477763,0.404544880211412,0.450529,-0.254884,-0.015135,0.332801,-0.0993732528718013,0.144583436138204,0.623662193709299,0.761751964057757,0.20285,0.075138,0.023221,-0.077748,-0.367512976913759,-0.335625539342145,0.401888995080993,0.768618855333429,0.415066,-0.003153,0.044814,0.004167,-0.150225843488865,-0.0764344344124499,-0.768274840479839,0.617530357690847,0.089359
0.148712,-0.049614,0.265194,0.336216999179117,-0.371675392913284,-0.764957472440939,0.40454369000457,0.449536,-0.254915,-0.014928,0.333019,-0.100493207037552,0.144397330705121,0.623416710703098,0.7618412768029,0.202216,0.075132,0.023224,-0.077744,-0.367513910424671,-0.335624684198783,0.401887285363958,0.768619676344304,0.414576,-0.00317,0.044913,0.004271,-0.150039521836508,-0.0775430562341416,-0.768396507904996,0.617286013899836,0.086583
0.148712,-0.049614,0.265194,0.336216999179117,-0.371675392913284,-0.764957472440939,0.40454369000457,0.449845,-0.254916,-0.014853,0.333107,-0.101761333552047,0.144023521207083,0.623406533845638,0.761752026509539,0.201668,0.075132,0.023224,-0.077744,-0.367513910424671,-0.335624684198783,0.401887285363958,0.768619676344304,0.414249,-0.003169,0.044956,0.00432,-0.149648260283382,-0.0788238871597063,-0.768321518732123,0.617312106523398,0.08593
