Start Stop Motion Primitive
0 169 Touch(L, Ball/Block/Sleeve)
170 199 Grasp(L, Ball/Block/Sleeve)
200 239 Touch(R, Ball/Block/Sleeve)
240 259 Untouch(R, Ball/Block/Sleeve)
260 279 Touch(R, Ball/Block/Sleeve)
280 309 Untouch(R, Ball/Block/Sleeve)
310 319 Touch(R, Ball/Block/Sleeve)
320 349 Untouch(R, Ball/Block/Sleeve)
350 359 Touch(R, Ball/Block/Sleeve)
360 369 Untouch(R, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
370 489 Touch(Ball/Block/Sleeve, Peg)
490 529 Release(L, Ball/Block/Sleeve)
530 549 Untouch(L, Ball/Block/Sleeve)
550 659 Touch(L, Ball/Block/Sleeve)
660 679 Grasp(L, Ball/Block/Sleeve)
680 689 Pull(L, Ball/Block/Sleeve)
690 719 Release(L, Ball/Block/Sleeve)
720 769 Touch(L, Ball/Block/Sleeve)
770 789 Untouch(L, Ball/Block/Sleeve)
790 829 Touch(L, Ball/Block/Sleeve)
830 849 Grasp(L, Ball/Block/Sleeve)
850 889 Touch(R, Ball/Block/Sleeve)
890 919 Untouch(R, Ball/Block/Sleeve)
920 939 Touch(R, Ball/Block/Sleeve)
940 989 Untouch(R, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
990 1129 Touch(Ball/Block/Sleeve, Peg)
1130 1179 Release(L, Ball/Block/Sleeve)
1180 1189 Untouch(L, Ball/Block/Sleeve)
1190 1269 Touch(L, Ball/Block/Sleeve)
1270 1289 Untouch(L, Ball/Block/Sleeve)
1290 1309 Touch(L, Ball/Block/Sleeve)
1310 1329 Grasp(L, Ball/Block/Sleeve)
1330 1339 Pull(L, Ball/Block/Sleeve)
1340 1359 Touch(R, Ball/Block/Sleeve)
1360 1409 Untouch(R, Ball/Block/Sleeve)
1410 1419 Touch(R, Ball/Block/Sleeve)
1420 1439 Untouch(R, Ball/Block/Sleeve)
1440 1479 Touch(R, Ball/Block/Sleeve)
1480 1499 Untouch(R, Ball/Block/Sleeve)
1500 1589 Touch(R, Ball/Block/Sleeve)
1590 1599 Untouch(R, Ball/Block/Sleeve)
1600 1609 Release(L, Ball/Block/Sleeve)
1610 1659 Touch(L, Ball/Block/Sleeve)
1660 1669 Grasp(L, Ball/Block/Sleeve)
1670 1679 Pull(L, Ball/Block/Sleeve)
1680 1769 Touch(Ball/Block/Sleeve, Peg)
1770 1809 Untouch(Ball/Block/Sleeve, Peg)
1810 1859 Touch(Ball/Block/Sleeve, Peg)
1860 1919 Release(L, Ball/Block/Sleeve)
1920 1929 Untouch(L, Ball/Block/Sleeve)
1930 2009 Touch(L, Ball/Block/Sleeve)
2010 2019 Grasp(L, Ball/Block/Sleeve)
2020 2029 Pull(L, Ball/Block/Sleeve)
2030 2059 Touch(R, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
2060 2079 Untouch(R, Ball/Block/Sleeve)
2080 2149 Touch(Ball/Block/Sleeve, Peg)
2150 2179 Release(L, Ball/Block/Sleeve)
2180 2189 Untouch(L, Ball/Block/Sleeve)
2190 2279 Touch(L, Ball/Block/Sleeve)
2280 2289 Grasp(L, Ball/Block/Sleeve)
2290 2299 Release(L, Ball/Block/Sleeve)
2300 2359 Touch(L, Ball/Block/Sleeve)
2360 2369 Grasp(L, Ball/Block/Sleeve)
2370 2379 Pull(L, Ball/Block/Sleeve)
2380 2449 Touch(Ball/Block/Sleeve, Peg)
2450 2479 Release(L, Ball/Block/Sleeve)
2480 2499 Untouch(L, Ball/Block/Sleeve)
2500 2569 Touch(L, Ball/Block/Sleeve)
2570 2579 Grasp(L, Ball/Block/Sleeve)
2580 2589 Pull(L, Ball/Block/Sleeve)
2590 2609 Release(L, Ball/Block/Sleeve)
2610 2629 Touch(L, Ball/Block/Sleeve)
2630 2669 Grasp(L, Ball/Block/Sleeve)
2670 2679 Pull(L, Ball/Block/Sleeve)
2680 2729 Touch(Ball/Block/Sleeve, Peg)
2730 2749 Release(L, Ball/Block/Sleeve)
2750 2809 Untouch(L, Ball/Block/Sleeve)
2810 2879 Touch(L, Ball/Block/Sleeve)
2880 2899 Grasp(L, Ball/Block/Sleeve)
2900 2909 Release(L, Ball/Block/Sleeve)
2910 2989 Touch(L, Ball/Block/Sleeve)
2990 3009 Grasp(L, Ball/Block/Sleeve)
3010 3019 Pull(L, Ball/Block/Sleeve)
3020 3029 Touch(R, Ball/Block/Sleeve)
3030 3039 Untouch(R, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
3040 3119 Touch(Ball/Block/Sleeve, Peg)
3120 3149 Release(L, Ball/Block/Sleeve)
