Frame,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_gripper_angle,Y
18,380.014,12.94805,-125.9085,0.001674979553292724,0.00558148910165564,-0.026230006836233544,0.5948596073860379,409.426,-132.1035,-121.89,0.005575017712425604,0.0039099931763329964,0.0016750081542969745,0.3325613352223237,S1
19,380.405,12.89225,-126.6345,0.006704991833595433,0.004464986375818916,-0.02344500003690046,0.6147451621682837,409.426,-131.99200000000002,-122.1695,0.0005600054687431548,0.0050249958985073935,-0.00055999730225933,0.335266348792486,S1
20,380.349,12.83645,-127.24799999999999,0.00669999182138849,0.0022324809253661004,-0.02120499456813721,0.6154804038492061,409.538,-131.8805,-122.3365,0.000560005468743155,0.0044649945313164395,-0.005020008190957768,0.3311767866135923,S1
21,380.5165,13.171300000000002,-127.806,0.005025000000059878,0.0022324809253661715,-0.018975005456755786,0.622612650065827,409.48199999999997,-131.8245,-122.56,0.0005600054687437233,0.002790002709987545,-0.006699999987872887,0.32701960051427004,S1
22,380.628,13.450349999999998,-127.75,0.0022299931763134734,0.005580989100434918,-0.011154986364912332,0.6438984608555417,409.48199999999997,-131.93599999999998,-122.5045,0.0005600054687437233,0.0005599972656387519,-0.0033499918091419016,0.3273418054439438,S1
23,380.7395,13.282899999999998,-127.527,0.003904997265678539,0.004464486374598193,-0.0027899659424991826,0.6417036044642137,409.48199999999997,-131.99200000000002,-122.3925,-0.0005599972656381843,-0.001115006823727167,-0.0005599849976018709,0.3292164896819416,S1
24,380.7955,13.05965,-127.3595,0.002790002709987543,-0.001116486374558319,0.004464998632869068,0.6398207282255609,409.3705,-132.10399999999998,-122.337,-0.0011149945556909976,-0.0027949986206420013,0.002230001379417736,0.3253403154445573,S1
25,380.7395,13.00385,-127.304,0.0011149986206219088,-0.004464994549627065,0.004459998620661984,0.6435365579609872,409.0355,-132.327,-122.1135,-0.004465002734421697,-0.0039100013428169655,0.0039100054809901716,0.309304862862378,S1
26,380.851,13.05965,-127.0245,0.0011149986206219088,-0.002232489099174304,0.005025000000059882,0.6393510606038747,408.812,-132.5505,-121.667,-0.00670000819097857,-0.005585005432182031,0.00725501364751407,0.3060991630124223,S1
27,380.907,13.05965,-126.69,0.0011149986206219088,8.673617379884034e-19,0.006694991845802838,0.6356638773665945,408.7565,-132.6055,-121.388,-0.00614001092533925,-0.005015008215371971,0.009490002734481577,0.32062367925381524,S1
28,380.907,13.00385,-126.6345,0.0016749999878125784,8.673617379884034e-19,0.006694991845802838,0.6336874328907596,408.86800000000005,-132.606,-121.388,-0.0016750000244335848,-0.002790002783229553,0.007254997277925272,0.3220641065216445,S1
