Frame,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_gripper_angle,Y
18,374.3775,28.07273,-207.7265,-0.0005549972900528135,0.0011164986352705556,-0.0016700041137791275,0.8592541344713946,420.9235,-159.50650000000005,-158.558,0.0016799958984676045,0.00557999315193835,-0.0005599972656381831,0.0,S1
19,374.3775,28.24015,-207.671,-0.0005549972900528135,0.0027907027226828783,-3.66210042614575e-11,0.8569577235599904,420.9235,-159.39499999999995,-158.6135,0.0016799958984676045,0.004464990429764522,-0.0011149986206219098,0.0,S1
20,374.3215,28.295959999999997,-207.7825,-0.0011149986572434832,0.0027908027229270158,-0.0005550013916047309,0.8574393232481453,420.979,-159.45049999999995,-158.725,0.0016749958862606615,0.003354987719797068,-0.0022300013427965907,0.0,S1
21,374.2655,28.46337,-207.95,-0.0011199986328294218,0.003906397275687996,-0.002234993188519849,0.8561330608625972,420.97900000000004,-159.5625,-158.83700000000005,0.0005550013549837268,-0.0005599931640854124,-0.002789998608435342,0.0,S1
22,374.3215,28.574995,-208.062,-0.0005599972656381836,0.0033484459135020538,-0.003909997277885483,0.849583658756866,420.97900000000004,-159.45049999999995,-159.1155,0.0005550013549837268,-0.0005549931518787538,-0.005020004052784421,0.0,S1
23,374.377,28.630795000000006,-208.173,0.0005550054565356444,0.003348345913257917,-0.003904997265678256,0.8491141645564226,420.97900000000004,-159.45049999999995,-159.2275,-5.683387788169013e-16,8.203104972997916e-09,-0.0050250040649913634,0.0,S1
24,374.377,28.686605,-208.229,0.0011150027221743962,0.002232351362450032,-0.0027900027099878287,0.8468239041051644,421.035,-159.39499999999995,-159.2835,0.0005599972656387517,0.0016750000244344365,-0.0044650067993528934,0.0,S1
25,374.377,28.63083,-208.229,0.0005550013549831578,0.0005583472755259847,-0.0016699999756059206,0.8512551634116728,421.0905,-159.3945,-159.39499999999995,0.0011149986206224784,0.0005599973022589031,-0.0027950027221942033,0.0,S1
26,374.3775,28.519209999999998,-208.173,5.000012207510695e-06,-0.0011158568118863374,4.101552486679659e-09,0.8589352291913988,421.0345,-159.5625,-159.339,0.0005549972534312403,-0.0011200067993136745,-0.0011149986206221943,0.0,S1
27,374.43300000000005,28.463359999999998,-208.229,0.0005599973022603239,-0.002232451359764491,4.101552486679659e-09,0.8585817956151076,420.9785,-159.67399999999995,-159.451,-0.0005649972778456943,-0.0027899986450560625,-0.0016749958862603772,0.0,S1
28,374.43300000000005,28.519170000000006,-208.229,0.0005599973022603239,-0.0011165986355146599,4.101552486679659e-09,0.8571020005087788,420.923,-159.841,-159.5625,-0.001674999987813148,-0.004465002734421697,-0.0016749958862609456,0.0,S1
29,374.43300000000005,28.46337,-208.1735,0.0005549972900528125,-0.0005583972727183933,-4.995910654456183e-06,0.8548206232423171,420.97900000000004,-159.953,-159.451,-0.0005549972534312403,-0.0039050013672307423,-0.00111999453127665,0.0,S1
30,374.4885,28.51918,-208.006,0.0005549972900516755,0.0005581972751597608,0.0022299931763131906,0.8522034582207986,420.97900000000004,-159.89700000000005,-159.3395,5.000012206942719e-06,-0.0022300095459024155,0.0011149945556907122,0.0,S1
31,374.6005,28.40757,-207.8385,0.0016750000244335833,-0.0011160068122525613,0.003904997265678256,0.8585807283919353,420.97900000000004,-159.72949999999997,-159.2835,0.0005600013671906695,0.0011149986206224786,0.0027899986450560625,0.0,S1
32,374.6565,28.295959999999997,-207.671,0.0022350013916242533,-0.0016741081748046904,0.00502500000005988,0.8558016320515519,420.86699999999996,-159.6735,-159.28300000000004,-0.001120002734381339,0.002795002722194772,0.0016799959350880405,0.0,S1
33,374.824,28.12850000000001,-207.5595,0.003354995922901756,-0.003906797273002378,0.00446500273442113,0.8452073309551194,420.8115,-159.8415,-159.172,-0.001675000024433584,0.0005550136596414709,0.0016749959595023858,0.0,S1
34,374.76800000000003,27.96109,-207.615,0.00167499182132861,-0.0044647986353104395,0.0022349972900723367,0.840974621211889,420.7555,-159.953,-159.00400000000005,-0.002235001391624822,-0.0022349931518991285,0.002794998693883725,0.0,S1
35,374.7675,28.016890000000004,-207.615,0.0011099904419309976,-0.002790694548142255,0.0005599932007067022,0.838551753374953,420.8115,-159.953,-158.781,-0.0005549972900522447,-0.002794994519089798,0.005020004126026711,0.0,S1
