Frame,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_gripper_angle,Y
18,388.8325,27.458790000000004,-75.73495,0.0005599972656381831,4.0869040844691146e-09,-0.0005585013635286437,0.300024596151596,404.85,-137.12650000000002,-73.94895,0.0005600013671906695,0.0016750040893650662,-0.0011160027246159838,0.13749959785381766,S1
19,388.8325,27.458790000000004,-75.73495,0.0005599972656381831,-0.0005579972754039074,-0.0005585013635286437,0.300024596151596,404.794,-137.12650000000002,-73.94895,-0.0005600013671906695,0.0005600013671906699,-0.0005580013623079209,0.13876338081000714,S1
20,388.8325,27.40298,-75.73495,0.0005599972656381831,-0.001116098637956108,7.228014483236696e-20,0.30211704512882315,404.794,-137.12650000000002,-74.0048,-0.0005600013671906695,1.4456028966473392e-19,-0.0005585013635287856,0.13747602222570526,S1
21,388.8325,27.40298,-75.73495,0.0,-0.0005581013625522007,7.228014483236696e-20,0.30211704512882315,404.73800000000006,-137.1825,-74.0606,-0.0011199986328288526,-0.000559997265638183,-0.0011164986389326217,0.1345811527432311,S1
22,388.88800000000003,27.29137,-75.6791,0.0005550013549837268,-0.0016742040874123578,0.0005585013635286437,0.3021483444719178,404.73800000000006,-137.29399999999998,-73.949,-0.000559997265638183,-0.0016749999878125793,-4.959143166378329e-07,0.13458421853710856,S1
23,388.88800000000003,27.235570000000006,-75.73495,0.0005550013549837268,-0.0016741040871681493,7.228014483236696e-20,0.3008360873065024,404.73800000000006,-137.4055,-73.83735,-0.000559997265638183,-0.00279000270998726,0.0016745081750488547,0.13458230237794333,S1
24,388.88800000000003,27.179759999999998,-75.73495,0.0005550013549837268,-0.002232201362083809,7.228014483236696e-20,0.3029274643164577,404.682,-137.4615,-73.78155,-0.0005599972656393199,-0.002790002709987544,0.0027905027258566693,0.13747717330263384,S1
25,388.8325,27.179759999999998,-75.62325,-0.0005550013549837268,-0.0011160986372236524,0.0005585013635287856,0.3021177951971052,404.6265,-137.4615,-73.78155,-0.0011149986206224784,-0.0016749999878131476,0.001674500001240685,0.13554353112571071,S1
26,388.8325,27.12395,-75.62325,-0.0005550013549837268,-0.0011161986374678256,0.0011170027270574292,0.30421147693027795,404.6265,-137.51749999999998,-73.6699,-0.0011149986206224784,-0.0011199986328291366,0.001674500001240685,0.13588316086142505,S1
27,388.8325,27.0681,-75.56745000000002,-0.0005550013549837268,-0.0011165986355146948,0.0016750000024611234,0.3028983591968207,404.6825,-137.57299999999998,-73.6141,4.9959106550248105e-06,-0.0011149986572429136,0.001674500001240685,0.1348859926142904,S1
28,388.7765,27.0681,-75.56745000000002,-0.0005600013671906698,-0.0011165986355146948,0.0005579972754036941,0.3037149361790841,404.6265,-137.517,-73.6141,-4.101552486390538e-09,-0.0005549972900522444,0.001674500001240685,0.1326029730975742,S1
29,388.8325,27.0681,-75.51165,-7.228014483236696e-20,-0.0005584972729625299,0.0011159986377118991,0.3036840338440112,404.6265,-137.4615,-73.5583,-4.101552486390538e-09,0.0005600054321221521,0.0011159986377118996,0.1342322559074068,S1
30,388.8325,27.179759999999998,-75.51165,-7.228014483236696e-20,0.001116594547878189,0.0005580013623082051,0.3036855324957909,404.5705,-137.4615,-73.5025,-0.0011199986328294213,0.0011150027221743966,0.0011159986377118998,0.13099263831749908,S1
31,388.7765,27.235570000000006,-75.51165,-7.228014483236696e-20,0.0016746959104303539,0.0005580013623082051,0.3007815185873837,404.5705,-137.4055,-73.5583,-0.0005599972656387515,0.001115002722174681,0.0005579972754038367,0.13004096678212473,S1
32,388.7205,27.29137,-75.51165,-0.001120002734381339,0.0022326972727383463,0.0,0.3036851578327864,404.571,-137.4055,-73.6699,-0.0005549972534318086,0.0005600013671909543,-0.001116006811520068,0.12617145030644494,S1
