PSM1_position_x	PSM1_position_y	PSM1_position_z	PSM1_orientation_x	PSM1_orientation_y	PSM1_orientation_z	PSM1_orientation_w	PSM1_gripper_angle	PSM2_position_x	PSM2_position_y	PSM2_position_z	PSM2_orientation_x	PSM2_orientation_y	PSM2_orientation_z	PSM2_orientation_w	PSM2_gripper_angle
0.0794591	-0.05398530000000001	0.0799822	-0.06564260000000001	-0.0862562	-0.33224790000000004	0.9369430000000001	0.71855055	-0.0152125	-0.049092699999999996	0.0745994	0.4070979	0.0050865	0.9099582	-0.07887630000000001	0.9096631
0.07946030000000001	-0.05398580000000001	0.0799836	-0.0655249	-0.0861211	-0.3323562	0.9369253000000001	0.71855055	-0.0152123	-0.0490845	0.0746042	0.407089	0.0051036	0.909961	-0.07888880000000001	0.9096631
0.07945880000000001	-0.0539849	0.07998200000000001	-0.065523	-0.08612710000000001	-0.3323603	0.9369234000000001	0.71855055	-0.0152124	-0.0490859	0.0746034	0.4070905	0.0051008	0.9099606	-0.07888669999999999	0.9096631
0.07945819999999999	-0.0539865	0.07997989999999999	-0.0655162	-0.0861317	-0.33235790000000004	0.9369243	0.71855055	-0.0152118	-0.0490907	0.074599	0.4070994	0.0050899	0.9099572	-0.07888010000000001	0.9096631
0.0794596	-0.053986400000000004	0.0799822	-0.06552100000000001	-0.08612489999999999	-0.3323561	0.9369253000000001	0.71855055	-0.0152124	-0.049088599999999996	0.07460180000000001	0.4070934	0.0050951	0.9099596	-0.07888250000000001	0.9096631
0.0794596	-0.0539854	0.07998279999999999	-0.06552390000000001	-0.08612410000000001	-0.33235820000000005	0.9369244000000001	0.71855055	-0.015212999999999999	-0.0490866	0.0746047	0.40708740000000004	0.0051003	0.9099620999999999	-0.0788849	0.9096631
0.07945880000000001	-0.0539849	0.07998200000000001	-0.065523	-0.08612710000000001	-0.3323603	0.9369234000000001	0.71855055	-0.0152125	-0.0490914	0.07460019999999999	0.4070964	0.0050893	0.9099586999999999	-0.0788784	0.9096631
0.07945880000000001	-0.0539849	0.07998200000000001	-0.065523	-0.08612710000000001	-0.3323603	0.9369234000000001	0.71855055	-0.0152132	-0.0490921	0.07460139999999998	0.4070933	0.0050888	0.9099601999999999	-0.0788766	0.9096631
0.0794581	-0.0539844	0.0799812	-0.065522	-0.0861301	-0.3323623	0.9369225	0.71855055	-0.015212999999999999	-0.0490853	0.07460549999999999	0.407086	0.0051031	0.9099625	-0.078887	0.9096631
0.0794596	-0.053986400000000004	0.0799822	-0.06552100000000001	-0.08612489999999999	-0.3323561	0.9369253000000001	0.71855055	-0.0152131	-0.0490894	0.0746031	0.4070904	0.0050945	0.9099610999999999	-0.0788808	0.9096631
0.0794596	-0.053987400000000005	0.07998150000000001	-0.06551799999999999	-0.0861257	-0.33235390000000004	0.9369261999999999	0.71855055	-0.015213800000000001	-0.0490901	0.0746043	0.40708740000000004	0.005094	0.9099627	-0.07887899999999999	0.9096631
0.0794589	-0.0539859	0.0799814	-0.06552000000000001	-0.0861279	-0.3323581	0.9369243	0.71855055	-0.0152137	-0.04908730000000001	0.0746059	0.4070844	0.0050997	0.9099636000000001	-0.0788832	0.9096631
0.07945830000000001	-0.0539851	0.079981	-0.0655804	-0.0861951	-0.332305	0.9369328000000001	0.71855055	-0.0152124	-0.0490859	0.0746034	0.4070905	0.0051008	0.9099606	-0.07888669999999999	0.9096631
0.0794592	-0.05398630000000001	0.0799816	-0.0656397	-0.086257	-0.33224570000000003	0.9369439	0.71855055	-0.0152125	-0.0490914	0.07460019999999999	0.4070964	0.0050893	0.9099586999999999	-0.0788784	0.9096631
0.0794591	-0.05398530000000001	0.0799822	-0.06564260000000001	-0.0862562	-0.33224790000000004	0.9369430000000001	0.71855055	-0.0152131	-0.0490894	0.0746031	0.4070904	0.0050945	0.9099610999999999	-0.0788808	0.9096631
0.0794591	-0.053984199999999996	0.0799829	-0.0656456	-0.0862554	-0.3322501	0.9369421	0.71855055	-0.0152137	-0.04908730000000001	0.0746059	0.4070844	0.0050997	0.9099636000000001	-0.0788832	0.9096631
0.0794584	-0.05398580000000001	0.0799808	-0.0656387	-0.08626	-0.3322478	0.9369430000000001	0.71855055	-0.0152132	-0.0490907	0.0746023	0.4070919	0.0050917	0.9099607	-0.0788787	0.9096631
