PSM1_position_x	PSM1_position_y	PSM1_position_z	PSM1_orientation_x	PSM1_orientation_y	PSM1_orientation_z	PSM1_orientation_w	PSM1_gripper_angle	PSM2_position_x	PSM2_position_y	PSM2_position_z	PSM2_orientation_x	PSM2_orientation_y	PSM2_orientation_z	PSM2_orientation_w	PSM2_gripper_angle
0.0969265	-0.0547923	0.1065849	0.3512965	-0.19680350000000002	0.7509304	0.5234145	-0.34514601	-0.034727	-0.0475961	0.1010215	-0.18267529999999998	-0.2197143	0.772123	-0.5676102	-0.34628942
0.0969265	-0.0547923	0.1065849	0.3512965	-0.19680350000000002	0.7509304	0.5234145	-0.34514601	-0.0347271	-0.04759480000000001	0.10102219999999999	-0.1826747	-0.21971220000000002	0.7721216	-0.5676131	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.034725400000000003	-0.0475935	0.10102	-0.18266870000000002	-0.2197167	0.7721207	-0.5676146	-0.34628942
0.0969265	-0.0547923	0.1065849	0.3512965	-0.19680350000000002	0.7509304	0.5234145	-0.34514601	-0.03472530000000001	-0.04759480000000001	0.10101929999999999	-0.1826693	-0.21971880000000002	0.7721220999999999	-0.5676118	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.034725400000000003	-0.0475935	0.10102	-0.18266870000000002	-0.2197167	0.7721207	-0.5676146	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.034725	-0.047593300000000005	0.1010195	-0.18272439999999998	-0.21978029999999998	0.7720668	-0.5676454000000001	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.0347247	-0.0475931	0.10101900000000001	-0.18278010000000003	-0.2198438	0.7720129	-0.5676762	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.0347264	-0.0475944	0.1010212	-0.1827861	-0.21983930000000002	0.7720139	-0.5676747	-0.34628942
0.0969284	-0.054793100000000004	0.10658630000000001	0.35130229999999996	-0.19679860000000002	0.75093	0.5234129	-0.34514601	-0.0347264	-0.0475944	0.1010212	-0.1827861	-0.21983930000000002	0.7720139	-0.5676747	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.0347246	-0.0475944	0.1010183	-0.1827807	-0.21984589999999998	0.7720143	-0.5676733	-0.34628942
0.0969265	-0.0547923	0.1065849	0.3512965	-0.19680350000000002	0.7509304	0.5234145	-0.34514601	-0.0347246	-0.0475944	0.1010183	-0.1827807	-0.21984589999999998	0.7720143	-0.5676733	-0.34628942
0.0969265	-0.0547923	0.1065849	0.3512965	-0.19680350000000002	0.7509304	0.5234145	-0.34514601	-0.0347247	-0.0475931	0.10101900000000001	-0.18278010000000003	-0.2198438	0.7720129	-0.5676762	-0.34628942
0.0969284	-0.054793100000000004	0.10658630000000001	0.35130229999999996	-0.19679860000000002	0.75093	0.5234129	-0.34514601	-0.0347246	-0.0475944	0.1010183	-0.1827807	-0.21984589999999998	0.7720143	-0.5676733	-0.34628942
0.0969275	-0.0547927	0.1065856	0.35129940000000004	-0.1968011	0.7509302	0.5234137	-0.34514601	-0.0347246	-0.0475944	0.1010183	-0.1827807	-0.21984589999999998	0.7720143	-0.5676733	-0.34628942
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.03472530000000001	-0.04759480000000001	0.10101929999999999	-0.1826693	-0.21971880000000002	0.7721220999999999	-0.5676118	-0.34628942
0.09692719999999999	-0.054792499999999994	0.10658540000000001	0.3513966	-0.19691589999999998	0.7508039000000001	0.5234865	-0.34514601	-0.03472530000000001	-0.0475962	0.1010185	-0.1826699	-0.2197209	0.7721235	-0.5676089	-0.34628942
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.034716199999999996	-0.0475226	0.101138	-0.1782012	-0.2020681	0.7753045	-0.5712404999999999	-0.34612608
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.03458680000000001	-0.04726930000000001	0.10127539999999999	-0.16596	-0.201625	0.7612869000000001	-0.593504	-0.34661611
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.034578199999999996	-0.0473482	0.1012503	-0.1594015	-0.1989211	0.7618778	-0.5954524999999999	-0.34596273
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.03459419999999999	-0.047714	0.10102589999999999	-0.1695533	-0.20077720000000002	0.7641201999999999	-0.5891184	-0.34596273
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.0345338	-0.0476989	0.10101130000000001	-0.1719185	-0.1987628	0.7595329000000001	-0.5950186	-0.34677945
0.09692619999999999	-0.054792099999999996	0.1065847	0.3513937	-0.1969183	0.750804	0.5234873	-0.34514601	-0.0344725	-0.0477159	0.1010425	-0.1645335	-0.1989221	0.7606668000000001	-0.5956045	-0.3454727
0.09692719999999999	-0.054792499999999994	0.10658540000000001	0.3513966	-0.19691589999999998	0.7508039000000001	0.5234865	-0.34514601	-0.0343325	-0.0477211	0.1010451	-0.16668239999999998	-0.2006134	0.7603719	-0.5948158	-0.34612608
0.0970585	-0.0548408	0.1066825	0.3389498	-0.17570429999999998	0.7697479	0.5115948	-0.3454727	-0.0339386	-0.047763099999999996	0.10113319999999999	-0.1649578	-0.2013875	0.7629680999999999	-0.5917024000000001	-0.34775952
0.0968822	-0.0547285	0.1065635	0.34776090000000004	-0.18458270000000002	0.7577343000000001	0.5204135999999999	-0.34498267	-0.033654500000000004	-0.0477256	0.101097	-0.16439120000000002	-0.20109549999999998	0.7638916	-0.5907671	-0.34775952
0.096722	-0.054630099999999994	0.10633030000000002	0.3611895	-0.19061470000000003	0.7469578	0.5246545	-0.34367592	-0.0333658	-0.0475944	0.1009117	-0.16313350000000001	-0.20236329999999997	0.7645473	-0.5898339	-0.34661611
0.09677739999999999	-0.054603399999999996	0.1063205	0.3613507	-0.1726723	0.7559351	0.5178532	-0.34253251	-0.0330786	-0.04750580000000001	0.10079310000000001	-0.1643439	-0.2025055	0.7641595	-0.5899515000000001	-0.34677945
0.0967169	-0.0545408	0.1062909	0.3710791	-0.1625274	0.7553201999999999	0.5151471	-0.34106241	-0.0326283	-0.047391699999999995	0.1005713	-0.16354029999999997	-0.2038159	0.7645349	-0.5892368	-0.34677945
0.09672230000000001	-0.0545807	0.1062099	0.3797184	-0.1628051	0.7561459	0.5074957	-0.34351257	-0.0324821	-0.047353	0.1005191	-0.1630808	-0.2034253	0.764718	-0.5892615	-0.34661611
0.0967486	-0.054580899999999995	0.1062151	0.38028909999999994	-0.1608234	0.7604860999999999	0.5011755999999999	-0.34351257	-0.0321556	-0.0473916	0.1005008	-0.1631526	-0.20520529999999998	0.7641918000000001	-0.5893071999999999	-0.34677945
0.0967145	-0.054494299999999996	0.106334	0.38095619999999997	-0.1589951	0.7632306999999999	0.4970630999999999	-0.34318588	-0.0319619	-0.0474534	0.1004858	-0.1649197	-0.2078556	0.762465	-0.5901227	-0.34661611
0.09670039999999999	-0.05440509999999999	0.1064298	0.3801874	-0.15941	0.7634476	0.4971858	-0.34367592	-0.0315186	-0.047688699999999994	0.1005522	-0.16635129999999998	-0.2120493	0.7610467	-0.5900595999999999	-0.3469428
0.0966987	-0.0542987	0.1065548	0.37968209999999997	-0.1588292	0.7651595999999999	0.4951218	-0.34318588	-0.0313074	-0.0479478	0.1004839	-0.1653799	-0.2146337	0.7625137	-0.5874986999999999	-0.34645276
0.0966943	-0.0542673	0.1066129	0.38036729999999996	-0.15982620000000003	0.7646718000000001	0.4950286	-0.34579939	-0.0309258	-0.0481567	0.10041510000000001	-0.1681935	-0.2143496	0.7602598	-0.5897204	-0.12495821
0.0967051	-0.05427959999999999	0.1066623	0.37822649999999997	-0.15967	0.7651321	0.4960071	-0.3440026	-0.030507	-0.0484726	0.1003261	-0.1697154	-0.2178451	0.7574214	-0.5916528	0.09522959
0.0967029	-0.054312099999999995	0.10667750000000001	0.3766962	-0.16024720000000003	0.7652602	0.4967874	-0.34481932	-0.030159500000000002	-0.0487077	0.1002375	-0.1654307	-0.21769789999999997	0.7583073	-0.5917857	0.33126177
0.0967177	-0.05436219999999999	0.1067463	0.37161020000000006	-0.1624815	0.7660825	0.4986213	-0.34498267	-0.029591700000000002	-0.049118	0.1002051	-0.1671558	-0.216279	0.7583678	-0.5917437	0.6468425
0.0967257	-0.054472400000000004	0.10675180000000001	0.36592729999999996	-0.17038299999999998	0.7698625	0.49434659999999997	-0.13965918	-0.029332999999999998	-0.049295	0.1002601	-0.1675833	-0.2162172	0.7583573	-0.5916589	0.82554091
0.09672180000000001	-0.0544625	0.1067998	0.35724670000000003	-0.1803246	0.7688998	0.4986491	0.47712802	-0.029082599999999997	-0.0495024	0.10039989999999999	-0.1641005	-0.2169379	0.7583218	-0.5924163	0.88908175
0.0967713	-0.0544059	0.1068494	0.35082779999999997	-0.184779	0.7714002	0.49771309999999996	0.67510103	-0.028855000000000002	-0.0496401	0.1006874	-0.1617559	-0.21680149999999998	0.7574687	-0.5941996999999999	0.93155121
0.0967474	-0.05425119999999999	0.10697539999999998	0.3461958	-0.1820194	0.7711286999999999	0.5023723	0.87617757	-0.0287498	-0.049775599999999996	0.1009728	-0.1588548	-0.21681910000000001	0.7579414000000001	-0.5943731	0.96552677
0.0967698	-0.054091999999999994	0.10710370000000001	0.33498859999999997	-0.1883068	0.7719815	0.5063277	0.93694156	-0.028659800000000003	-0.0499749	0.10135219999999999	-0.15881660000000003	-0.2146695	0.758432	-0.5945378000000001	0.96683353
0.0967937	-0.0540471	0.1071661	0.3263227	-0.1949871	0.7720365	0.5093654000000001	0.97026375	-0.0285825	-0.0501379	0.1015924	-0.1588987	-0.2143995	0.7586556999999999	-0.5943279	0.96601681
0.0968139	-0.0539553	0.10724990000000001	0.3084739	-0.20866279999999998	0.7721803	0.5148215	0.99982903	-0.028630000000000003	-0.0505634	0.1020687	-0.1578078	-0.2125254	0.7598699000000001	-0.5937401999999999	0.97075379
0.0967558	-0.053886	0.1072903	0.30277990000000005	-0.2144315	0.7670168	0.5234774999999999	1.01452999	-0.0286219	-0.051013	0.1025269	-0.1571118	-0.211371	0.7606988	-0.5932752	0.97091713
0.0967019	-0.0538509	0.10736389999999998	0.2955	-0.2138005	0.7631205	0.5334944	1.01240652	-0.0288704	-0.0516366	0.1030356	-0.15721400000000002	-0.210312	0.7610836999999999	-0.5931309	0.97353063
0.0966438	-0.053744799999999995	0.1074872	0.27822979999999997	-0.2208818	0.755325	0.5507119	1.01452999	-0.029048599999999997	-0.0519653	0.1032654	-0.1567122	-0.20934179999999997	0.7617123	-0.5927998000000001	0.97059044
0.0966571	-0.053891999999999995	0.1073847	0.270828	-0.22750079999999998	0.7513350000000001	0.5571276999999999	1.02253385	-0.029094400000000003	-0.0524859	0.1036653	-0.15556040000000002	-0.2083905	0.7606554	-0.5947920999999999	0.95605282
