Start Stop Motion Primitive
0 139 Touch(R, Ball/Block/Sleeve)
140 159 Grasp(R, Ball/Block/Sleeve)
160 179 Untouch(Ball/Block/Sleeve, Post)
180 239 Touch(L, Ball/Block/Sleeve)
240 259 Grasp(L, Ball/Block/Sleeve)
260 269 Release(R, Ball/Block/Sleeve)
270 419 Release(L, Ball/Block/Sleeve)
420 509 Touch(Ball/Block/Sleeve, Post)
510 589 Touch(R, Ball/Block/Sleeve)
590 599 Grasp(R, Ball/Block/Sleeve)
600 639 Untouch(Ball/Block/Sleeve, Post)
640 689 Touch(L, Ball/Block/Sleeve)
690 709 Untouch(L, Ball/Block/Sleeve)
710 739 Touch(L, Ball/Block/Sleeve)
740 759 Grasp(L, Ball/Block/Sleeve)
760 769 Release(R, Ball/Block/Sleeve)
770 789 Untouch(R, Ball/Block/Sleeve)
790 909 Touch(Ball/Block/Sleeve, Post)
910 919 Release(L, Ball/Block/Sleeve)
920 939 Untouch(L, Ball/Block/Sleeve)
940 989 Touch(L, Ball/Block/Sleeve)
990 999 Untouch(L, Ball/Block/Sleeve)
1000 1099 Touch(R, Ball/Block/Sleeve)
1100 1119 Grasp(R, Ball/Block/Sleeve)
1120 1129 Release(R, Ball/Block/Sleeve)
1130 1249 Touch(R, Ball/Block/Sleeve)
1250 1269 Untouch(R, Ball/Block/Sleeve)
1270 1369 Touch(R, Ball/Block/Sleeve)
1370 1379 Grasp(R, Ball/Block/Sleeve)
1380 1419 Release(R, Ball/Block/Sleeve)
1420 1479 Touch(R, Ball/Block/Sleeve)
1480 1509 Untouch(R, Ball/Block/Sleeve)
1510 1539 Touch(R, Ball/Block/Sleeve)
1540 1549 Grasp(R, Ball/Block/Sleeve)
1550 1589 Untouch(Ball/Block/Sleeve, Post)
1590 1729 Touch(L, Ball/Block/Sleeve)
1730 1759 Grasp(L, Ball/Block/Sleeve)
1760 1779 Release(R, Ball/Block/Sleeve)
1780 1829 Touch(Ball/Block/Sleeve, Post)
1830 1879 Release(L, Ball/Block/Sleeve)
1880 1889 Untouch(L, Ball/Block/Sleeve)
1890 1969 Touch(R, Ball/Block/Sleeve)
1970 1989 Untouch(R, Ball/Block/Sleeve)
1990 2039 Touch(R, Ball/Block/Sleeve)
2040 2069 Untouch(R, Ball/Block/Sleeve)
2070 2089 Touch(R, Ball/Block/Sleeve)
2090 2129 Grasp(R, Ball/Block/Sleeve)
2130 2159 Untouch(Ball/Block/Sleeve, Post)
2160 2209 Touch(L, Ball/Block/Sleeve)
2210 2219 Grasp(L, Ball/Block/Sleeve)
2220 2229 Release(R, Ball/Block/Sleeve)
2230 2239 Untouch(R, Ball/Block/Sleeve)
2240 2319 Touch(Ball/Block/Sleeve, Post)
2320 2379 Release(L, Ball/Block/Sleeve)
2380 2479 Touch(R, Ball/Block/Sleeve)
2480 2499 Untouch(R, Ball/Block/Sleeve)
2500 2519 Touch(R, Ball/Block/Sleeve)
2520 2539 Untouch(R, Ball/Block/Sleeve)
2540 2569 Touch(R, Ball/Block/Sleeve)
2570 2589 Grasp(R, Ball/Block/Sleeve)
2590 2629 Untouch(Ball/Block/Sleeve, Post)
2630 2669 Touch(L, Ball/Block/Sleeve)
2670 2699 Untouch(L, Ball/Block/Sleeve)
2700 2729 Touch(L, Ball/Block/Sleeve)
2730 2759 Grasp(L, Ball/Block/Sleeve)
2760 2779 Release(R, Ball/Block/Sleeve)
2780 2789 Untouch(R, Ball/Block/Sleeve)
2790 2889 Touch(Ball/Block/Sleeve, Post)
2890 2909 Release(L, Ball/Block/Sleeve)
2910 2929 Untouch(L, Ball/Block/Sleeve)
2930 2949 Touch(L, Ball/Block/Sleeve)
2950 2969 Untouch(L, Ball/Block/Sleeve)
2970 3439 Touch(R, Ball/Block/Sleeve)
3440 3449 Untouch(R, Ball/Block/Sleeve)
3450 3499 Touch(R, Ball/Block/Sleeve)
3500 3509 Untouch(R, Ball/Block/Sleeve)
3510 4349 Touch(R, Ball/Block/Sleeve)
4350 4389 Grasp(R, Ball/Block/Sleeve)
4390 4419 Untouch(Ball/Block/Sleeve, Post)
4420 4499 Touch(L, Ball/Block/Sleeve)
4500 4519 Grasp(L, Ball/Block/Sleeve)
4520 4539 Release(R, Ball/Block/Sleeve)
4540 4589 Touch(Ball/Block/Sleeve, Post)
4590 4649 Release(L, Ball/Block/Sleeve)
4650 4679 Untouch(L, Ball/Block/Sleeve)
