Start Stop Motion Primitive
0 159 Touch(R, Ball/Block/Sleeve)
160 169 Grasp(R, Ball/Block/Sleeve)
170 219 Release(R, Ball/Block/Sleeve)
220 259 Touch(R, Ball/Block/Sleeve)
260 289 Grasp(R, Ball/Block/Sleeve)
290 329 Release(R, Ball/Block/Sleeve)
330 349 Touch(R, Ball/Block/Sleeve)
350 389 Untouch(R, Ball/Block/Sleeve)
390 459 Touch(R, Ball/Block/Sleeve)
460 479 Grasp(R, Ball/Block/Sleeve)
480 529 Release(R, Ball/Block/Sleeve)
530 659 Touch(R, Ball/Block/Sleeve)
660 699 Untouch(R, Ball/Block/Sleeve)
700 739 Touch(R, Ball/Block/Sleeve)
740 779 Grasp(R, Ball/Block/Sleeve)
780 839 Untouch(Ball/Block/Sleeve, Post)
840 919 Touch(L, Ball/Block/Sleeve)
920 939 Untouch(L, Ball/Block/Sleeve)
940 979 Touch(L, Ball/Block/Sleeve)
980 1019 Untouch(L, Ball/Block/Sleeve)
1020 1039 Touch(L, Ball/Block/Sleeve)
1040 1059 Grasp(L, Ball/Block/Sleeve)
1060 1069 Release(R, Ball/Block/Sleeve)
1070 1149 Touch(Ball/Block/Sleeve, Post)
1150 1179 Release(L, Ball/Block/Sleeve)
1180 1199 Untouch(L, Ball/Block/Sleeve)
1200 1289 Touch(R, Ball/Block/Sleeve)
1290 1319 Untouch(R, Ball/Block/Sleeve)
1320 1339 Touch(R, Ball/Block/Sleeve)
1340 1379 Grasp(R, Ball/Block/Sleeve)
1380 1409 Untouch(Ball/Block/Sleeve, Post)
1410 1469 Touch(L, Ball/Block/Sleeve)
1470 1489 Untouch(L, Ball/Block/Sleeve)
1490 1529 Touch(L, Ball/Block/Sleeve)
1530 1629 Untouch(L, Ball/Block/Sleeve)
1630 1639 Touch(L, Ball/Block/Sleeve)
1640 1679 Grasp(L, Ball/Block/Sleeve)
1680 1689 Release(L, Ball/Block/Sleeve)
1690 1709 Touch(L, Ball/Block/Sleeve)
1710 1739 Grasp(L, Ball/Block/Sleeve)
1740 1759 Release(R, Ball/Block/Sleeve)
1760 1879 Touch(Ball/Block/Sleeve, Post)
1880 1909 Release(L, Ball/Block/Sleeve)
1910 1919 Untouch(L, Ball/Block/Sleeve)
1920 2089 Touch(R, Ball/Block/Sleeve)
2090 2099 Grasp(R, Ball/Block/Sleeve)
2100 2119 Release(R, Ball/Block/Sleeve)
2120 2169 Touch(R, Ball/Block/Sleeve)
2170 2199 Grasp(R, Ball/Block/Sleeve)
2200 2219 Release(R, Ball/Block/Sleeve)
2220 2309 Touch(R, Ball/Block/Sleeve)
2310 2319 Grasp(R, Ball/Block/Sleeve)
2320 2359 Untouch(Ball/Block/Sleeve, Post)
2360 2399 Touch(L, Ball/Block/Sleeve)
2400 2429 Grasp(L, Ball/Block/Sleeve)
2430 2459 Release(R, Ball/Block/Sleeve)
2460 2709 Touch(Ball/Block/Sleeve, Post)
2710 2749 Release(L, Ball/Block/Sleeve)
2750 3119 Touch(R, Ball/Block/Sleeve)
3120 3139 Grasp(R, Ball/Block/Sleeve)
3140 3169 Untouch(Ball/Block/Sleeve, Post)
3170 3229 Touch(L, Ball/Block/Sleeve)
3230 3239 Untouch(L, Ball/Block/Sleeve)
3240 3259 Touch(L, Ball/Block/Sleeve)
3260 3279 Untouch(L, Ball/Block/Sleeve)
3280 3289 Touch(L, Ball/Block/Sleeve)
3290 3299 Grasp(L, Ball/Block/Sleeve)
3300 3319 Release(L, Ball/Block/Sleeve) Release(R, Ball/Block/Sleeve)
3320 3459 Touch(Ball/Block/Sleeve, Post)
3460 3539 Touch(R, Ball/Block/Sleeve)
3540 3549 Grasp(R, Ball/Block/Sleeve)
3550 3599 Untouch(Ball/Block/Sleeve, Post)
3600 3629 Touch(L, Ball/Block/Sleeve)
3630 3689 Grasp(L, Ball/Block/Sleeve)
3690 3709 Release(R, Ball/Block/Sleeve)
3710 3729 Untouch(R, Ball/Block/Sleeve)
3730 3839 Touch(Ball/Block/Sleeve, Post)
3840 3849 Release(L, Ball/Block/Sleeve)
3850 4039 Touch(R, Ball/Block/Sleeve)
4040 4049 Untouch(R, Ball/Block/Sleeve)
4050 4059 Touch(R, Ball/Block/Sleeve)
4060 4079 Untouch(R, Ball/Block/Sleeve)
4080 4109 Touch(R, Ball/Block/Sleeve)
4110 4129 Grasp(R, Ball/Block/Sleeve)
4130 4169 Untouch(Ball/Block/Sleeve, Post)
4170 4209 Touch(L, Ball/Block/Sleeve)
4210 4269 Untouch(L, Ball/Block/Sleeve)
4270 4279 Touch(L, Ball/Block/Sleeve)
4280 4339 Untouch(L, Ball/Block/Sleeve)
4340 4369 Touch(L, Ball/Block/Sleeve)
4370 4459 Grasp(L, Ball/Block/Sleeve)
4460 4479 Release(R, Ball/Block/Sleeve)
4480 4659 Touch(Ball/Block/Sleeve, Post)
4660 4689 Release(L, Ball/Block/Sleeve)
