Start Stop Motion Primitive
0 119 Touch(R, Ball/Block/Sleeve)
120 129 Untouch(R, Ball/Block/Sleeve)
130 149 Touch(R, Ball/Block/Sleeve)
150 229 Untouch(R, Ball/Block/Sleeve)
230 349 Touch(R, Ball/Block/Sleeve)
350 419 Grasp(R, Ball/Block/Sleeve)
420 469 Release(R, Ball/Block/Sleeve)
470 489 Grasp(R, Ball/Block/Sleeve)
490 529 Untouch(Ball/Block/Sleeve, Post)
530 619 Touch(L, Ball/Block/Sleeve)
620 649 Grasp(L, Ball/Block/Sleeve)
650 699 Release(L, Ball/Block/Sleeve)
700 719 Untouch(L, Ball/Block/Sleeve)
720 769 Touch(L, Ball/Block/Sleeve)
770 799 Untouch(L, Ball/Block/Sleeve)
800 819 Touch(L, Ball/Block/Sleeve)
820 889 Grasp(L, Ball/Block/Sleeve)
890 909 Release(R, Ball/Block/Sleeve)
910 919 Untouch(R, Ball/Block/Sleeve)
920 999 Touch(Ball/Block/Sleeve, Post)
1000 1059 Release(L, Ball/Block/Sleeve)
1060 1299 Touch(R, Ball/Block/Sleeve)
1300 1319 Grasp(R, Ball/Block/Sleeve)
1320 1359 Untouch(Ball/Block/Sleeve, Post)
1360 1429 Touch(L, Ball/Block/Sleeve)
1430 1539 Grasp(L, Ball/Block/Sleeve)
1540 1549 Release(R, Ball/Block/Sleeve)
1550 1629 Touch(Ball/Block/Sleeve, Post)
1630 1649 Untouch(Ball/Block/Sleeve, Post)
1650 1669 Touch(Ball/Block/Sleeve, Post)
1670 1789 Release(L, Ball/Block/Sleeve)
1790 1919 Touch(R, Ball/Block/Sleeve)
1920 1929 Untouch(R, Ball/Block/Sleeve)
1930 1949 Touch(R, Ball/Block/Sleeve)
1950 2029 Grasp(R, Ball/Block/Sleeve)
2030 2079 Untouch(Ball/Block/Sleeve, Post)
2080 2129 Touch(L, Ball/Block/Sleeve)
2130 2139 Untouch(L, Ball/Block/Sleeve)
2140 2189 Touch(L, Ball/Block/Sleeve)
2190 2249 Grasp(L, Ball/Block/Sleeve)
2250 2269 Release(R, Ball/Block/Sleeve)
2270 2279 Untouch(R, Ball/Block/Sleeve)
2280 2389 Touch(Ball/Block/Sleeve, Post)
2390 2429 Release(L, Ball/Block/Sleeve)
2430 2709 Touch(R, Ball/Block/Sleeve)
2710 2729 Untouch(R, Ball/Block/Sleeve)
2730 2809 Touch(R, Ball/Block/Sleeve)
2810 2859 Grasp(R, Ball/Block/Sleeve)
2860 2889 Untouch(Ball/Block/Sleeve, Post)
2890 2959 Touch(L, Ball/Block/Sleeve)
2960 2979 Untouch(L, Ball/Block/Sleeve)
2980 3069 Touch(L, Ball/Block/Sleeve)
3070 3089 Untouch(L, Ball/Block/Sleeve)
3090 3109 Touch(L, Ball/Block/Sleeve)
3110 3129 Grasp(L, Ball/Block/Sleeve)
3130 3139 Release(R, Ball/Block/Sleeve)
3140 3149 Untouch(R, Ball/Block/Sleeve)
3150 3199 Touch(Ball/Block/Sleeve, Post)
3200 3269 Release(L, Ball/Block/Sleeve)
3270 3389 Touch(R, Ball/Block/Sleeve)
3390 3439 Grasp(R, Ball/Block/Sleeve)
3440 3479 Untouch(Ball/Block/Sleeve, Post)
3480 3599 Touch(L, Ball/Block/Sleeve)
3600 3619 Grasp(L, Ball/Block/Sleeve)
3620 3639 Release(R, Ball/Block/Sleeve)
3640 3649 Untouch(R, Ball/Block/Sleeve)
3650 3729 Touch(Ball/Block/Sleeve, Post)
3730 3769 Release(L, Ball/Block/Sleeve)
3770 3779 Untouch(L, Ball/Block/Sleeve)
3780 3869 Touch(R, Ball/Block/Sleeve)
3870 3889 Untouch(R, Ball/Block/Sleeve)
3890 3959 Touch(R, Ball/Block/Sleeve)
3960 3989 Grasp(R, Ball/Block/Sleeve)
3990 4029 Untouch(Ball/Block/Sleeve, Post)
4030 4169 Touch(L, Ball/Block/Sleeve)
4170 4189 Grasp(L, Ball/Block/Sleeve)
4190 4199 Release(R, Ball/Block/Sleeve)
4200 4209 Untouch(R, Ball/Block/Sleeve)
4210 4319 Touch(Ball/Block/Sleeve, Post)
4320 4399 Release(L, Ball/Block/Sleeve)
