Start Stop Motion Primitive
0 309 Touch(L, Ball/Block/Sleeve)
310 339 Untouch(L, Ball/Block/Sleeve)
340 419 Touch(L, Ball/Block/Sleeve)
420 439 Grasp(L, Ball/Block/Sleeve)
440 469 Untouch(Ball/Block/Sleeve, Post)
470 509 Touch(R, Ball/Block/Sleeve)
510 529 Untouch(R, Ball/Block/Sleeve)
530 569 Touch(R, Ball/Block/Sleeve)
570 649 Grasp(R, Ball/Block/Sleeve)
650 659 Release(L, Ball/Block/Sleeve)
660 679 Untouch(L, Ball/Block/Sleeve)
680 809 Touch(Ball/Block/Sleeve, Post)
810 819 Release(R, Ball/Block/Sleeve)
820 1249 Touch(L, Ball/Block/Sleeve)
1250 1279 Untouch(L, Ball/Block/Sleeve)
1280 1349 Touch(L, Ball/Block/Sleeve)
1350 1359 Untouch(L, Ball/Block/Sleeve)
1360 1399 Touch(L, Ball/Block/Sleeve)
1400 1409 Untouch(L, Ball/Block/Sleeve)
1410 1429 Touch(L, Ball/Block/Sleeve)
1430 1449 Untouch(L, Ball/Block/Sleeve)
1450 1529 Touch(L, Ball/Block/Sleeve)
1530 1539 Untouch(L, Ball/Block/Sleeve)
1540 1569 Touch(L, Ball/Block/Sleeve)
1570 1619 Grasp(L, Ball/Block/Sleeve)
1620 1659 Untouch(Ball/Block/Sleeve, Post)
1660 1739 Touch(R, Ball/Block/Sleeve)
1740 1759 Grasp(R, Ball/Block/Sleeve)
1760 1769 Release(L, Ball/Block/Sleeve)
1770 1779 Untouch(L, Ball/Block/Sleeve)
1780 1879 Touch(Ball/Block/Sleeve, Post)
1880 1899 Untouch(Ball/Block/Sleeve, Post)
1900 2019 Touch(Ball/Block/Sleeve, Post)
2020 2029 Release(R, Ball/Block/Sleeve)
2030 2209 Touch(L, Ball/Block/Sleeve)
2210 2229 Untouch(L, Ball/Block/Sleeve)
2230 2249 Touch(L, Ball/Block/Sleeve)
2250 2259 Grasp(L, Ball/Block/Sleeve)
2260 2289 Untouch(Ball/Block/Sleeve, Post)
2290 2359 Touch(R, Ball/Block/Sleeve)
2360 2409 Grasp(R, Ball/Block/Sleeve)
2410 2419 Release(L, Ball/Block/Sleeve)
2420 2429 Untouch(L, Ball/Block/Sleeve)
2430 2529 Touch(Ball/Block/Sleeve, Post)
2530 2539 Release(R, Ball/Block/Sleeve)
2540 2549 Untouch(R, Ball/Block/Sleeve)
2550 2699 Touch(L, Ball/Block/Sleeve)
2700 2709 Grasp(L, Ball/Block/Sleeve)
2710 2739 Untouch(Ball/Block/Sleeve, Post)
2740 2789 Touch(R, Ball/Block/Sleeve)
2790 2809 Untouch(R, Ball/Block/Sleeve)
2810 2839 Touch(R, Ball/Block/Sleeve)
2840 2859 Grasp(R, Ball/Block/Sleeve) Release(L, Ball/Block/Sleeve)
2860 2869 Untouch(L, Ball/Block/Sleeve)
2870 3139 Touch(Ball/Block/Sleeve, Post)
3140 3289 Release(R, Ball/Block/Sleeve)
3290 3369 Untouch(R, Ball/Block/Sleeve)
3370 4779 Touch(L, Ball/Block/Sleeve)
4780 4819 Untouch(L, Ball/Block/Sleeve)
4820 4869 Touch(L, Ball/Block/Sleeve)
4870 4889 Grasp(L, Ball/Block/Sleeve)
4890 4919 Untouch(Ball/Block/Sleeve, Post)
4920 4959 Touch(R, Ball/Block/Sleeve)
4960 5009 Untouch(R, Ball/Block/Sleeve)
5010 5019 Touch(R, Ball/Block/Sleeve)
5020 5079 Untouch(R, Ball/Block/Sleeve)
5080 5109 Touch(R, Ball/Block/Sleeve)
5110 5159 Grasp(R, Ball/Block/Sleeve)
5160 5179 Release(L, Ball/Block/Sleeve)
5180 5269 Touch(Ball/Block/Sleeve, Post)
5270 5329 Release(R, Ball/Block/Sleeve)
5330 5459 Touch(L, Ball/Block/Sleeve)
5460 5479 Untouch(L, Ball/Block/Sleeve)
5480 5489 Touch(L, Ball/Block/Sleeve)
5490 5499 Untouch(L, Ball/Block/Sleeve)
5500 5559 Touch(L, Ball/Block/Sleeve)
5560 5569 Untouch(L, Ball/Block/Sleeve)
5570 5589 Touch(L, Ball/Block/Sleeve)
5590 5599 Grasp(L, Ball/Block/Sleeve)
5600 5609 Release(L, Ball/Block/Sleeve)
5610 5639 Grasp(L, Ball/Block/Sleeve)
5640 5659 Untouch(Ball/Block/Sleeve, Post)
5660 5699 Touch(R, Ball/Block/Sleeve)
5700 5719 Untouch(R, Ball/Block/Sleeve)
5720 5779 Touch(R, Ball/Block/Sleeve)
5780 5799 Untouch(R, Ball/Block/Sleeve)
5800 5849 Touch(R, Ball/Block/Sleeve)
5850 5899 Grasp(R, Ball/Block/Sleeve)
5900 5909 Release(L, Ball/Block/Sleeve)
5910 5919 Untouch(L, Ball/Block/Sleeve)
5920 6239 Touch(Ball/Block/Sleeve, Post)
6240 6259 Release(R, Ball/Block/Sleeve)
6260 6489 Touch(R, Ball/Block/Sleeve)
6490 6499 Untouch(R, Ball/Block/Sleeve)
