Start Stop Motion Primitive
0 579 Touch(R, Ball/Block/Sleeve)
580 609 Untouch(R, Ball/Block/Sleeve)
610 659 Touch(R, Ball/Block/Sleeve)
660 679 Untouch(R, Ball/Block/Sleeve)
680 699 Touch(R, Ball/Block/Sleeve)
700 729 Untouch(R, Ball/Block/Sleeve)
730 749 Touch(R, Ball/Block/Sleeve)
750 909 Grasp(R, Ball/Block/Sleeve)
910 1049 Release(R, Ball/Block/Sleeve)
1050 1179 Touch(R, Ball/Block/Sleeve)
1180 1229 Untouch(R, Ball/Block/Sleeve)
1230 2069 Touch(R, Ball/Block/Sleeve)
2070 2089 Untouch(R, Ball/Block/Sleeve)
2090 2559 Touch(R, Ball/Block/Sleeve)
2560 2619 Untouch(R, Ball/Block/Sleeve)
2620 2759 Touch(R, Ball/Block/Sleeve)
2760 2789 Untouch(R, Ball/Block/Sleeve)
2790 2829 Touch(R, Ball/Block/Sleeve)
2830 2879 Grasp(R, Ball/Block/Sleeve)
2880 2999 Untouch(Ball/Block/Sleeve, Post)
3000 3239 Touch(Ball/Block/Sleeve, Post)
3240 3319 Release(R, Ball/Block/Sleeve)
3320 3329 Untouch(R, Ball/Block/Sleeve)
3330 3739 Touch(R, Ball/Block/Sleeve)
3740 3809 Grasp(R, Ball/Block/Sleeve)
3810 3849 Release(R, Ball/Block/Sleeve)
3850 3879 Untouch(R, Ball/Block/Sleeve)
3880 3919 Touch(R, Ball/Block/Sleeve)
3920 3989 Grasp(R, Ball/Block/Sleeve)
3990 4049 Untouch(Ball/Block/Sleeve, Post)
4050 4239 Touch(Ball/Block/Sleeve, Post)
4240 4329 Untouch(Ball/Block/Sleeve, Post)
4330 4719 Touch(L, Ball/Block/Sleeve)
4720 4759 Grasp(L, Ball/Block/Sleeve)
4760 4769 Release(L, Ball/Block/Sleeve)
4770 4789 Touch(L, Ball/Block/Sleeve)
4790 4839 Grasp(L, Ball/Block/Sleeve)
4840 4859 Release(L, Ball/Block/Sleeve)
4860 4879 Grasp(L, Ball/Block/Sleeve)
4880 4899 Release(R, Ball/Block/Sleeve)
4900 4919 Untouch(R, Ball/Block/Sleeve)
4920 5259 Touch(Ball/Block/Sleeve, Post)
5260 5439 Untouch(Ball/Block/Sleeve, Post)
5440 5619 Touch(Ball/Block/Sleeve, Post)
5620 5629 Untouch(Ball/Block/Sleeve, Post)
5630 5679 Touch(Ball/Block/Sleeve, Post)
5680 5829 Release(L, Ball/Block/Sleeve)
5830 5839 Untouch(L, Ball/Block/Sleeve)
5840 6149 Touch(R, Ball/Block/Sleeve)
6150 6179 Grasp(R, Ball/Block/Sleeve)
6180 6219 Untouch(Ball/Block/Sleeve, Post)
6220 6389 Touch(L, Ball/Block/Sleeve)
6390 6409 Untouch(L, Ball/Block/Sleeve)
6410 6479 Touch(L, Ball/Block/Sleeve)
6480 6489 Grasp(L, Ball/Block/Sleeve)
6490 6519 Release(R, Ball/Block/Sleeve)
6520 6529 Untouch(R, Ball/Block/Sleeve)
6530 6769 Touch(Ball/Block/Sleeve, Post)
6770 6789 Untouch(Ball/Block/Sleeve, Post)
6790 6819 Touch(Ball/Block/Sleeve, Post)
6820 6899 Release(L, Ball/Block/Sleeve)
6900 7229 Touch(R, Ball/Block/Sleeve)
7230 7259 Grasp(R, Ball/Block/Sleeve)
7260 7309 Untouch(Ball/Block/Sleeve, Post)
7310 7459 Touch(L, Ball/Block/Sleeve)
7460 7489 Grasp(L, Ball/Block/Sleeve)
7490 7529 Release(R, Ball/Block/Sleeve)
7530 7549 Untouch(R, Ball/Block/Sleeve)
7550 7759 Touch(Ball/Block/Sleeve, Post)
7760 7849 Release(L, Ball/Block/Sleeve)
7850 8109 Touch(R, Ball/Block/Sleeve)
8110 8149 Grasp(R, Ball/Block/Sleeve)
8150 8199 Untouch(Ball/Block/Sleeve, Post)
8200 8329 Touch(L, Ball/Block/Sleeve)
8330 8339 Untouch(L, Ball/Block/Sleeve)
8340 8349 Touch(L, Ball/Block/Sleeve)
8350 8389 Grasp(L, Ball/Block/Sleeve)
8390 8409 Release(R, Ball/Block/Sleeve)
8410 8429 Untouch(R, Ball/Block/Sleeve)
8430 8639 Touch(Ball/Block/Sleeve, Post)
8640 8699 Release(L, Ball/Block/Sleeve)
8700 8709 Untouch(L, Ball/Block/Sleeve)
8710 10469 Touch(R, Ball/Block/Sleeve)
10470 10529 Grasp(R, Ball/Block/Sleeve)
10530 10569 Untouch(Ball/Block/Sleeve, Post)
10570 10659 Touch(L, Ball/Block/Sleeve)
10660 10689 Grasp(L, Ball/Block/Sleeve)
10690 10699 Release(R, Ball/Block/Sleeve)
10700 10719 Untouch(R, Ball/Block/Sleeve)
10720 11049 Touch(Ball/Block/Sleeve, Post)
11050 11159 Release(L, Ball/Block/Sleeve)
