MTML_position_x	MTML_position_y	MTML_position_z	MTML_orientation_x	MTML_orientation_y	MTML_orientation_z	MTML_orientation_w	MTML_gripper_angle	MTMR_position_x	MTMR_position_y	MTMR_position_z	MTMR_orientation_x	MTMR_orientation_y	MTMR_orientation_z	MTMR_orientation_w	MTMR_gripper_angle	PSML_position_x	PSML_position_y	PSML_position_z	PSML_orientation_x	PSML_orientation_y	PSML_orientation_z	PSML_orientation_w	PSML_gripper_angle	PSMR_position_x	PSMR_position_y	PSMR_position_z	PSMR_orientation_x	PSMR_orientation_y	PSMR_orientation_z	PSMR_orientation_w	PSMR_gripper_angle
0.053789300000000005	0.00853726	0.385219	-0.24739	-0.5779920000000001	0.49223900000000004	0.602016	NaN	-0.040818	0.0104027	0.372444	0.294111	0.189633	0.783836	0.512971	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0408209	0.0104088	0.37245	0.294105	0.189632	0.783842	0.512965	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0408209	0.0104088	0.37245	0.294105	0.189632	0.783842	0.512965	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0408305	0.0104058	0.372448	0.294112	0.189632	0.7838350000000001	0.512972	NaN	-0.07582860000000001	0.011121700000000002	0.03826040000000001	0.303034	0.170051	0.800235	0.48875100000000005	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537839	0.0085243	0.385208	-0.24739499999999998	-0.577982	0.49223100000000003	0.6020310000000001	NaN	-0.0408276	0.010399700000000001	0.37244299999999997	0.294118	0.189633	0.783829	0.5129779999999999	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537839	0.0085243	0.385208	-0.24739499999999998	-0.577982	0.49223100000000003	0.6020310000000001	NaN	-0.0408291	0.010408	0.372436	0.294122	0.189625	0.783836	0.5129670000000001	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303012	0.170016	0.800242	0.48876499999999995	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0408416	0.010411100000000001	0.37244	0.294123	0.189625	0.7838350000000001	0.512968	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303012	0.170016	0.800242	0.48876499999999995	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.040843	0.010409	0.372452	0.294113	0.189632	0.783834	0.5129739999999999	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303012	0.170016	0.800242	0.48876499999999995	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0408334	0.010412000000000001	0.372454	0.294106	0.189632	0.783841	0.512966	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.040829000000000004	0.010397499999999999	0.372454	0.294065	0.189637	0.783872	0.512941	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0408372	0.0103863	0.37245900000000004	0.29428699999999997	0.191031	0.783734	0.5125069999999999	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537879	0.00853895	0.385207	-0.24738600000000002	-0.5779989999999999	0.49222899999999997	0.602019	NaN	-0.0408439	0.0103771	0.37245100000000003	0.294081	0.189645	0.7838430000000001	0.5129729999999999	NaN	-0.07582860000000001	0.011121700000000002	0.03826040000000001	0.303034	0.170051	0.800235	0.48875100000000005	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537879	0.00853895	0.385207	-0.24738600000000002	-0.5779989999999999	0.49222899999999997	0.602019	NaN	-0.0408661	0.010377299999999999	0.37245300000000003	0.294089	0.189644	0.7838350000000001	0.512981	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537866	0.00853078	0.385214	-0.24739299999999997	-0.577987	0.49223500000000003	0.602024	NaN	-0.0409046	0.0103654	0.372446	0.294116	0.189644	0.783805	0.5130100000000001	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.05378530000000001	0.0085226	0.38522	-0.2474	-0.577975	0.492241	0.602028	NaN	-0.0409209	0.0103533	0.37243699999999996	0.294136	0.189645	0.7837850000000001	0.513031	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.053784000000000005	0.00851443	0.385226	-0.247406	-0.577962	0.49224700000000005	0.602032	NaN	-0.0409209	0.0103533	0.37243699999999996	0.294136	0.189645	0.7837850000000001	0.513031	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.05378009999999999	0.00848992	0.385245	-0.24742600000000003	-0.577925	0.49226499999999995	0.6020449999999999	NaN	-0.0409335	0.0103564	0.37244099999999997	0.294137	0.189645	0.783783	0.5130319999999999	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537749	0.00845724	0.38527	-0.247453	-0.5778760000000001	0.492288	0.602062	NaN	-0.040943099999999996	0.010353399999999999	0.37244	0.294144	0.189645	0.783776	0.513039	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.053766999999999995	0.00841808	0.38529	-0.247464	-0.57786	0.49233699999999997	0.602033	NaN	-0.040940199999999996	0.0103473	0.372434	0.29415	0.189645	0.78377	0.513045	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.053761800000000005	0.0083854	0.385315	-0.247491	-0.57781	0.49236	0.602051	NaN	-0.040940199999999996	0.0103473	0.372434	0.29415	0.189645	0.78377	0.513045	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.075813	0.0167315	0.0415859	0.23596999999999999	0.600684	-0.475443	-0.5978720000000001	NaN
0.0537609	0.00831734	0.385363	-0.24754099999999998	-0.5777180000000001	0.492412	0.6020760000000001	NaN	-0.040940199999999996	0.0103473	0.372434	0.29415	0.189645	0.78377	0.513045	NaN	-0.0758289	0.0111212	0.038261300000000005	0.303032	0.170049	0.800235	0.488753	NaN	0.0758128	0.0167326	0.0415865	0.23603400000000002	0.600671	-0.475391	-0.597901	NaN
