MTML_position_x,MTML_position_y,MTML_position_z,MTML_velocity_x,MTML_velocity_y,MTML_velocity_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_velocity_x,MTMR_velocity_y,MTMR_velocity_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle
0.2099469999999999,0.0932493,0.304161,0.0,0.0,0.0,0.0465796,0.0499403,0.8174359999999999,0.5719569999999999,1.0226972,-0.208025,0.0572409,0.326729,0.000149660006920882,3.513609026537969e-05,-0.00018197296365130458,0.142113,0.321739,0.589923,0.726828,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.20993400001996795,0.09325413999256575,0.3041681999889408,0.0,-3.299998078288215e-05,9.999994176639363e-06,0.046569200015974414,0.049935420007495686,0.8174371999981568,0.5719564000009215,1.0226972,-0.208031499990016,0.05723584000777217,0.3267368999878656,0.00013472804277740464,2.710888358844392e-05,-0.00014724509251927106,0.1421103000041472,0.32175049998233596,0.5899113000179712,0.7268327999926272,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.2099209999400959,0.09325898002230273,0.30417540003317767,0.0,-6.600021500626552e-05,2.0000065153430612e-05,0.04655879995207675,0.049930539977512935,0.8174384000055296,0.5719557999972351,1.0226972,-0.208038000029952,0.057230779976683493,0.3267448000364032,0.00011979596395614906,1.908161526240305e-05,-0.00011251695467650447,0.14210759998755837,0.32176200005299205,0.5898995999460863,0.7268376000221185,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.20990799996006393,0.09326382001486849,0.30418260002211844,0.0,-9.900019578914767e-05,3.0000059330069975e-05,0.04654839996805117,0.04992565998500863,0.8174396000036864,0.5719551999981568,1.0226972,-0.20804450001996802,0.057225719984455664,0.3267527000242688,0.00010486399981267169,1.1054408585467282e-05,-7.778908354447095e-05,0.14210489999170559,0.321773500035328,0.5898878999640575,0.7268424000147456,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.20989499998003197,0.09326866000743424,0.3041898000110592,0.0,-0.00013200017657202982,4.0000053506709334e-05,0.04653799998402559,0.04992077999250431,0.8174408000018432,0.5719545999990784,1.0226972,-0.208051000009984,0.05722065999222783,0.3267606000121344,8.993203566919433e-05,3.02720190853151e-06,-4.306121241243744e-05,0.14210219999585277,0.321785000017664,0.5898761999820288,0.7268472000073729,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.209882,0.0932735,0.304197,0.0,-0.00016500015735491195,5.00000476833487e-05,0.0465276,0.0499159,0.817442,0.571954,1.0226972,-0.2080575,0.0572156,0.3267685,7.500007152571696e-05,-5.000004768404259e-06,-8.333341280403919e-06,0.1420995,0.3217965,0.5898645,0.726852,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.2098865,0.09327379999999999,0.3041975,7.500007152548566e-05,-7.750007390905172e-05,3.3333365122540866e-05,0.046524800000000005,0.049914349999999996,0.8174455,0.57195,1.0226972,-0.208053,0.0572153,0.326768,0.0001500001430514339,-1.0000009536808518e-05,-1.6666682560807838e-05,0.142096,0.321795,0.589869,0.72685,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.209891,0.0932741,0.304198,0.0001500001430509713,1.0000009536808518e-05,1.6666682561733028e-05,0.046522,0.0499128,0.817449,0.571946,1.0226972,-0.208062,0.0572159,0.326769,-0.0001500001430514339,1.0000009536808518e-05,1.6666682560807838e-05,0.142103,0.321798,0.58986,0.726854,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.2099,0.0932748,0.304198,0.00022499842645548173,1.6666543485274254e-05,8.333341280866514e-06,0.0465164,0.0499098,0.817455,0.571937,1.0226972,-0.2080575,0.0572156,0.3267685,-7.500007152571696e-05,5.000004768404259e-06,8.333341280403919e-06,0.1420995,0.3217965,0.5898645,0.726852,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
0.2099005,0.09327155000000001,0.304195,8.333251874563326e-05,-4.833344896569391e-05,-5.0000047683811295e-05,0.046519799999999945,0.0499121,0.817453,0.5719395,1.0226972,-0.208062,0.0572159,0.326769,0.0,0.0,0.0,0.142103,0.321798,0.58986,0.726854,1.0226972,0.0888017,0.0321321,0.0329777,0.0,0.0,0.0,0.0506991,0.054163,0.810458,0.58108,1.0226972,-0.0914123,0.0343661,0.0267501,0.0,0.0,0.0,0.155343,0.314683,0.598638,0.7200529999999999,1.0226972
