PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
380.4605,23.88693,-69.14925,393.4085,-127.304,-77.18594999999998,0.5155474218562577,0.018508388123223838,1674858000.0436,297,18,1674858000045.0,0.0011149986206224786,0.0005584931853260251,-0.0027904945483862562,0.0016750040893656346,0.002229997277865251,0.0011165109069693612
380.2935,23.942729999999997,-69.3167,393.1855,-127.471,-77.29765,0.5149711135974753,0.008312735410082242,1674858000.0767,298,19,1674858000078.3333,-0.0011100068115199398,0.0005583931850818522,-0.004464998636531026,-0.0011150027221743964,0.0005599932007068435,-0.0011169945459253432
380.293,23.99854,-69.3167,393.1295,-127.5275,-77.52085,0.5105630889394039,0.006320003282620547,1674858000.1134,299,20,1674858000111.6667,-0.0016750040527446297,-1.0408788067731965e-07,-0.0027905068127607527,-0.0016749999878125793,-0.0011199985962082742,-0.002231989101615629
380.2935,23.94274,-69.26089999999999,393.018,-127.583,-77.52085,0.5077562089638269,0.01586437778465542,1674858000.1465,300,21,1674858000145.0,-0.001670004040537687,0.0005580972749156607,-0.0011165027258367057,-0.003905005432162509,-0.0027900026733665394,-0.003348991828673342
380.2935,23.94274,-69.26089999999999,393.074,-127.527,-77.3534,0.5077562089638269,0.018815696859196387,1674858000.1795,301,22,1674858000178.3333,3.6621004550578075e-11,9.591260766870248e-08,0.0005580013623080637,-0.0011149986206219098,-0.0005599972290173203,-0.0005574850134708589
380.1815,23.88693,-69.2051,392.7385,-127.9175,-76.96275,0.5083171803936641,0.022187230443693324,1674858000.2126,302,23,1674858000211.6667,-0.0011149945190694233,-0.0011160986372236515,0.0011159986377118998,-0.003909984973228024,-0.003899980920503234,0.005580985013530815
380.1815,23.71946,-69.03765,392.46,-128.1965,-76.5163,0.5088827800400206,0.014484876368802828,1674858000.2457,303,24,1674858000245.0,-0.001119994531276366,-0.0022328013635486686,0.002232501363548606,-0.005579989050386147,-0.006134986377059395,0.010045495913215614
380.014,23.66367,-69.09345,391.56699999999995,-128.755,-76.06975,0.5036471256323692,0.014307314180568475,1674858000.2788,304,25,1674858000278.3333,-0.002794998620642001,-0.0027907027256125587,0.001674500001240543,-0.015070012219388716,-0.012280001379537496,0.012836502727197092
380.0695,23.719479999999997,-68.9818,391.7905,-127.639,-76.12559999999998,0.5029904797945319,0.012544705466216234,1674858000.3118,305,26,1674858000311.6667,-0.0011200067993133898,-0.001674508175781274,0.0022329972742031433,-0.009480039514176489,0.002784925061251394,0.00837152452884873
380.1255,23.66367,-68.9818,390.73,-127.36,-75.45585,0.5036381792574355,0.01996301149313697,1674858000.3449,306,27,1674858000345.0,-0.0005600054321227201,-0.0005579054497003945,0.0005584931860583738,-0.017300058606019797,0.008364938684331314,0.010604529980522004
380.3490000000001,23.71947,-68.87020000000001,390.61800000000005,-127.24799999999999,-75.51165,0.5056235581018942,0.010854033432081751,1674858000.378,307,28,1674858000378.3333,0.003350004113800355,0.0005579972746715231,0.0022324972729824205,-0.009490039538589807,0.01506995505400037,0.005581017716087694
380.4045,23.94274,-68.7028,390.1715,-127.583,-75.2326,0.505744877215603,0.019704412164933027,1674858000.4111,308,29,1674858000411.6667,0.0033500041137992185,0.0022325890979536553,0.0027899945508279185,-0.01619000682390709,0.0005600259032637241,0.00893000136362824
380.57199999999995,24.277585000000002,-68.5912,390.339,-127.025,-75.40005,0.5008501703683437,0.018340146326242188,1674858000.4441,309,30,1674858000445.0,0.004465006835973615,0.006139148635452514,0.003905997275443902,-0.0039099768433650635,0.003350032714803755,0.0005579809241255408
380.516,24.556655,-68.5912,389.725,-127.13649999999998,-74.95355,0.5037448687952919,0.041819278593593606,1674858000.4772,310,31,1674858000478.3333,0.001670000012226073,0.008371854086393514,0.0027899945508279185,-0.008929989099254456,0.0011150272582475928,0.005580993187338985
380.4605,24.612455,-68.64699999999999,389.8925,-127.471,-74.9536,0.5078517255328782,0.03717762487112538,1674858000.5103,311,32,1674858000511.6667,0.0005600054321227206,0.0066971622635997,0.0005580054492121475,-0.0027900190795764894,0.0011200272338335315,0.0027900068152022753
