PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
373.763,24.389215,-70.09805,398.208,-121.1085,-76.40465,0.5105754992236249,0.0,1674856624.0409,299,18,1674856624039.6667,-0.0005600094970541995,-0.005023121387947111,-0.003348475472511938,0.027899908704168964,0.08371997544051112,-0.027347460488703772
374.48900000000003,23.049765,-70.26545,399.827,-118.709,-77.6325,0.5087410927600653,0.0,1674856624.074,300,19,1674856624073.0,0.00614500687261528,-0.01953365681405898,-0.008928989096812723,0.04241994415347424,0.0792499645273985,-0.03516097956467797
374.991,22.045175,-71.54910000000002,401.61300000000006,-116.25299999999999,-80.70205,0.4831245432943236,0.0,1674856624.1071,301,20,1674856624106.3333,0.013390024560646523,-0.029021329977323554,-0.01897551362446076,0.05581497685619124,0.07981496590679654,-0.05748453406554357
374.8795,21.04055,-72.88855000000002,402.506,-114.07700000000001,-82.59960000000002,0.4719386760136186,0.0,1674856624.1401,302,21,1674856624139.6667,0.011165035424851607,-0.03348665817396323,-0.02790497002359943,0.0429800395267825,0.07031501229328863,-0.06194951226389236
374.8795,19.254645,-74.45125,402.2825,-112.012,-84.8878,0.4675558613361963,0.0,1674856624.1732,303,22,1674856624173.0,0.0039050177001983995,-0.03795121907377011,-0.04185800408862378,0.024554994543763354,0.06697000412676486,-0.07255303815140657
375.2145,17.30125,-76.293,401.501,-110.9515,-86.67375,0.4552423987887351,0.012603763530380478,1674856624.2063,304,23,1674856624206.3333,0.0022350136230402753,-0.04743929223801122,-0.04743901771414514,-0.0011200681394962382,0.05301497005685735,-0.05971700681343936
375.82800000000003,15.347900000000005,-77.96735,400.4405,-109.7796,-88.962,0.4657580779607039,0.04898134602291467,1674856624.2394,305,24,1674856624239.6667,0.00948497822282273,-0.056926495913774466,-0.050788001361685826,-0.020654972754218858,0.04297401908493847,-0.06362398773638388
376.3305,13.6736,-79.9207,399.715,-109.22145,-91.02705,0.4646523444040394,0.06924747482868003,1674856624.2724,306,25,1674856624273.0,0.014509990490918495,-0.05581044318903641,-0.054694510899062854,-0.025674985010108817,0.02790548229651843,-0.06139248228837279
376.1075,12.892200000000004,-82.26474999999998,399.101,-109.05405,-93.09200000000001,0.4681239873516725,0.07898155528323984,1674856624.3055,307,26,1674856624306.3333,0.008929976867839003,-0.04409046457580732,-0.05971752316227616,-0.023999980920742615,0.01897446049226594,-0.06418248909991296
375.32599999999996,12.38995,-84.99945,398.8225,-109.3888,-94.65445,0.4727658669649281,0.07899604455314879,1674856624.3386,308,27,1674856624339.6667,-0.0050199550172601685,-0.02957953542995363,-0.07032097138762691,-0.0161800191041501,0.003908034058801325,-0.05692452453919283
