PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
388.8325,27.458790000000004,-75.73495,404.85,-137.12650000000002,-73.94895,0.300024596151596,0.13749959785381766,1674854349.9554,302,18,1674854349955.6667,0.0005599972656381831,4.0869040844691146e-09,-0.0005585013635286436,0.0005600013671906695,0.0016750040893650662,-0.0011160027246159838
388.8325,27.458790000000004,-75.73495,404.79400000000004,-137.12650000000002,-73.94895,0.300024596151596,0.13876338081000714,1674854349.9884,303,19,1674854349989.0,0.0005599972656381831,-0.0005579972754039074,-0.0005585013635286436,-0.0005600013671906695,0.0005600013671906698,-0.0005580013623079209
388.8325,27.40298,-75.73495,404.79400000000004,-137.12650000000002,-74.0048,0.30211704512882315,0.13747602222570526,1674854350.0215,304,20,1674854350022.3333,0.0005599972656381831,-0.001116098637956108,7.228014483236696e-20,-0.0005600013671906695,1.4456028966473392e-19,-0.0005585013635287856
388.8325,27.40298,-75.73495,404.73800000000006,-137.1825,-74.0606,0.30211704512882315,0.1345811527432311,1674854350.0546,305,21,1674854350055.6667,0.0,-0.0005581013625522007,7.228014483236696e-20,-0.0011199986328288526,-0.000559997265638183,-0.0011164986389326217
388.888,27.29137,-75.6791,404.73800000000006,-137.29399999999998,-73.949,0.3021483444719178,0.13458421853710856,1674854350.0877,306,22,1674854350089.0,0.0005550013549837268,-0.0016742040874123578,0.0005585013635286437,-0.000559997265638183,-0.0016749999878125793,-4.959143166378329e-07
388.888,27.235570000000003,-75.73495,404.73800000000006,-137.4055,-73.83735,0.3008360873065024,0.13458230237794333,1674854350.1207,307,23,1674854350122.3333,0.0005550013549837268,-0.0016741040871681493,7.228014483236696e-20,-0.000559997265638183,-0.0027900027099872597,0.0016745081750488547
388.888,27.17976,-75.73495,404.68199999999996,-137.4615,-73.78155,0.3029274643164577,0.13747717330263384,1674854350.1575,308,24,1674854350155.6667,0.0005550013549837268,-0.002232201362083809,7.228014483236696e-20,-0.0005599972656393199,-0.002790002709987544,0.002790502725856669
388.8325,27.17976,-75.62325,404.6265,-137.4615,-73.78155,0.3021177951971052,0.13554353112571071,1674854350.1906,309,25,1674854350189.0,-0.0005550013549837268,-0.0011160986372236524,0.0005585013635287857,-0.0011149986206224784,-0.0016749999878131478,0.0016745000012406853
388.8325,27.12395,-75.62325,404.6265,-137.51749999999998,-73.6699,0.30421147693027795,0.13588316086142505,1674854350.2236,310,26,1674854350222.3333,-0.0005550013549837268,-0.0011161986374678256,0.0011170027270574294,-0.0011149986206224784,-0.0011199986328291366,0.0016745000012406853
388.8325,27.0681,-75.56745000000002,404.6825,-137.57299999999998,-73.6141,0.3028983591968207,0.1348859926142904,1674854350.2567,311,27,1674854350255.6667,-0.0005550013549837268,-0.0011165986355146948,0.0016750000024611234,4.9959106550248105e-06,-0.0011149986572429138,0.0016745000012406853
388.7765,27.0681,-75.56745000000002,404.6265,-137.517,-73.6141,0.3037149361790841,0.1326029730975742,1674854350.2898,312,28,1674854350289.0,-0.0005600013671906697,-0.0011165986355146948,0.000557997275403694,-4.101552486390538e-09,-0.0005549972900522443,0.0016745000012406853
388.8325,27.0681,-75.51165,404.6265,-137.4615,-73.5583,0.3036840338440112,0.1342322559074068,1674854350.3228,313,29,1674854350322.3333,-7.228014483236696e-20,-0.0005584972729625299,0.0011159986377118991,-4.101552486390538e-09,0.0005600054321221521,0.0011159986377118996
