PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
368.5725,25.78445,-65.2983,384.981,-137.406,-76.40459999999999,0.5987360353202059,0.0402778451567529,1674855810.9584,293,18,1674855810959.6667,1.4456028966473392e-19,-0.0011166527262029306,0.0011170027270574294,-0.0011199945312769346,-0.002235001355003818,0.0
368.5725,25.72864,-65.2983,384.981,-137.4615,-76.40459999999999,0.6005484321678871,0.04056088645397056,1674855810.9915,294,19,1674855810993.0,1.4456028966473392e-19,-0.0016747540887550956,0.0005585013635287857,-0.0011199945312769346,-0.002235001355003818,0.0
368.517,25.72864,-65.2425,384.981,-137.406,-76.3488,0.600046564594607,0.039817980602003186,1674855811.0246,295,20,1674855811026.3333,-0.0005550013549837266,-0.000558101362552165,0.0005580013623079208,-0.0011199945312769346,-0.0005599972656384679,0.0005580013623079209
368.517,25.672829999999998,-65.2425,384.925,-137.406,-76.3488,0.6018614100485749,0.03752231798218726,1674855811.0613,296,21,1674855811059.6667,-0.0005550013549837266,-0.001116198637467825,0.0005580013623079208,-0.000559997265638183,-6.505213034913027e-19,0.0005580013623079209
368.517,25.672829999999998,-65.1867,384.925,-137.406,-76.34885,0.5986814613315256,0.03661442645795453,1674855811.0944,297,22,1674855811093.0,-0.0005550013549837266,-0.00055809727491566,0.0011160027246159838,-0.000559997265638183,0.0005550013549837262,0.0005575013610871982
368.517,25.672829999999998,-65.2425,384.925,-137.406,-76.29305,0.6000753843486288,0.03616773874286516,1674855811.1275,298,23,1674855811126.3333,1.4456028966473392e-19,-0.00055809727491566,-1.4456028966473392e-19,-0.000559997265638183,0.0,0.0005575013610873403
368.517,25.784489999999998,-65.1867,384.925,-137.406,-76.29305,0.598682764511639,0.03616773874286516,1674855811.1605,299,24,1674855811159.6667,1.4456028966473392e-19,0.0011165945478781895,0.0005579972754039781,7.228014483236696e-20,0.0,0.0005575013610873403
368.4615,25.8403,-65.1867,384.925,-137.406,-76.2372,0.5977581985946612,0.03661482882583062,1674855811.1936,300,25,1674855811193.0,-0.0005550013549837266,0.0016746959104303545,-4.0869040849027954e-09,7.228014483236696e-20,0.0,0.0011165027258367066
368.4615,25.8961,-65.1867,384.925,-137.35,-76.2372,0.5995744327334065,0.03690135580397765,1674855811.2267,301,26,1674855811226.3333,-0.0005550013549837266,0.002232697272738382,0.0005579972754039781,7.228014483236696e-20,0.0005600013671909532,0.0005585013635286437
368.4615,25.8961,-65.1867,384.925,-137.238,-76.34885,0.5995744327334065,0.03690095353690345,1674855811.2598,302,27,1674855811259.6667,-0.0005550013549837266,0.0011161027248601924,0.0,7.228014483236696e-20,0.0016799958984676036,-0.0005579931848377931
368.4615,25.951915000000003,-65.2425,385.037,-137.1825,-76.34885,0.5991521651083499,0.03718969849381355,1674855811.2928,303,28,1674855811293.0,1.4456028966473392e-19,0.0011161527249822789,-0.0005580013623080631,0.001120002734381339,0.0022349972534513305,-0.0011164945483664367
368.4055,25.951915000000003,-65.2425,385.037,-137.12650000000002,-76.34885,0.5982519921183783,0.037485860277580885,1674855811.3259,304,29,1674855811326.3333,-0.0005600013671906694,0.0005581513626742514,-0.0005580013623080631,0.001120002734381339,0.002234997253451046,-0.0011164945483664367
368.461,26.007725,-65.2425,385.037,-137.12650000000002,-76.46045000000002,0.5955481482908208,0.03748586027758073,1674855811.359,305,30,1674855811359.6667,-5.004077138424775e-06,0.001116248637589876,-0.0005580013623080631,0.001120002734381339,0.0011150027221743957,-0.0011159945508080985
368.461,26.007725,-65.35415,385.1485,-137.0145,-76.40465,0.5955468957373908,0.03795739625211824,1674855811.3921,306,31,1674855811393.0,-5.004077138424775e-06,0.0005580972749156247,-0.0011165027258367068,0.001115002722174965,0.0016800041015725767,-0.0005579931884998934
368.461,26.007725,-65.35415,385.1485,-137.0145,-76.40465,0.5955468957373908,0.03795739625211824,1674855811.4251,307,32,1674855811426.3333,0.0005549972900522448,0.0005580972749156247,-0.0011165027258367068,0.001115002722174965,0.0011200027343819072,-0.0005579931884998934
368.517,26.007725,-65.35415,385.204,-137.0145,-76.46045,0.596444650465959,0.040686573388421333,1674855811.4582,308,33,1674855811459.6667,0.0005599972656381832,1.4456028966473392e-19,-0.0011165027258367068,0.0016700000122272095,0.0011200027343819072,4.0869043690360445e-09
368.517,25.951915000000003,-65.41,385.1485,-137.0705,-76.46045,0.5996576089739499,0.0381172086916076,1674855811.4913,309,34,1674855811493.0,0.0005599972656381832,-0.0005581013625521292,-0.0005585013635286437,-4.06493148198452e-09,-0.0005600013671909545,-0.0005579972754038361
368.517,25.896114999999998,-65.41,385.204,-137.0705,-76.46045,0.5978448687675602,0.040391237328664384,1674855811.528,310,35,1674855811526.3333,0.0005599972656381832,-0.0011161027248601924,-0.0005585013635286437,0.0005549972900522448,-0.0005600013671909545,-0.0005579972754038361
