PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
397.4825,-1.1720500000000005,-110.0585,413.779,-131.9365,-115.6395,0.0,0.2444769227416129,1674855019.9832,291,18,1674855019982.0,-0.0016749999878125782,0.0022319931885197886,-0.0005600013671908122,-0.001119998669450425,0.001669999975605921,-0.003349995947315391
397.4265,-1.22785,-109.947,413.779,-131.9365,-115.751,0.0,0.2426240622546836,1674855020.0162,292,19,1674855020015.3333,-0.0016800000000200897,0.0016739918262117877,0.001670004077158265,4.064931482707322e-09,0.002230001342796875,-0.003344995935108449
397.5385,-1.3394499999999994,-110.00299999999999,413.835,-131.936,-116.08599999999998,0.0,0.23411782270619685,1674855020.0493,293,20,1674855020048.6667,-8.203104971841435e-09,-0.0011159945508078483,0.0011100068115200816,0.0011149986206219105,0.0016750040527443461,-0.005024987732023283
397.5385,-1.3394499999999994,-110.0585,413.835,-131.99200000000002,-115.8065,0.0,0.23296255183951525,1674855020.0824,294,21,1674855020082.0,0.0005599931640856978,-0.001673995913115858,4.101552485956857e-09,0.0005599972656381837,-0.0005550013916050152,-0.0016699795410854972
397.5385,-1.3953000000000009,-109.947,413.668,-132.3825,-115.695,0.0,0.2380504755289144,1674855020.1155,295,22,1674855020115.3333,0.0011199945312769359,-0.0016744959143365828,4.101552485956857e-09,-0.0011100068115199393,-0.004460010925319442,0.000560025903263864
397.5385,-1.339500000000001,-109.8355,413.5005,-132.49450000000002,-115.695,0.0,0.2441498761221721,1674855020.1485,296,23,1674855020148.6667,1.1564823173178713e-18,-5.040881248056147e-07,0.001674995922881381,-0.0033449958984873014,-0.005585005432182315,0.003910009545921654
397.5385,-1.5627000000000004,-109.7235,413.277,-132.494,-115.4165,0.0,0.26485518573800226,1674855020.1816,297,24,1674855020182.0,1.1564823173178713e-18,-0.0022325095373568536,0.003350000012246873,-0.005580001355043606,-0.005020004052784134,0.003900009521507627
397.5385,-1.84175,-109.556,413.277,-132.55,-115.3045,0.0,0.2683662696017797,1674855020.2147,298,25,1674855020215.3333,1.1564823173178713e-18,-0.004464514986588887,0.003910001379437826,-0.003909997277885483,-0.00167499588626066,0.00390500953371457
397.4825,-1.9533500000000004,-109.556,413.333,-132.55,-115.305,0.0,0.2586710529613299,1674855020.2478,299,26,1674855020248.6667,-0.0005599972656381819,-0.006138506812800676,0.0027950068237471144,-0.0016750081909175521,-0.0005550013549837254,0.0039000095581284895
397.4825,-1.9533500000000004,-109.5,413.3885,-132.7175,-115.137,0.0,0.250837553563413,1674855020.2808,300,27,1674855020282.0,-0.0005599972656381819,-0.003906501363568628,0.0022350054565563027,0.0011149986206224786,-0.0022350054565563027,0.00279500686036812
397.4825,-2.00915,-109.5,413.333,-132.829,-115.193,0.0,0.2468750123293445,1674855020.3139,301,28,1674855020315.3333,-0.0005599972656381819,-0.0016739959131158687,0.0005600013671908103,0.0005599972656387518,-0.002790006811540029,0.0011150027587956853
397.4265,-1.9533500000000004,-109.4445,413.1095,-133.555,-115.416,0.0,0.23792026860314305,1674855020.347,302,29,1674855020348.6667,-0.0005599972656387504,-4.086904082662111e-09,0.001114998657243055,-0.0022349890869673623,-0.01004997136249436,-0.001109986376999516
397.371,-1.73015,-109.389,412.9425,-134.5035,-115.0815,0.0,0.2493816192440793,1674855020.3837,303,30,1674855020382.0,-0.001114998620622477,0.002232001362327974,0.0011099986450361123,-0.0044599945191097804,-0.017859990429923787,0.0005550176879516646
397.2595,-1.6185500000000008,-109.221,413.1095,-134.5595,-115.081,0.0,0.2489240889004142,1674855020.4168,304,31,1674855020415.3333,-0.0022300013427968735,0.003906005449252003,0.0027900027466085473,-0.0022349890869673627,-0.017304989074940057,0.0011200190673495614
397.0365000000001,-1.3394499999999994,-109.277,413.277,-134.4475,-115.137,0.0,0.24730401483063555,1674855020.4499,305,32,1674855020448.6667,-0.0038999931885384093,0.006138994545984947,0.0016750081909179774,0.0016749918213286106,-0.008925029992708793,0.0027900109130925177
396.9245,-1.2277999999999991,-109.1655,413.277,-134.22449999999998,-115.193,0.0,0.2425992550433063,1674855020.4829,306,33,1674855020482.0,-0.004464994567937158,0.005023491822589626,0.0022350095581087893,0.003344995898487302,0.002789998608435341,-0.0011149986206220517
396.925,-1.1719999999999997,-109.11,413.333,-133.8895,-115.416,0.0,0.2314921488129422,1674855020.516,307,34,1674855020515.3333,-0.003344991833555819,0.004465490460281615,0.0011100068115200811,0.002234993188519848,0.006700008154356995,-0.0033500040771783555
396.925,-1.1162,-109.11,413.4445,-133.666,-115.6395,0.0,0.2273629506689322,1674855020.5491,308,35,1674855020548.6667,-0.0011150027221755318,0.00223250136354867,0.0016700040771584063,0.0016749959228816653,0.007815002710047423,-0.005024995898507393
396.925,-1.0604000000000005,-109.1655,413.4445,-133.722,-115.807,0.0,0.22888079266844985,1674855020.5822,309,36,1674855020582.0,5.000012206944308e-06,0.001674000000019944,-1.1564823173178713e-18,0.0016749959228816653,0.005024995898507108,-0.006139998620682073
