PSML_position_x	PSML_position_y	PSML_position_z	PSML_velocity_x	PSML_velocity_y	PSML_velocity_z	PSML_orientation_x	PSML_orientation_y	PSML_orientation_z	PSML_orientation_w	PSML_gripper_angle	PSMR_position_x	PSMR_position_y	PSMR_position_z	PSMR_velocity_x	PSMR_velocity_y	PSMR_velocity_z	PSMR_orientation_x	PSMR_orientation_y	PSMR_orientation_z	PSMR_orientation_w	PSMR_gripper_angle
0.0784161999999999	0.0339124	0.021621900000000003	-9.666666666852121e-05	-0.000351666666666602	0.00010999999999998279	-0.5202359999999999	-0.271834	0.671828	0.451784	1.0226972	-0.122972	0.0283789	0.0228724	5.000000000005e-05	-0.0003649999999983528	-0.00011500000000001091	0.250772	0.59727	0.529433	0.547798	1.0226972
0.0784148	0.0339054	0.0216267	-7.333333333312912e-05	-0.0003749999999999125	0.00017166666666663016	-0.520304	-0.27178	0.671852	0.4517029999999999	1.0226972	-0.12297	0.0283731	0.0228705999999999	6.666666666673332e-05	-0.0003733333333316944	-0.000140000000001655	0.250799	0.597266	0.529414	0.547809	1.0226972
0.0784143	0.0338974	0.0216382	-5.333333333324789e-05	-0.00036999999999826516	0.00033333333333331977	-0.5203479999999999	-0.271812	0.6718310000000001	0.451662	1.0226972	-0.12297	0.028371800000000006	0.0228705	5.000000000005e-05	-0.0002566666666667036	-8.666666666667239e-05	0.250805	0.597263	0.529409	0.547813	1.0226972
0.0784134	0.0338861	0.0216524	-4.666666666500174e-05	-0.0004383333333333322	0.0005083333333333213	-0.520385	-0.27175	0.671883	0.45158	1.0226972	-0.122969	0.028373500000000006	0.0228720999999999	5.000000000005e-05	-8.999999999998592e-05	-5.0000000017050295e-06	0.250742	0.5972850000000001	0.529352	0.547874	1.0226972
0.0784118999999999	0.0338735	0.0216647999999999	-4.833333333518578e-05	-0.0005316666666666895	0.0006349999999983683	-0.520426	-0.2716929999999999	0.671933	0.451492	1.0226972	-0.12297	0.0283767999999999	0.0228712	0.0	6.166666666502829e-05	1.0000000001675335e-05	0.250731	0.597294	0.529361	0.547859	1.0226972
0.0784097	0.0338586	0.0216757	-7.66666666667896e-05	-0.0006466666666666426	0.000624999999999989	-0.520379	-0.27170500000000003	0.671984	0.451463	1.0226972	-0.122972	0.0283778	0.0228693	-3.333333333336667e-05	0.00010000000000004218	-1.9999999999996868e-05	0.250799	0.597296	0.52932	0.547866	1.0226972
0.078409	0.0338445999999999	0.021686	-7.333333333312912e-05	-0.0006916666666683993	0.000560000000000028	-0.520335	-0.271715	0.672032	0.451437	1.0226972	-0.122973	0.0283782	0.0228687	-6.666666666673332e-05	7.833333333333073e-05	-5.6666666665000184e-05	0.250796	0.597299	0.5293220000000001	0.547863	1.0226972
0.0784068	0.0338305999999999	0.0216986	-8.499999999828091e-05	-0.0007150000000017098	0.0005633333333349607	-0.52044	-0.271671	0.672036	0.451335	1.0226972	-0.122974	0.0283754999999999	0.0228696	-6.666666666673332e-05	-2.166666666665364e-05	-2.6666666666681767e-05	0.250868	0.5972850000000001	0.529273	0.5478930000000001	1.0226972
0.0784049	0.033814300000000005	0.0217150999999999	-7.999999999998747e-05	-0.000738333333333401	0.000656666666665022	-0.520407	-0.27163000000000004	0.672075	0.451341	1.0226972	-0.122975	0.0283736	0.0228717999999999	-5.000000000005e-05	-7.000000000004687e-05	4.166666666503144e-05	0.250865	0.5972729999999999	0.5292720000000001	0.547908	1.0226972
0.0784026999999999	0.0337976	0.0217303	-0.00010500000000186288	-0.0007833333333316881	0.0007383333333333431	-0.5203770000000001	-0.271593	0.672112	0.4513439999999999	1.0226972	-0.122975	0.0283705	0.022874900000000004	-3.333333333336667e-05	-0.0001283333333333229	0.00010333333333335573	0.250867	0.5972569999999999	0.529266	0.54793	1.0226972
0.0784015	0.0337866999999999	0.0217405	-8.833333333332916e-05	-0.0007316666666666582	0.0006983333333333494	-0.5203760000000001	-0.271555	0.672192	0.451247	1.0226972	-0.122975	0.0283693	0.0228769	-1.6666666666683334e-05	-0.00010333333333167882	0.00012166666666663799	0.250865	0.597248	0.529265	0.547942	1.0226972
0.078401	0.033781	0.0217479	-6.500000000001875e-05	-0.0005549999999999999	0.0005466666666683351	-0.5203979999999999	-0.2715349999999999	0.672181	0.451251	1.0226972	-0.122975	0.028369	0.0228775	0.0	-7.666666666667395e-05	9.500000000163311e-05	0.250864	0.597245	0.529265	0.547945	1.0226972
0.0784005	0.0337747	0.0217551	-3.6666666664945474e-05	-0.00038166666666665516	0.0004133333333333072	-0.520353	-0.2715079999999999	0.672219	0.451262	1.0226972	-0.122976	0.0283697	0.0228762	-1.6666666666683334e-05	-1.3333333333311978e-05	2.166666666665364e-05	0.250809	0.597274	0.529204	0.547998	1.0226972
0.0783994	0.0337667	0.0217614	-3.5000000000081265e-05	-0.0003333333333317007	0.00034833333333334626	-0.5203260000000001	-0.271513	0.672247	0.451247	1.0226972	-0.122976	0.0283685999999999	0.0228767	-1.6666666666683334e-05	-1.1666666668332104e-05	-3.3333333333135377e-06	0.25088	0.5972649999999999	0.529157	0.548021	1.0226972
0.07839860000000001	0.0337615999999999	0.0217659	-3.9999999999993735e-05	-0.0003233333333349982	0.00030000000000001087	-0.5203760000000001	-0.27152600000000005	0.672218	0.4512279999999999	1.0226972	-0.122976	0.0283685999999999	0.0228754	-1.6666666666683334e-05	-6.666666668303974e-06	-3.4999999999965614e-05	0.250884	0.59727	0.529155	0.548016	1.0226972
0.0783977	0.033759500000000005	0.0217659	-4.666666666662082e-05	-0.00025333333333333225	0.00018000000000002966	-0.520425	-0.271415	0.672244	0.4511979999999999	1.0226972	-0.122977	0.0283671	0.0228757999999999	-1.6666666666683334e-05	-4.333333333336512e-05	-6.666666668303973e-06	0.250886	0.5972649999999999	0.529153	0.548022	1.0226972
0.0783971	0.0337574	0.0217658	-3.833333333327915e-05	-0.00015499999999994685	7.33333333333026e-05	-0.520423	-0.27142	0.672248	0.451192	1.0226972	-0.122976	0.0283655	0.0228763	0.0	-5.166666666502987e-05	-6.666666666684897e-06	0.250891	0.59726	0.529148	0.548029	1.0226972
0.0783963	0.0337527	0.0217685	-3.833333333327915e-05	-0.00014833333333170068	4.333333333330728e-05	-0.52041	-0.271425	0.672262	0.4511819999999999	1.0226972	-0.122976	0.0283625	0.0228801	0.0	-0.00010166666666502204	7.833333333333073e-05	0.250889	0.597242	0.529144	0.548054	1.0226972
0.0783948999999999	0.0337457	0.0217732	-4.6666666668239896e-05	-0.00023000000000002183	0.00012166666666663796	-0.520478	-0.27137100000000003	0.6722859999999999	0.451101	1.0226972	-0.122978	0.0283570999999999	0.0228885	-1.6666666666683334e-05	-0.00016666666666833677	0.00021166666666830083	0.250879	0.5972029999999999	0.5291399999999999	0.5481050000000001	1.0226972
0.0783933	0.0337342	0.0217817999999999	-6.333333333330415e-05	-0.0003866666666666833	0.00026666666666502514	-0.520423	-0.271352	0.672337	0.4511	1.0226972	-0.1229799999999999	0.0283505999999999	0.0228985999999999	-6.666666666488297e-05	-0.00024833333333498103	0.00037166666666503767	0.250745	0.5971850000000001	0.5291170000000001	0.548208	1.0226972
0.0783919999999999	0.033717500000000004	0.0217913	-7.166666666826489e-05	-0.0005866666666666519	0.0003799999999999984	-0.5199189999999999	-0.271229	0.672714	0.451192	1.0226972	-0.122981	0.0283464	0.0229072	-8.333333333318538e-05	-0.00026833333333330095	0.0004516666666666441	0.250732	0.5971479999999999	0.529115	0.5482560000000001	1.0226972
0.0783904	0.0337062	0.021797	-7.499999999845593e-05	-0.0006583333333332978	0.0003966666666666817	-0.5196270000000001	-0.271031	0.6729229999999999	0.451337	1.0226972	-0.122981	0.028345	0.0229084	-4.999999999981871e-05	-0.0002016666666650064	0.000331666666666663	0.250733	0.597141	0.529112	0.548266	1.0226972
0.0783886	0.0336976	0.0218005999999999	-7.83333333332729e-05	-0.0006099999999999625	0.00031333333333332286	-0.5195890000000001	-0.271015	0.672958	0.451338	1.0226972	-0.122981	0.0283440999999999	0.0229085	-1.666666666830241e-05	-0.00010833333333332602	0.00016500000000162216	0.250683	0.597163	0.529046	0.548329	1.0226972
0.0783871999999999	0.0336896999999999	0.0218048	-8.000000000021877e-05	-0.0004633333333349764	0.0002249999999999937	-0.519569	-0.271024	0.672981	0.451321	1.0226972	-0.1229789999999999	0.0283442	0.0228996	3.333333333498575e-05	-3.666666666668021e-05	-0.00012666666666666612	0.245864	0.599154	0.524015	0.553149	1.0226972
0.0783855	0.033680800000000004	0.0218104	-8.166666666670208e-05	-0.0004233333333333635	0.00022333333333333696	-0.519629	-0.27107	0.672949	0.451271	1.0226972	-0.122977	0.0283519	0.0228751	6.666666666650205e-05	0.00011500000000001091	-0.0005549999999999999	0.23449	0.6035159999999999	0.51322	0.563371	1.0226972
0.0783833999999999	0.0336759	0.0218141	-8.666666666846494e-05	-0.0003616666666666583	0.00022500000000167061	-0.519651	-0.27113000000000004	0.672944	0.451218	1.0226972	-0.122976	0.0283528	0.0228630999999999	8.333333333318538e-05	0.00014500000000168314	-0.0007566666666683023	0.228094	0.6058640000000001	0.50703	0.569055	1.0226972
0.0783797	0.0336601999999999	0.0218208	-0.00012499999999827463	-0.0004916666666666958	0.0002666666666667021	-0.519691	-0.27118600000000004	0.672863	0.451259	1.0226972	-0.1229609999999999	0.0283130999999999	0.0228432	0.00029999999999983745	-0.0005183333333349966	-0.0009399999999999683	0.209323	0.612766	0.484683	0.588033	1.0226972
0.0783751	0.033630300000000016	0.0218305	-0.00017333333333322912	-0.0008416666666665832	0.00033499999999997654	-0.5197430000000001	-0.271024	0.672908	0.45123	1.0226972	-0.122946	0.028223400000000006	0.0228414	0.0005166666666667208	-0.0021416666666666693	-0.0005616666666666269	0.194503	0.6178899999999999	0.462454	0.605406	1.0226972
0.0783693	0.0335663999999999	0.0218601	-0.00023499999999819962	-0.0018250000000017094	0.0007666666666666818	-0.520249	-0.266892	0.675775	0.4488180000000001	1.0226972	-0.122938	0.0280783	0.022866900000000003	0.0006333333333332728	-0.004575000000000007	6.333333333498109e-05	0.189027	0.619341	0.447125	0.617061	1.0226972
0.0784005	0.0335425	0.0219484	0.00034666666666668955	-0.0019616666666649046	0.0021266666666666426	-0.5315340000000001	-0.24680900000000006	0.68883	0.4266970000000001	1.0226972	-0.1229359999999999	0.0278659	0.022907	0.0004166666666666208	-0.007453333333331685	0.0010633333333333213	0.18561	0.6183489999999999	0.431271	0.6302369999999999	1.0226972
0.0784286	0.033357300000000006	0.0220213	0.0008916666666666332	-0.00455000000000004	0.003180000000000023	-0.5387069999999999	-0.237137	0.698651	0.406752	1.0226972	-0.122921	0.0276260999999999	0.022940400000000003	0.0004166666666666208	-0.009955000000001652	0.0016499999999999733	0.184628	0.613716	0.422693	0.640778	1.0226972
0.0784281999999999	0.0329879	0.0220492	0.000981666666665058	-0.009641666666664977	0.0031516666666666845	-0.542641	-0.230489	0.7072890000000001	0.390075	1.0226972	-0.122873	0.0272339999999999	0.023025200000000003	0.0010833333333334916	-0.01407166666666833	0.002638333333333335	0.188607	0.604118	0.4129569999999999	0.654931	1.0226972
0.0784227	0.0325488	0.0220312	0.00037	-0.01656166666666667	0.0013800000000000153	-0.54943	-0.21880500000000006	0.716959	0.369081	1.0226972	-0.1227859999999999	0.0268474	0.0230727999999999	0.0025000000000001874	-0.016974999999999976	0.002763333333331668	0.18638	0.593348	0.400401	0.672964	1.0226972
