,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle
0,0.0789031,0.00160679,0.0137986,0.0,0.0,0.0,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736322,0.00725802,0.0170918,-2.0000000001500304e-05,-8.333333333428403e-07,-1.6666666666567689e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
1,0.0789031,0.00160679,0.0137986,0.0,-7.666666666664504e-06,1.3333333334988871e-05,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736309999999999,0.00725807,0.0170919,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
2,0.0789031,0.00160679,0.0137986,0.0,-7.666666666664504e-06,1.3333333334988871e-05,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736322,0.00725802,0.0170918,-2.0000000001500304e-05,-8.333333333428403e-07,-1.6666666666567689e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
3,0.0789031,0.00160679,0.0137986,0.0,0.0,0.0,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
4,0.0789031,0.00160679,0.0137986,0.0,0.0,0.0,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736324,0.00725888,0.0170923,-2.3333333334929485e-05,1.3499999999992109e-05,6.666666666684898e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
5,0.0789031,0.00160679,0.0137986,0.0,0.0,0.0,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736324,0.00725888,0.0170923,-3.3333333334291844e-06,1.4333333333334948e-05,8.333333333341667e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
6,0.0789031,0.00160679,0.0137986,0.0,0.0,0.0,-0.3850369999999999,-0.5366449999999999,0.376874,0.649403,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
7,0.0789031,0.00160718,0.0137978999999999,0.0,6.499999999997537e-06,-1.1666666668332104e-05,-0.38497800000000004,-0.536682,0.376808,0.649446,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
8,0.0789031,0.00160718,0.0137978999999999,0.0,6.499999999997537e-06,-1.1666666668332104e-05,-0.38497800000000004,-0.536682,0.376808,0.649446,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
9,0.0789031999999999,0.00160665,0.013798900000000001,1.666666664864221e-06,-2.3333333333339316e-06,4.999999999999217e-06,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
10,0.0789031999999999,0.00160665,0.013798900000000001,1.666666664864221e-06,-8.83333333333147e-06,1.666666666833132e-05,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736324,0.00725888,0.0170923,-3.3333333334291857e-06,1.4333333333334948e-05,8.333333333341667e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
11,0.0789031999999999,0.00160665,0.013798900000000001,1.666666664864221e-06,-8.83333333333147e-06,1.666666666833132e-05,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
12,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
13,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
14,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
15,0.0789031,0.00160711,0.0137980999999999,-1.666666664864221e-06,7.666666666664504e-06,-1.3333333334988871e-05,-0.384917,-0.536717,0.376744,0.64949,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
16,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736324,0.00725888,0.0170923,-3.3333333334291857e-06,1.4333333333334948e-05,8.333333333341667e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
17,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736324,0.00725888,0.0170923,-3.3333333334291857e-06,1.4333333333334948e-05,8.333333333341667e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
18,0.0789031999999999,0.00160665,0.013798900000000001,1.666666664864221e-06,-7.666666666664504e-06,1.3333333334988871e-05,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736324,0.00725888,0.0170923,-3.3333333334291857e-06,1.4333333333334948e-05,8.333333333341667e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
19,0.0789031,0.00160711,0.0137980999999999,-1.666666664864221e-06,7.666666666664504e-06,-1.3333333334988871e-05,-0.384917,-0.536717,0.376744,0.64949,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
20,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
21,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736324,0.00725888,0.0170923,0.0,0.0,0.0,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
22,0.0789031999999999,0.00160665,0.013798900000000001,1.666666664864221e-06,-7.666666666664504e-06,1.3333333334988871e-05,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736324,0.00725888,0.0170923,-3.3333333334291857e-06,1.4333333333334948e-05,8.333333333341667e-06,-0.5409609999999999,0.292079,-0.508234,0.603116,1.0226972
23,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,0.0,0.0,0.0,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
24,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
25,0.0789031,0.00160711,0.0137980999999999,-1.666666664864221e-06,7.666666666664504e-06,-1.3333333334988871e-05,-0.384917,-0.536717,0.376744,0.64949,1.0226972,-0.0736322,0.00725802,0.0170918,3.3333333334291857e-06,-1.4333333333334948e-05,-8.333333333341667e-06,-0.5409609999999999,0.292083,-0.508235,0.603114,1.0226972
26,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736321,0.00725784,0.0170905999999999,1.666666666483296e-06,-2.999999999996639e-06,-2.0000000001673773e-05,-0.5410739999999999,0.291988,-0.508317,0.602989,1.0226972
27,0.0789031999999999,0.00160665,0.013798900000000001,0.0,0.0,0.0,-0.384915,-0.536716,0.376747,0.649491,1.0226972,-0.0736322,0.00725869,0.0170910999999999,0.0,1.116666666667263e-05,-1.1666666668332104e-05,-0.5410739999999999,0.291985,-0.508316,0.6029909999999999,1.0226972
