PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884798,0.0313302,0.0308272,0.0,0.0,0.0,0.4517529999999999,0.228619,0.742848,0.437983,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884798,0.0313302,0.0308272,0.0,0.0,0.0,0.4517529999999999,0.228619,0.742848,0.437983,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884798,0.0313302,0.0308272,0.0,0.0,0.0,0.4517529999999999,0.228619,0.742848,0.437983,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884798,0.0313302,0.0308272,0.0,0.0,0.0,0.4517529999999999,0.228619,0.742848,0.437983,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884798,0.0313302,0.0308272,0.0,0.0,0.0,0.4517529999999999,0.228619,0.742848,0.437983,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884798,0.0313302,0.0308272,0.0,0.0,0.0,0.4517529999999999,0.228619,0.742848,0.437983,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313301,0.0308274999999999,-1.6666666667145928e-06,-1.6666666667145928e-06,4.9999999983512304e-06,0.4516949999999999,0.2286659999999999,0.742827,0.438054,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,-1.6666666667145928e-06,-5.00000000002813e-06,9.999999999998436e-06,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,-1.6666666667145928e-06,-5.00000000002813e-06,9.999999999998436e-06,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,-3.3333333333135377e-06,5.000000001647205e-06,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
0.0723375,0.0292348,0.0332642,0.0,0.0,0.0,-0.279238,-0.587801,0.263467,0.71211,1.0226972,-0.0884799,0.0313299,0.0308278,0.0,0.0,0.0,0.451638,0.228714,0.742805,0.438125,1.0226972
