Frame,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_gripper_angle,Y
398,-26306.0,-13551.083333333301,77897.0833333333,-2.7933762141831804,-0.7557922638162181,2.3607075367847203,1.4500000476800001,78344.3333333333,13735.5,-24777.9166666667,3.6911014231362302,-1.40292788361399,-2.8344708007639996,1.53999996185,S1
399,-26511.38,-13754.88,78032.46,-4.30970761205698,-2.7877664161778997,3.4202269417294904,1.4500000476800001,78555.28,13546.74,-24877.22,5.18049117047894,-3.2714238676716603,-3.60897480724262,1.53999996185,S1
400,-26663.59375,-14124.75,78345.5625,-4.470246395043961,-6.33790454674745,5.43772734064298,1.4238437823912502,78918.96875,13224.53125,-24931.5,7.01092707333359,-6.0032599021968,-2.7611783321792798,1.53999996185,S1
401,-26790.7894736842,-14421.0526315789,78615.7894736842,-4.848385088712071,-8.700562964007581,7.18777639203853,1.41900002956,79144.052631579,12975.6315789474,-25024.157894736803,7.99799964195746,-7.59944554067487,-2.4626572374529303,1.5289473408115801,S1
402,-27090.3260869565,-14960.326086956498,79041.8695652174,-5.79005007786713,-12.0556830731984,10.0951158545628,1.41639133639565,79441.4347826087,12595.4130434783,-25115.369565217403,8.862445235491641,-9.51423191053661,-2.38173211336763,1.53426087420652,S1
403,-27368.264705882404,-15711.1470588235,79798.2941176471,-7.0474104065816,-15.8655377550577,14.528746415874501,1.38811770256441,79931.2058823529,12075.117647058798,-25217.7941176471,10.123365229496,-11.495268233557999,-2.8632206820290103,1.56997063931088,S1
404,-27600.4761904762,-16130.714285714299,80476.42857142861,-8.097679897992519,-17.0983258014469,18.6082393986369,1.35899996758,80410.42857142861,11628.0476190476,-25370.2380952381,12.6650179998665,-13.4771835811677,-3.46114668886245,1.57000005245,S1
405,-27962.2727272727,-16634.1090909091,81640.38181818179,-8.72034450085667,-16.7395016300895,25.987745654863602,1.33390908241745,81352.0909090909,10796.6363636364,-25575.236363636403,19.1084963055653,-17.9895844945522,-4.5991321342852,1.57000005245,S1
406,-28217.625,-17258.5416666667,83068.75,-8.4944589797381,-15.4754942307726,32.7078382077869,1.30150002241583,82593.125,9760.41666666667,-25797.2083333333,26.621859944131497,-23.1493313815868,-5.79472306388491,1.57000005245,S1
407,-28308.7222222222,-17572.444444444398,83916.11111111111,-7.08317853566612,-14.418746541626199,34.4002700576306,1.2990000248,83307.0,9112.88888888889,-26005.6666666667,28.9686122284028,-25.1541046578927,-6.35492132816976,1.57000005245,S1
408,-28452.4888888889,-17918.7777777778,85262.8222222222,-4.9026509215562895,-12.8479669218307,36.2280405814157,1.24342221949222,84378.0222222222,8038.3555555555595,-26197.5777777778,30.262346890872998,-27.5855806946076,-6.224036014896559,1.57000005245,S1
409,-28787.936170212797,-18311.0638297872,87216.6170212766,-5.70367923294343,-10.5262749566187,41.4828199158221,1.13863828841936,85747.1702127659,6753.48936170213,-26506.8723404255,31.543611010668698,-30.0722885060046,-7.097347228702691,1.57000005245,S1
410,-29313.0869565217,-18542.1304347826,88578.47826086961,-10.044638795643301,-9.69783232619394,46.62832369124371,1.06873916024957,86619.347826087,6110.73913043478,-26720.3043478261,33.1267917513729,-30.024508374871896,-7.147088826952761,1.57000005245,S1
411,-29626.2105263158,-18695.4736842105,89368.6842105263,-11.7383856372545,-7.76772886397357,41.062687793634794,1.05700004101,87070.1578947369,5805.578947368421,-26810.947368421002,26.9240190456633,-22.329969095861802,-6.13430159891339,1.57000005245,S1
412,-29900.2340425532,-18976.7234042553,90602.8510638298,-11.124087996385699,-6.65725709981864,33.8657055058242,1.03465956576453,87667.1276595745,5413.51063829787,-26977.978723404303,19.201482634656,-13.4011182899465,-4.71153057978556,1.57000005245,S1
413,-30249.025,-19378.825,92003.675,-9.360343015938179,-8.36780350675189,34.255473145024,0.996999979019,88382.1,5084.85,-27159.05,17.6293287466843,-10.2599396788795,-4.38790493111898,1.57000005245,S1
414,-30465.75,-19665.8333333333,92718.75,-8.39624023107204,-9.704573657391801,33.5040323830805,0.996999979019,88761.9166666667,4971.833333333329,-27330.25,16.9192923655798,-8.33829450127471,-5.19354676153923,1.57000005245,S1
415,-30708.1020408163,-20049.7142857143,93487.69387755099,-8.07949454466537,-10.7309862163549,28.8513482618723,0.949469391180775,89193.5918367347,4836.20408163265,-27518.2653061224,15.2661849816155,-5.773653474350731,-5.40340676707278,1.57000005245,S1
416,-30714.9333333333,-20474.4333333333,94513.2333333333,-4.659538866817099,-10.9571844814985,25.0981094412228,0.907000017166333,89812.0333333333,4564.4,-27737.4666666667,14.3007751941746,-5.205028213152089,-5.784747639901191,1.57000005245,S1
417,-30741.4666666667,-20799.9666666667,95147.7,-2.75743644796117,-11.3424721072432,24.2919473811257,0.9060000181200001,90302.1,4235.4,-27905.4333333333,15.4033828707054,-7.365072488309161,-5.75241114870731,1.57000005245,S1
