Frame,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_gripper_angle,Y
18,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
19,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
20,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
21,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
22,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
23,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
24,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
25,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
26,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
27,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
28,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
29,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
30,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
31,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
32,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
33,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
34,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
35,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
36,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
37,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
38,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
39,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
40,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
41,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
42,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
43,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
44,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
45,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
46,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
47,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
48,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
49,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
50,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
51,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
52,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
53,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
54,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
55,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
56,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
57,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
58,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
59,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
60,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
61,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
62,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
63,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
64,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
65,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
66,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
67,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
68,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
69,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
70,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
71,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
72,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
73,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
74,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
75,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
76,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
77,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
78,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
79,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
80,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
81,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
82,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
83,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
84,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
85,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
86,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
87,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
88,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
89,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
90,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
91,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
92,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
93,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
94,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
95,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
96,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
97,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
98,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
99,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
100,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
101,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591300003,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
102,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352900002,S1
103,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
104,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
105,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
106,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.46300005913,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
107,-26008.0,-13442.0,77281.0,0.0,0.0,0.0,1.4630000591299999,77834.0,14975.0,-25088.0,0.0,0.0,0.0,1.6130000352899998,S1
