MTML_position_x,MTML_position_y,MTML_position_z,MTML_velocity_x,MTML_velocity_y,MTML_velocity_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_velocity_x,MTMR_velocity_y,MTMR_velocity_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle
0.175848,0.10637949999999999,0.3539505,0.011307942803045553,0.0005805558695426335,0.000966270625821129,-0.07768164999999999,-0.0944498,0.816675,0.5638730000000001,1.0226972,-0.1859005,0.107962,0.35521749999999996,-0.00010277858221542252,0.0002000001907350139,0.00010833343664802651,0.0341435,0.3664245,0.66252,0.6524065,1.0226972,0.07099845,0.056440199999999996,0.0443282,-0.0008532954991439886,-0.001290555036676906,-0.0031065909786225886,-0.08125215,-0.09357195,0.8218565,0.5559609999999999,1.0226972,-0.0803044,0.05420575,0.037607299999999996,-3.3333365139656825e-06,-5.8333388964330864e-06,1.6666682561212608e-05,0.0338219,0.359387,0.6603985,0.6584605,1.0226972
0.177641,0.1066365,0.3542565,0.03828371042311382,0.0047583344522427115,0.005974996517489085,-0.05535545,-0.11876049999999995,0.8008695,0.584233,1.0226972,-0.18595299999999998,0.1080355,0.355278,-0.0010763125506701044,0.0014535094047651495,0.001141228307768491,0.034048999999999996,0.36638950000000003,0.6625494999999999,0.652401,1.0226972,0.0711194,0.056281049999999944,0.043883,0.0014799662047432307,-0.0035031114796256605,-0.00986037447085069,-0.06429195,-0.12454799999999999,0.808473,0.5715055,1.0226972,-0.0803057,0.05420459999999995,0.03760834999999995,-2.460522460009662e-05,-2.1139920952255712e-05,2.824577195988e-05,0.033755,0.35942850000000004,0.6603395,0.658501,1.0226972
0.179263,0.10711,0.354722,0.050778547341427206,0.0117722049106428,0.01212854970428151,-0.0335602,-0.131703,0.794384,0.592015,1.0226972,-0.185969,0.108139,0.3553739999999999,-0.0009653277114103331,0.0027506662593884466,0.002495151818792108,0.033973,0.366397,0.662554,0.652396,1.0226972,0.0713703,0.0561954,0.0437123,0.006644448968096014,-0.003433926831295111,-0.008541172387843783,-0.0515828,-0.1355589999999999,0.802229,0.579129,1.0226972,-0.080309,0.0542062,0.0376118,-7.36547028206792e-05,6.926070459575905e-06,7.109440446992528e-05,0.0338216,0.3595,0.660301,0.658497,1.0226972
0.181224,0.10799799999999996,0.35548250000000003,0.05930321489159421,0.022522218581646727,0.02027023331617553,-0.008350043,-0.13290649999999998,0.793416,0.5938785,1.0226972,-0.18594549999999993,0.10830599999999996,0.355553,0.00011931818054133184,0.004480493223821902,0.00455392656278569,0.03495584999999995,0.3663625,0.664462,0.6504205000000001,1.0226972,0.07198265,0.05620449999999995,0.04380225,0.014364491537164927,-0.0012899833145406147,-0.0013841338284285311,-0.02467555,-0.14161400000000002,0.797341,0.5860339999999999,1.0226972,-0.08030775000000001,0.054217,0.03761385,-3.238279566023733e-05,0.000206399494817113,9.034867780959663e-05,0.03500675,0.358979,0.661665,0.657348,1.0226972
0.1837665,0.109232,0.3565315,0.06388996838531702,0.0306738845369863,0.025901097031402386,0.018701845,-0.11978499999999989,0.7903435,0.6003510000000001,1.0226972,-0.18588349999999998,0.1084135,0.3558405,0.0013299100722534464,0.0036610497938106825,0.006811140630507603,0.034698749999999945,0.3665514999999999,0.6643975,0.650393,1.0226972,0.07292139999999996,0.056422499999999945,0.04438235,0.023003730225907324,0.0039002553291932543,0.011457275984525797,0.005322395,-0.13567200000000001,0.797701,0.587461,1.0226972,-0.08030745,0.05424389999999995,0.03763484999999995,1.531321404399664e-05,0.0006091652848433119,0.00034904622433123197,0.03514559999999995,0.35964149999999995,0.6619170000000001,0.6567259999999999,1.0226972
0.185804,0.110125,0.357392,0.06415273032982123,0.029338991120428454,0.02687850543401257,0.0404157,-0.10819,0.78799,0.604759,1.0226972,-0.185827,0.108391,0.356092,0.0017124518766747393,0.0005352537837565653,0.007701228332221581,0.0343939,0.366768,0.664323,0.650364,1.0226972,0.0737163,0.0566774,0.0448286,0.023661928174232145,0.007244987742411938,0.014722451725597238,0.0249011,-0.126854,0.796601,0.590521,1.0226972,-0.0803081,0.0542573,0.0376709,-1.8296837760600939e-06,0.0005137689631678861,0.0009568650941841395,0.0350800999999999,0.359935,0.661813,0.656673,1.0226972
0.1884955,0.11122850000000001,0.3585054999999999,0.07788783597354354,0.032856805857852715,0.032510771808501926,0.06772094999999995,-0.09489500000000001,0.7875685,0.605019,1.0226972,-0.1857885,0.10819099999999995,0.356408,0.0015575429249890082,-0.0037174632409811836,0.009348429101551089,0.03405385,0.367203,0.6640865,0.6503779999999999,1.0226972,0.07476889999999994,0.0571819,0.04532475,0.030458226367845703,0.012553907862440242,0.01550268741167194,0.054978549999999946,-0.1068495,0.793557,0.5963985,1.0226972,-0.08031525,0.054252949999999994,0.037750450000000005,-0.00012964300510851653,0.00014210390482233092,0.0019144867826551913,0.0346915999999999,0.3600265,0.661875,0.6565805,1.0226972
0.19290449999999998,0.112644,0.36049149999999996,0.1036334321658757,0.03572503407004732,0.04559171014630971,0.10215035,-0.07944155,0.788517,0.601143,1.0226972,-0.185782,0.1076685,0.356781,0.000491667135556784,-0.011141677292197257,0.009716675933210486,0.03366695,0.367952,0.6636135000000001,0.6504575,1.0226972,0.0764425,0.057953199999999996,0.0460645999999999,0.039430037603414056,0.01869335116070217,0.01793835044067573,0.09219574999999995,-0.0866047,0.7921505,0.5969635,1.0226972,-0.08033274999999995,0.054203249999999994,0.0378992,-0.0003841670330360345,-0.0009158342067409199,0.0034100032520325073,0.034028199999999995,0.360844,0.6618200000000001,0.6562225,1.0226972
0.195418,0.1132339999999999,0.361775,0.09993322220859162,0.02754998633903877,0.04806660064972773,0.116546,-0.0723491,0.793705,0.592634,1.0226972,-0.185782,0.10737,0.356925,-1.6666285200950776e-05,-0.012149990924417502,0.006883330957190562,0.0334716,0.368294,0.663401,0.6504909999999999,1.0226972,0.0774687,0.0582861,0.0464546999999999,0.039466619707038665,0.015134987353768801,0.015886649015290997,0.107297,-0.0811655,0.794579,0.592068,1.0226972,-0.0803401999999999,0.0541594,0.0379808,-0.00034999989668847725,-0.0014566640226462433,0.003303329768251139,0.033799,0.361394,0.661845,0.655907,1.0226972
0.19842749999999995,0.11351449999999996,0.36358899999999994,0.09204988135711786,0.014508307234858651,0.05162493737655226,0.12910549999999998,-0.0710876,0.79687,0.5858859999999999,1.0226972,-0.1857835,0.1071775,0.35701550000000004,-2.4999626481586e-05,-0.008183320474839073,0.0039083281200072584,0.0333124,0.368491,0.6632885,0.6505019999999999,1.0226972,0.0786481,0.05866559999999995,0.04697885,0.036759950459089315,0.011873317576530571,0.015237481729533587,0.1178085,-0.08020694999999994,0.7967705,0.5872295000000001,1.0226972,-0.0803439,0.05407339999999995,0.038089349999999994,-0.0001858330734624615,-0.0021641646973723813,0.0031691629736329465,0.0333348,0.3617625,0.6615705000000001,0.656004,1.0226972
