PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Needle_X,Needle_Y,R_4_X,R_4_Y,R_5_X,R_5_Y,R_6_X,R_6_Y,R_7_X,R_7_Y,Thread_1_X,Thread_1_Y,Thread_2_X,Thread_2_Y,Thread_3_X,Thread_3_Y,Thread_4_X,Thread_4_Y,Thread_5_X,Thread_5_Y
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676532,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676858,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676858,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676532,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.044041,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676858,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676532,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676858,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.044041,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676532,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.044041,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676858,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
0.111069,0.031562,-0.023282,0.0,0.0,0.0,-0.11652532974007901,-0.40794169693003207,0.32958596432758697,0.8434325767677379,-0.676532,0.0017010000000000003,0.026877999999999996,0.009114,0.0,0.0,0.0,-0.130922566782097,0.14478041227790697,-0.293059259467011,0.935956293941375,-1.043878,67.54124999999999,256.66625,593.8629411764707,307.3541176470588,629.39,280.53,207.87959999999995,187.39119999999994,296.46388888888885,196.0688888888889,405.1205882352941,201.5705882352941,516.4313636363637,221.52681818181824,402.13,222.22,450.1211207764476,201.39420919467463,499.40300062823496,231.60428865282324,544.1719960078088,271.5108707457149,598.26,297.77
