PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Thread_TL_1_X,Thread_TL_1_Y,Thread_TL_2_X,Thread_TL_2_Y,Thread_TL_3_X,Thread_TL_3_Y,Thread_TL_4_X,Thread_TL_4_Y,Thread_TL_5_X,Thread_TL_5_Y,Thread_TR_1_X,Thread_TR_1_Y,Thread_TR_2_X,Thread_TR_2_Y,Thread_TR_3_X,Thread_TR_3_Y,Thread_TR_4_X,Thread_TR_4_Y,Thread_TR_5_X,Thread_TR_5_Y,Thread_BL_1_X,Thread_BL_1_Y,Thread_BL_2_X,Thread_BL_2_Y,Thread_BL_3_X,Thread_BL_3_Y,Thread_BL_4_X,Thread_BL_4_Y,Thread_BL_5_X,Thread_BL_5_Y,Thread_BR_1_X,Thread_BR_1_Y,Thread_BR_2_X,Thread_BR_2_Y,Thread_BR_3_X,Thread_BR_3_Y,Thread_BR_4_X,Thread_BR_4_Y,Thread_BR_5_X,Thread_BR_5_Y
0.073823,0.016217,-0.054711,0.0002299999999999525,0.00028000000000000247,-3.0000000000030006e-05,-0.6255760218079611,-0.182818946892542,0.751015914842463,0.10586297393028801,-0.889136,0.042565,0.02425,-0.01295,-0.011190000000000021,0.0037000000000000227,-0.00364999999999999,-0.54574123681108,0.122504673753487,-0.8250785715545741,0.0800278583614993,-0.41308599999999995,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.073848,0.016268,-0.054768,0.0004699999999999148,0.0007500000000000215,-0.0006300000000000057,-0.624492703245057,-0.18337542384193398,0.751800046523643,0.105730826023075,-0.889136,0.041533999999999995,0.024566,-0.013319,-0.02070999999999996,0.006549999999999993,-0.007169999999999989,-0.5472627085432561,0.114782990929382,-0.8249090255052071,0.0827858228880651,-0.367365,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.073871,0.016332,-0.054827999999999995,0.0006100000000000548,0.0012699999999999864,-0.0012700000000000213,-0.624629002754574,-0.18359221782914803,0.7516228608153259,0.105809175264655,-0.8889729999999999,0.04085,0.024773,-0.013547,-0.024100000000000024,0.007419999999999995,-0.008330000000000004,-0.548544104025198,0.11091737065149199,-0.8244676848797241,0.0839627263493754,-0.341565,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.073925,0.016538999999999998,-0.054976,0.0010200000000000486,0.0032200000000000284,-0.002649999999999944,-0.6247524086354921,-0.18419469303810299,0.75134423563138,0.106012181112586,-0.852722,0.039363,0.025245,-0.014053,-0.032019999999999965,0.009949999999999994,-0.011029999999999998,-0.5499933102385501,0.101062391118712,-0.82438678139641,0.0876366729918316,-0.291598,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.074013,0.016876,-0.05525,0.0016499999999999848,0.006079999999999974,-0.004820000000000033,-0.624887419846883,-0.18504355693866503,0.7509420231354459,0.106586455245663,-0.8334540000000001,0.037654,0.025782,-0.014636000000000001,-0.03880000000000002,0.012159999999999985,-0.013170000000000006,-0.550368927139785,0.0918668241247947,-0.8245024038325078,0.0940761220429578,-0.243101,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.074058,0.017052,-0.055409,0.0018699999999999273,0.007200000000000019,-0.005809999999999982,-0.62493207050585,-0.185375134663198,0.750755124529105,0.10706404482907,-0.841292,0.036714,0.026062000000000002,-0.014950999999999999,-0.041360000000000015,0.012889999999999985,-0.014040000000000006,-0.549902328316378,0.0887142333544109,-0.824717167563194,0.0978713831470093,-0.226282,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.074133,0.01739,-0.055769000000000006,0.0020799999999999985,0.008509999999999976,-0.00793000000000002,-0.6262871004935899,-0.1859355840324,0.749349435743736,0.10801782027242901,-0.84962,0.034976,0.026567,-0.015525,-0.04387000000000002,0.013220000000000004,-0.014720000000000009,-0.550114459277429,0.0800049066114568,-0.825149181806591,0.10050932482067401,-0.20766700000000002,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.074149,0.017774,-0.056225,0.0013600000000001113,0.00898000000000003,-0.009749999999999969,-0.6270838328003471,-0.18343782583515197,0.7498238182947511,0.10431046069871999,-0.835414,0.033363,0.027001999999999998,-0.016025,-0.04291000000000003,0.012200000000000023,-0.013890000000000012,-0.548775377937254,0.0716652334606056,-0.826306365592208,0.10453453527259801,-0.176642,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.074117,0.018303,-0.056928999999999993,0.0005900000000000348,0.012509999999999986,-0.015200000000000003,-0.628581570425153,-0.180665836688239,0.750108671774747,0.0978879221554569,-0.773853,0.031998,0.027419,-0.016427,-0.04715999999999998,0.013570000000000006,-0.014759999999999999,-0.548211413654037,0.0661002679899764,-0.826429139110072,0.110044893297604,-0.109366,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
0.074075,0.018656,-0.05739299999999999,-0.0005800000000000249,0.012659999999999998,-0.016240000000000004,-0.6301757974634179,-0.17837515210598898,0.750278777496449,0.0902359431764503,-0.726662,0.031412,0.027624,-0.016588,-0.035639999999999984,0.010569999999999987,-0.01062999999999998,-0.547882896759244,0.0631608954993811,-0.826401490937126,0.11355883274898401,-0.078341,162.15125,177.09,255.18470588235297,178.2076470588235,169.96,97.13,156.33040337310968,99.2639040372327,143.41746051041497,104.16191007750587,130.81389376504757,109.79208946383368,118.64,116.32,183.25,101.79,204.45742989466535,109.8638106620777,220.7737365104506,125.61950548902482,235.96506104584756,142.5293699091305,251.04,159.35,172.38,162.58,158.94749330973391,160.15892069000543,145.77793282159814,156.59824115612727,132.3665228202356,154.62174059517253,118.83,156.37,182.45,166.36,198.56499847903564,180.76791738428224,214.3867835824724,195.5148834840516,230.50355897911402,209.94030604201708,247.12,223.78
