PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Thread_TL_1_X,Thread_TL_1_Y,Thread_TL_2_X,Thread_TL_2_Y,Thread_TL_3_X,Thread_TL_3_Y,Thread_TL_4_X,Thread_TL_4_Y,Thread_TL_5_X,Thread_TL_5_Y,Thread_TR_1_X,Thread_TR_1_Y,Thread_TR_2_X,Thread_TR_2_Y,Thread_TR_3_X,Thread_TR_3_Y,Thread_TR_4_X,Thread_TR_4_Y,Thread_TR_5_X,Thread_TR_5_Y,Thread_BL_1_X,Thread_BL_1_Y,Thread_BL_2_X,Thread_BL_2_Y,Thread_BL_3_X,Thread_BL_3_Y,Thread_BL_4_X,Thread_BL_4_Y,Thread_BL_5_X,Thread_BL_5_Y,Thread_BR_1_X,Thread_BR_1_Y,Thread_BR_2_X,Thread_BR_2_Y,Thread_BR_3_X,Thread_BR_3_Y,Thread_BR_4_X,Thread_BR_4_Y,Thread_BR_5_X,Thread_BR_5_Y
0.074429,0.013397999999999998,-0.063862,5.999999999992123e-05,0.0,0.0,-0.16859682611598403,-0.51780910742055,0.273878173470401,0.792741814585598,-0.131958,0.043878,0.021763,-0.021782,0.0,0.0,0.0,-0.19706090445907,0.449537703208239,-0.375650600005693,0.78611034851565,-0.41292299999999993,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074435,0.013397999999999998,-0.063862,0.00011999999999998125,0.0,0.0,-0.168592473004612,-0.517815424256834,0.27388601272388396,0.792735905886769,-0.131958,0.043872,0.021763,-0.021782,-5.999999999999062e-05,-2.999999999999531e-05,-2.999999999999531e-05,-0.197058356034792,0.44954394363457895,-0.3756583185499439,0.7861037302815479,-0.41276,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074434,0.013391,-0.063863,5.000000000005e-05,-2.999999999999531e-05,-4.0000000000040004e-05,-0.16860912316829998,-0.517801343693823,0.273881532283281,0.792743109921146,-0.13212100000000002,0.043872,0.021763,-0.021782,0.0,-2.999999999999531e-05,-4.000000000000531e-05,-0.197058552036101,0.449543772877392,-0.375658544706555,0.786103670723874,-0.41292299999999993,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074435,0.013397999999999998,-0.063862,6.000000000006001e-05,0.0,0.0,-0.168592473004612,-0.517815424256834,0.27388601272388396,0.792735905886769,-0.130162,0.043878,0.021759999999999998,-0.021785,0.0,-2.999999999999531e-05,-2.999999999999531e-05,-0.19705890008930602,0.44954305056781,-0.37565759520867104,0.786104450276055,-0.41276,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074452,0.013394,-0.063867,0.00017000000000003124,-4.000000000000531e-05,-4.999999999991122e-05,-0.16855592638467598,-0.517867407834556,0.273948326170227,0.7926881872286559,-0.13081500000000001,0.043878,0.021758,-0.021789,5.999999999999062e-05,-5.000000000001531e-05,-7.000000000000062e-05,-0.19706984077461603,0.449510487383102,-0.37561724162031107,0.7861396106209271,-0.41226999999999997,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.07446900000000001,0.013388999999999998,-0.06386499999999999,0.0003499999999999337,-2.000000000000265e-05,-2.0000000000020002e-05,-0.16855517306969,-0.517877915636101,0.27397319803834097,0.7926728864320379,-0.13048800000000002,0.043878,0.021755,-0.021792,5.999999999999062e-05,-8.000000000001062e-05,-9.999999999999593e-05,-0.19705492509436398,0.44955445930689397,-0.375670902349431,0.786092563087391,-0.41210699999999995,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.07448099999999999,0.013394999999999999,-0.06386499999999999,0.00046000000000004365,-2.999999999999531e-05,-3.0000000000030006e-05,-0.16855617654863503,-0.517866188965086,0.273947351977209,0.7926892670011109,-0.128202,0.043872,0.021754,-0.021792,-5.999999999999062e-05,-6.0000000000025304e-05,-7.000000000000062e-05,-0.19705281200748398,0.449560720555511,-0.37567885321412897,0.7860857122866879,-0.409167,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074504,0.013394999999999999,-0.06387999999999999,0.0005199999999999648,1.0000000000010001e-05,-0.00013000000000013,-0.168519791797514,-0.517897557586318,0.273960227696047,0.792672059088359,-0.12428299999999999,0.043872,0.021749,-0.021797999999999998,-5.999999999999062e-05,-8.999999999998592e-05,-9.000000000002062e-05,-0.19706191341412102,0.449533526929287,-0.375645547291567,0.786114898248405,-0.406391,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074521,0.013387,-0.06388200000000001,0.0005200000000001037,-2.000000000000265e-05,-0.00016999999999989246,-0.168523349166424,-0.517902668973002,0.273978775898443,0.792661552375012,-0.124773,0.043878,0.021749,-0.021799000000000002,0.0,-5.999999999999062e-05,-7.000000000000062e-05,-0.19706414780548104,0.449527131653945,-0.37563769790758506,0.786121745957562,-0.406555,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
0.074545,0.013388999999999998,-0.06387999999999999,0.0006399999999999463,-6.000000000000797e-05,-0.00015000000000001124,-0.16850142659268902,-0.517933429637375,0.274016488585219,0.7926330775861679,-0.125916,0.04389,0.021753,-0.021796,0.00017999999999997185,-9.999999999975306e-06,-4.000000000000531e-05,-0.19707066856393698,0.44950872686713206,-0.375615297172201,0.7861413388140149,-0.406391,230.02473684210523,411.6963157894736,402.3892000000001,438.0256,307.27,179.92,297.1535769183432,183.41594611311956,287.03715383668646,186.91189222623916,276.44237295128374,188.02549541960636,265.83,189.25,337.63,179.77,379.3107737223668,185.7073579007502,419.9938621802512,196.16906313473513,456.1479127823247,217.49530880241434,487.45,245.28,244.28,353.82,256.72136333613605,356.2662511746564,268.80108616934837,360.0022396489599,280.7005430846742,364.38111982448,292.6,368.76,326.35,379.27,362.9912623881269,390.5467416377958,399.63252477625383,401.82348327559157,436.6707982132155,411.6190555906639,474.04,420.18
