Pre-Shift Frame,Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,398,1674855037848.61,-26306,-13551.0833333333,77897.0833333333,78344.3333333333,13735.5,-24777.9166666667,1.45000004768,1.53999996185,-2.79337621418318,-0.755792263816218,2.36070753678472,3.69110142313623,-1.40292788361399,-2.834470800764
19,399,1674855037881.94,-26511.38,-13754.88,78032.46,78555.28,13546.74,-24877.22,1.45000004768,1.53999996185,-4.30970761205698,-2.7877664161779,3.42022694172949,5.18049117047894,-3.27142386767166,-3.60897480724262
20,400,1674855037915.27,-26663.59375,-14124.75,78345.5625,78918.96875,13224.53125,-24931.5,1.42384378239125,1.53999996185,-4.47024639504396,-6.33790454674745,5.43772734064298,7.01092707333359,-6.0032599021968,-2.76117833217928
21,401,1674855037948.6,-26790.7894736842,-14421.0526315789,78615.7894736842,79144.052631579,12975.6315789474,-25024.1578947368,1.41900002956,1.52894734081158,-4.84838508871207,-8.70056296400758,7.18777639203853,7.99799964195746,-7.59944554067487,-2.46265723745293
22,402,1674855037981.93,-27090.3260869565,-14960.3260869565,79041.8695652174,79441.4347826087,12595.4130434783,-25115.3695652174,1.41639133639565,1.53426087420652,-5.79005007786713,-12.0556830731984,10.0951158545628,8.86244523549164,-9.51423191053661,-2.38173211336763
23,403,1674855038015.26,-27368.2647058824,-15711.1470588235,79798.2941176471,79931.2058823529,12075.1176470588,-25217.7941176471,1.38811770256441,1.56997063931088,-7.0474104065816,-15.8655377550577,14.5287464158745,10.123365229496,-11.495268233558,-2.86322068202901
24,404,1674855038048.59,-27600.4761904762,-16130.7142857143,80476.4285714286,80410.4285714286,11628.0476190476,-25370.2380952381,1.35899996758,1.57000005245,-8.09767989799252,-17.0983258014469,18.6082393986369,12.6650179998665,-13.4771835811677,-3.46114668886245
25,405,1674855038081.92,-27962.2727272727,-16634.1090909091,81640.3818181818,81352.0909090909,10796.6363636364,-25575.2363636364,1.33390908241745,1.57000005245,-8.72034450085667,-16.7395016300895,25.9877456548636,19.1084963055653,-17.9895844945522,-4.5991321342852
26,406,1674855038115.25,-28217.625,-17258.5416666667,83068.75,82593.125,9760.41666666667,-25797.2083333333,1.30150002241583,1.57000005245,-8.4944589797381,-15.4754942307726,32.7078382077869,26.6218599441315,-23.1493313815868,-5.79472306388491
27,407,1674855038148.58,-28308.7222222222,-17572.4444444444,83916.1111111111,83307,9112.88888888889,-26005.6666666667,1.2990000248,1.57000005245,-7.08317853566612,-14.4187465416262,34.4002700576306,28.9686122284028,-25.1541046578927,-6.35492132816976
28,408,1674855038181.91,-28452.4888888889,-17918.7777777778,85262.8222222222,84378.0222222222,8038.35555555556,-26197.5777777778,1.24342221949222,1.57000005245,-4.90265092155629,-12.8479669218307,36.2280405814157,30.262346890873,-27.5855806946076,-6.22403601489656
29,409,1674855038215.24,-28787.9361702128,-18311.0638297872,87216.6170212766,85747.1702127659,6753.48936170213,-26506.8723404255,1.13863828841936,1.57000005245,-5.70367923294343,-10.5262749566187,41.4828199158221,31.5436110106687,-30.0722885060046,-7.09734722870269
30,410,1674855038248.57,-29313.0869565217,-18542.1304347826,88578.4782608696,86619.347826087,6110.73913043478,-26720.3043478261,1.06873916024957,1.57000005245,-10.0446387956433,-9.69783232619394,46.6283236912437,33.1267917513729,-30.0245083748719,-7.14708882695276
31,411,1674855038281.9,-29626.2105263158,-18695.4736842105,89368.6842105263,87070.1578947369,5805.57894736842,-26810.947368421,1.05700004101,1.57000005245,-11.7383856372545,-7.76772886397357,41.0626877936348,26.9240190456633,-22.3299690958618,-6.13430159891339
32,412,1674855038315.23,-29900.2340425532,-18976.7234042553,90602.8510638298,87667.1276595745,5413.51063829787,-26977.9787234043,1.03465956576453,1.57000005245,-11.1240879963857,-6.65725709981864,33.8657055058242,19.201482634656,-13.4011182899465,-4.71153057978556
33,413,1674855038348.56,-30249.025,-19378.825,92003.675,88382.1,5084.85,-27159.05,0.996999979019,1.57000005245,-9.36034301593818,-8.36780350675189,34.255473145024,17.6293287466843,-10.2599396788795,-4.38790493111898
34,414,1674855038381.89,-30465.75,-19665.8333333333,92718.75,88761.9166666667,4971.83333333333,-27330.25,0.996999979019,1.57000005245,-8.39624023107204,-9.7045736573918,33.5040323830805,16.9192923655798,-8.33829450127471,-5.19354676153923
35,415,1674855038415.22,-30708.1020408163,-20049.7142857143,93487.693877551,89193.5918367347,4836.20408163265,-27518.2653061224,0.949469391180775,1.57000005245,-8.07949454466537,-10.7309862163549,28.8513482618723,15.2661849816155,-5.77365347435073,-5.40340676707278
36,416,1674855038448.55,-30714.9333333333,-20474.4333333333,94513.2333333333,89812.0333333333,4564.4,-27737.4666666667,0.907000017166333,1.57000005245,-4.6595388668171,-10.9571844814985,25.0981094412228,14.3007751941746,-5.20502821315209,-5.78474763990119
37,417,1674855038481.88,-30741.4666666667,-20799.9666666667,95147.7,90302.1,4235.4,-27905.4333333333,0.90600001812,1.57000005245,-2.75743644796117,-11.3424721072432,24.2919473811257,15.4033828707054,-7.36507248830916,-5.75241114870731
38,418,1674855038515.21,-30985.5434782609,-21316.847826087,95743.152173913,90981.5652173913,3680.30434782609,-28067,0.956891299589913,1.57000005245,-2.77468584025083,-12.6726040733364,22.556860902707,17.8815253500401,-11.5601461682055,-5.48789892287751
39,419,1674855038548.54,-31118.4285714286,-21917.3571428571,96173.0714285715,91533,3091.28571428571,-28320,1.03457144328714,1.57000005245,-4.03535619252233,-14.430691329672,16.6000335409393,17.2113878587924,-14.7326247355698,-5.82592080313068
40,420,1674855038581.87,-31291.6,-22540.4857142857,96428.7714285715,91946.6857142857,2530.68571428571,-28639.1428571429,1.07571426119343,1.57000005245,-5.50186767431505,-17.4068887114773,12.8119782172757,16.4474734319808,-17.048809862244,-7.33780697619417
41,421,1674855038615.2,-31548.1914893617,-23382.4680851064,96800.1063829787,92677,1717.44680851064,-29101,1.08168082795468,1.57000005245,-5.62704547167951,-20.6582800192688,10.5706143392667,16.95606727801,-19.6305540913655,-10.3410388534409
42,422,1674855038648.53,-31695.6279069767,-23867.1162790698,97191.5581395349,93487.488372093,1008.55813953488,-29731.6279069767,1.05700004101,1.57000005245,-5.77256319305112,-19.4995116429928,10.1858702940509,19.546815783107,-20.8293283679772,-14.1176682024492
43,423,1674855038681.86,-31839.5,-23966,97363,93909,672,-30080,1.05700004101,1.57000005245,-5.47955390798146,-14.2565967780273,9.34322533887488,19.6251128675031,-18.5887320183684,-14.4100124873324
44,424,1674855038715.19,-31919.619047619,-24029.3571428571,97613.0714285715,94366.0476190476,378.642857142857,-30414.5238095238,1.05700004101,1.57000005245,-3.71464420950746,-6.46952700815734,8.13046276413295,16.8921592940893,-13.3893685575757,-13.1365454648342
45,425,1674855038748.52,-32072.7678571429,-24205.9464285714,98292.9464285714,95411.0892857143,-180.232142857143,-31237.9642857143,1.0248571123405,1.57000005245,-3.77177370764777,-3.38863705750718,11.014976889404,19.2379213181483,-11.8890853557868,-15.0648594688859
46,426,1674855038781.85,-32202,-24324,98750,96063,-546,-31793,0.996999979019,1.57000005245,-3.6253599077639,-3.58035428487607,13.8713729439655,21.5421372030183,-12.1812110597673,-17.1316975211641
47,427,1674855038815.18,-32276.9811320755,-24519.8867924528,99247.1132075472,96841.1509433962,-1030.84905660377,-32284.3396226415,0.974773593668623,1.57000005245,-3.57397535795395,-4.90578992568791,16.3420501065694,24.7535075776717,-14.0963312474486,-18.7000202956011
48,428,1674855038848.51,-32540.6444444444,-25076.5333333333,100028.511111111,98357.5333333334,-1961.91111111111,-33248.7777777778,0.966000020504,1.57000005245,-4.67922832126531,-8.70673366326182,17.3573782953524,29.4673751490062,-17.8185652919404,-20.1101347915528
