Pre-Shift Frame,Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,389,1674858010878.28,-25943.5454545455,-13507,77611,77861,13915.1818181818,-24489.2727272727,1.57000005245,1.57000005245,-0.463626389429848,-0.00250024416446919,0.206270837604445,-0.030003028537636,0.36185438750471,-0.0627335588693018
19,390,1674858010911.61,-25957.1956521739,-13507,77616.9347826087,77859.4565217391,13928,-24491.4782608696,1.55630435891522,1.57000005245,-0.480970576724041,5.78241158658936E-19,0.212472717619474,-0.0454393185964821,0.490048724664768,-0.0847910488894233
20,391,1674858010944.94,-25981.0434782609,-13507.9130434783,77629.5,77859,13932,-24492,1.53999996185,1.57000005245,-0.505394975346173,-0.00913139340056032,0.243388325155408,-0.0365490572294437,0.411495023514944,-0.0681885154338757
21,392,1674858010978.27,-25988.3333333333,-13509,77636,77859,13932,-24492,1.53999996185,1.57000005245,-0.447924277334269,-0.0200020202026082,0.250025336937443,-0.0200019867591808,0.16819853681969,-0.0272754291061716
22,393,1674858011011.6,-25991.9487179487,-13509.0256410256,77638.4358974359,77859.0512820513,13932,-24492,1.53999996185,1.57000005245,-0.347566346624475,-0.0202584555015062,0.215033067995703,-0.00405282610250237,0.0400041996596323,-0.00521793908605006
23,394,1674858011044.93,-25998.9347826087,-13510.0434782609,77644.6739130435,77860.3695652174,13949,-24494.1086956522,1.53999996185,1.57000005245,-0.178931028939952,-0.0213065030957444,0.151754407134925,0.0136970863439423,0.170017848553437,-0.0210891704726871
24,395,1674858011078.26,-26006.9565217391,-13511,77651.2608695652,77862.0434782609,14019.9130434783,-24508.7826086956,1.53999996185,1.57000005245,-0.186250584319965,-0.0200020278794877,0.152624057279278,0.0304378516191724,0.879217541118515,-0.167842632300242
25,396,1674858011111.59,-26013.7037037037,-13512,77657.7037037037,77868.2962962963,14098.037037037,-24525.037037037,1.53999996185,1.57000005245,-0.217572110784894,-0.0297466424954978,0.192697809694335,0.0924597263024876,1.66053950025179,-0.330403981480797
26,397,1674858011144.92,-26025.1860465116,-13513.6744186047,77668.2558139535,77888.2790697674,14180.7906976744,-24535.7441860465,1.53999996185,1.57000005245,-0.262537930661499,-0.0363129002201871,0.235841739527315,0.279121297743705,2.31813301788798,-0.416395973961745
27,398,1674858011178.25,-26036.8260869565,-13515.8260869565,77682.0434782609,77916,14217.2608695652,-24536.9565217391,1.53999996185,1.57000005245,-0.298725330363404,-0.0482656912217695,0.307856860054899,0.539618939412038,1.97367333480805,-0.281767141909675
28,399,1674858011211.58,-26034.5,-13518,77688.25,77927.25,14222,-24536.5,1.53999996185,1.57000005245,-0.2079831149921,-0.060006054165373,0.30549348795357,0.589596005673606,1.23974765570629,-0.114640096028894
