Pre-Shift Frame,Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,102,1674859267114.28,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
19,103,1674859267147.61,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
20,104,1674859267180.94,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
21,105,1674859267214.27,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
22,106,1674859267247.6,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
23,107,1674859267280.93,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
24,108,1674859267314.26,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
25,109,1674859267347.59,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
26,110,1674859267380.92,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
27,111,1674859267414.25,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
28,112,1674859267447.58,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
29,113,1674859267480.91,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
30,114,1674859267514.24,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
31,115,1674859267547.57,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
32,116,1674859267580.9,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
33,117,1674859267614.23,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
34,118,1674859267647.56,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
35,119,1674859267680.89,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
36,120,1674859267714.22,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
37,121,1674859267747.55,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
38,122,1674859267780.88,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
39,123,1674859267814.21,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
40,124,1674859267847.54,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
41,125,1674859267880.87,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
42,126,1674859267914.2,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
43,127,1674859267947.53,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
44,128,1674859267980.86,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
45,129,1674859268014.19,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
46,130,1674859268047.52,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
47,131,1674859268080.85,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
48,132,1674859268114.18,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
49,133,1674859268147.51,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
50,134,1674859268180.84,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
51,135,1674859268214.17,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
52,136,1674859268247.5,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
53,137,1674859268280.83,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
54,138,1674859268314.16,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
55,139,1674859268347.49,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
56,140,1674859268380.82,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
57,141,1674859268414.15,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
58,142,1674859268447.48,-25778,-13444,77572,77862,14004,-24488,1.4659999609,1.62999999523,7.63278329429795E-17,0,0,0,0,0
59,143,1674859268480.81,-25764.9777777778,-13443.1111111111,77577.0444444444,77859.7111111111,14007.9333333333,-24493.9111111111,1.52146667639333,1.59800002574733,0.130234940478125,0.00888975702922175,0.0504493711406929,-0.0228911243500636,0.0393371748543067,-0.059116884244351
60,144,1674859268514.14,-25732.0833333333,-13435.25,77590.75,77850,14024.5833333333,-24518.4166666667,1.57000005245,1.57000005245,0.459213921290236,0.0875091216380844,0.187519316363501,-0.120012431301692,0.205854655937559,-0.30419816854805
61,145,1674859268547.47,-25732,-13434,77591,77848.3720930233,14027.2790697674,-24520.4651162791,1.57000005245,1.57000005245,0.460047336011677,0.10001034246043,0.190019560527971,-0.136293090977342,0.232814653090868,-0.324684665306472
62,146,1674859268580.8,-25732,-13434,77591,77848,14027,-24522,1.57000005245,1.57000005245,0.329812395533552,0.0911205854312085,0.139570189387278,-0.117123260267382,0.19068650800643,-0.280918117327709
63,147,1674859268614.13,-25732,-13434,77591,77848,14027,-24522,1.57000005245,1.57000005245,0.000833414721441309,0.0125012208223459,0.00250024416446915,-0.0200019533157535,0.0241690269231779,-0.0358368330240098
64,148,1674859268647.46,-25732,-13434,77591,77848,14027,-24522,1.57000005245,1.57000005245,9.16512236474413E-17,0,0,-0.00372129364010294,-0.0027909702301318,-0.0153503362655884
65,149,1674859268680.79,-25732,-13434,77591,77848,14027,-24522,1.57000005245,1.57000005245,9.16512236474413E-17,0,0,1.38777878078145E-17,0,3.93203987888076E-17
66,150,1674859268714.12,-25732,-13434,77591,77848,14027,-24522,1.57000005245,1.57000005245,9.16512236474413E-17,0,0,1.38777878078145E-17,0,3.93203987888076E-17
67,151,1674859268747.45,-25732,-13434,77591,77848,14027,-24521.6666666667,1.57000005245,1.57000005245,9.16512236474413E-17,0,0,1.38777878078145E-17,0,0.00333365888591044
68,152,1674859268780.78,-25732,-13434,77591,77848.3548387097,14027,-24519.0967741935,1.57000005245,1.57000005245,9.16512236474413E-17,0,0,0.00354875964726771,0,0.0290352817855532
69,153,1674859268814.11,-25730.4,-13434,77591.8,77849,14027.08,-24516.32,1.57000005245,1.57000005245,0.0160015626525883,0,0.00800078132633046,0.0100010026523072,0.000800078132629402,0.0568057356794362
70,154,1674859268847.44,-25730,-13434,77592,77851.1627906977,14027.2325581395,-24505.7441860465,1.57000005245,1.57000005245,0.0200019826185661,0,0.010000991309283,0.0316311803752953,0.00232581970103893,0.159241320033179
71,155,1674859268880.77,-25730,-13434,77592,77853.4444444444,14027.7037037037,-24494.1851851852,1.57000005245,1.57000005245,0.0200019826185661,0,0.010000991309283,0.0509011865907196,0.00703773549076529,0.249140994935992
72,156,1674859268914.1,-25730,-13434,77592,77855.1785714286,14028.1071428571,-24486.0357142857,1.57000005245,1.57000005245,0.00400041996597787,0,0.00200020998295246,0.0617919070758761,0.0102724429145503,0.302873209281741
73,157,1674859268947.43,-25730,-13434,77592,77856,14028.8333333333,-24481.1428571429,1.57000005245,1.57000005245,9.25185853854297E-17,0,0,0.0483768774971936,0.0160093685462742,0.24603767455426
74,158,1674859268980.76,-25730,-13434,77592,77856,14028,-24482,1.57000005245,1.57000005245,9.25185853854297E-17,0,0,0.0255581116345016,0.0029633055416263,0.121864111045141
75,159,1674859269014.09,-25730,-13434,77592,77856,14028,-24482,1.57000005245,1.57000005245,9.25185853854297E-17,0,0,0.00821514814430561,-0.00107148001478809,0.0403614428055084
