Pre-Shift Frame,Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,551,1674856644406.28,-26136.1304347826,-14581.9347826087,77120.152173913,77911.9347826087,13779.3043478261,-24803.3260869565,1.47543480603239,1.57000005245,-0.699498998074462,-6.59531477530391,-0.935758513020988,0.0274756135611985,-0.034772429990332,-0.574567805928132
19,552,1674856644439.61,-26172.4324324324,-15124.972972973,77044.4864864865,77916.5135135135,13776.7837837838,-24843.1891891892,1.45000004768,1.57000005245,-0.969035681129919,-11.00312232121,-1.60298535385011,0.0720653539994789,-0.0521672691281195,-0.95429360315984
20,553,1674856644472.94,-26150.25,-15439.75,77018.5,77918,13775.25,-24865,1.45000004768,1.57000005245,-0.564260795806046,-12.7346203311819,-1.67589727266701,0.0726901343601795,-0.0657992209814879,-1.05961727101027
21,554,1674856644506.27,-26065.3170731707,-15821.8048780488,77001.3902439024,77917.0975609756,13747.3170731707,-24916.8780487805,1.45000004768,1.57000005245,0.708204401565302,-12.3999349429262,-1.18773719357327,0.0516329348329912,-0.319904099537732,-1.13563211745285
22,555,1674856644539.6,-25887.32,-16498.24,76988.32,77943.38,13615.42,-25064.72,1.45000004768,1.57000005245,2.85140440664645,-13.7340345419596,-0.561721623999014,0.268691213126075,-1.61379554740873,-2.21552606571468
23,556,1674856644572.93,-25742.2857142857,-17098.9285714286,76998.1071428571,78014,13474.1071428571,-25163.6785714286,1.45000004768,1.57000005245,4.08005192345711,-16.5934501687679,-0.203947771296078,0.960098932567719,-3.01173303713242,-2.98708467047626
24,557,1674856644606.26,-25626.7142857143,-17493.6428571429,77021.3571428571,78059.0714285714,13355.7142857143,-25239.9285714286,1.45000004768,1.57000005245,4.3864668642128,-16.7200566093332,0.199689207353232,1.4198825092657,-3.91642068867179,-3.23082798572951
25,558,1674856644639.59,-25398.0740740741,-18192.2962962963,77096.2777777778,78152.5555555556,13040.8148148148,-25471.1481481481,1.45000004768,1.57000005245,4.89296445943077,-16.9423126623267,1.07968942103195,2.0919718702907,-5.74664646529276,-4.06470261060464
26,559,1674856644672.92,-25109.756097561,-19177.3414634146,77243.8780487805,78388.9024390244,12530.5365853659,-25836.5365853659,1.45000004768,1.57000005245,6.32590956077349,-20.7861378390322,2.45794376918863,3.74938007621617,-9.43661280820995,-6.72922746303179
27,560,1674856644706.25,-25009.6,-19681.1,77351.1,78555.5,12268.3,-26060.6,1.45000004768,1.57000005245,6.17174853230278,-21.8767237505243,3.2977531480132,4.96477229415529,-10.8752097872238,-8.20752238672953
28,561,1674856644739.58,-24994.5757575758,-20079.6060606061,77458.2424242424,78725.0909090909,12061.696969697,-26236.8484848485,1.45000004768,1.57000005245,4.03536456155239,-18.8749348358432,3.62000487136807,5.72592002086812,-9.79213167921198,-7.65775375304975
29,562,1674856644772.91,-25025.8490566038,-20820.8679245283,77794.5283018868,79149.2830188679,11666.679245283,-26531.2641509434,1.45000004768,1.57000005245,0.839163086769664,-16.4368815695783,5.50703139672364,7.60454198368798,-8.63942250230043,-6.94796192488425
30,563,1674856644806.24,-25164.1481481481,-21605.7407407407,78240.9259259259,79555.4814814815,11287.5925925926,-26894.6666666667,1.45000004768,1.57000005245,-1.54563916194173,-19.2483195119222,8.89914423051518,10.0008025606258,-9.80804585817386,-8.34149922997501
31,564,1674856644839.57,-25168.7647058824,-22126.5882352941,78611.1764705882,79780.5294117647,11022.1764705882,-27101.6470588235,1.45000004768,1.57000005245,-1.74206778469505,-20.4718622994908,11.5305016758522,10.5554309977023,-10.3962385239289,-8.64885056894635
32,565,1674856644872.9,-24917.8846153846,-22966.2692307692,79533.2884615385,80198.4423076923,10377.4038461538,-27429.8653846154,1.45000004768,1.57000005245,1.07973938693732,-21.4562040386876,17.3893595955431,10.4926638011639,-12.8940603866255,-8.98693174725133
