Pre-Shift Frame,Frame,Timestamp,PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
18,1386,1674855857526.28,-25872.4375,-13490.6875,77574.25,77841.5,15258.875,-24792.0625,1.48000001907,1.57000005245,0.305655934586512,-0.0368787447733889,0.092509409539461,0.5334536600794,5.37249388324116,-1.23515011738756
19,1387,1674855857559.61,-25874.2765957447,-13492.6808510638,77585.914893617,77856.2765957447,15314.5744680851,-24825.3404255319,1.48000001907,1.57000005245,0.268661364388683,-0.0554140655016392,0.203969230457797,0.480014398848419,4.1427684737202,-1.38234374708463
20,1388,1674855857592.94,-25944.5869565217,-13495.8695652174,77625.6956521739,77880.4347826087,15444.1956521739,-24852.0434782609,1.48000001907,1.57000005245,-0.582705813855669,-0.0677347585338609,0.550561588551826,0.507947587024472,2.81417632225241,-1.03537655927356
21,1389,1674855857626.27,-26000,-13498,77650.5,77890.5,15547,-24883,1.48000001907,1.57000005245,-1.2757547356487,-0.0731323754064563,0.762577384383377,0.490049625993012,2.88154089521388,-0.909465771012037
22,1390,1674855857659.6,-26065.2,-13499.8444444444,77678.4444444444,77903.8222222222,15654.6666666667,-24910.8444444444,1.45200004577267,1.57000005245,-1.9094256601281,-0.0716431637817346,0.925388792209062,0.475504470343077,3.40126363520329,-0.855125653485219
23,1391,1674855857692.93,-26234.5,-13505.0714285714,77751.2142857143,77929.5476190476,15866.4285714286,-24966.1904761905,1.45000004768,1.57000005245,-2.89942598305549,-0.0920280035260758,1.25531425506837,0.4911782153942,4.22275708270143,-1.14158551634671
24,1392,1674855857726.26,-26381,-13511.5925925926,77832.962962963,77943.5555555556,16050.6666666667,-25046.8518518519,1.45000004768,1.57000005245,-3.81038450906644,-0.135939584151891,1.82481316442217,0.53060925724806,5.03717408973239,-1.63868260020622
25,1393,1674855857759.59,-26453.625,-13513.9375,77892.9375,77941.125,16117.875,-25129.25,1.45000004768,1.57000005245,-3.88464708104307,-0.14094487434358,2.14514976634691,0.373065916340409,4.63255616593215,-2.18427895379143
26,1394,1674855857792.92,-26542.8846153846,-13503.7692307692,78027.6923076923,77944.1538461539,16151.9230769231,-25223.5576923077,1.42555772570077,1.57000005245,-3.08414612160307,0.0130223331565236,2.76504476618212,0.146076136412552,2.85522631466113,-2.57392264853434
27,1395,1674855857826.25,-26620.3333333333,-13478.9166666667,78196.375,77953.5,16155.0416666667,-25274.2083333333,1.41900002956,1.57000005245,-2.39357153527486,0.32679207641753,3.6344821787561,0.0994544414995499,1.043854596383,-2.27378970247221
28,1396,1674855857859.58,-26693.6666666667,-13481.4242424242,78333.8787878788,77965.8787878788,16157.3333333333,-25266.1515151515,1.40990912913879,1.57000005245,-2.40065561229802,0.325165222127877,4.40985608628985,0.247563424393464,0.394619772740238,-1.36914506915496
29,1397,1674855857892.91,-26808.52,-13512.52,78580.4,77982.22,16162.34,-25236.08,1.38900005817,1.57000005245,-2.65661591319907,-0.087512323938389,5.52762110056303,0.380699110484149,0.104179434110374,-0.125240630148215
30,1398,1674855857926.24,-26885,-13544,78770.5,77985,16163,-25233.5,1.38900005817,1.57000005245,-2.6469277166405,-0.65089710936289,5.74181666383684,0.315030678119765,0.0795909553644681,0.407121667751751
31,1399,1674855857959.57,-26949.2777777778,-13609.9074074074,79101.2407407407,77986.2407407407,16163.2592592593,-25229.6666666667,1.38900005817,1.57000005245,-2.55636265352207,-1.28496199028958,7.67438907481404,0.20363851273763,0.0592647474355261,0.364882384967241
