PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_gripper_angle,Y
0.073897,0.014339,-0.066439,-0.0044099999999999695,-0.0002000000000000092,0.00046000000000004365,-0.348481,0.020148,0.024722,-0.021209,-0.11318000000000004,0.003639999999999997,-0.003449999999999981,-0.617526,Grasp
0.07381499999999999,0.014325999999999997,-0.066424,-0.005049999999999916,-0.0007500000000000041,0.0011700000000000599,-0.335418,0.019285,0.02454,-0.021437,-0.07931,-0.005269999999999997,-0.003690000000000013,-0.549434,Grasp
0.073755,0.014312,-0.06641699999999999,-0.0037199999999999725,-0.0007700000000000068,0.0008299999999999974,-0.320885,0.018683,0.024266,-0.022247,-0.04374,-0.008120000000000002,-0.011450000000000002,-0.4108,Grasp
0.073796,0.014304,-0.066426,-0.0010100000000000386,-0.00034999999999998574,0.00012999999999999123,-0.317619,0.019137,0.023814,-0.022924,-0.01010999999999998,-0.009080000000000027,-0.017150000000000012,-0.212892,Grasp
0.073836,0.014302,-0.06643500000000001,0.00020999999999993246,-0.00023999999999999721,-0.00010999999999997125,-0.317456,0.019641,0.023414,-0.023056,0.003559999999999987,-0.011259999999999984,-0.01618999999999999,-0.081933,Grasp
0.073913,0.0143,-0.066429,0.0015800000000000536,-0.00011999999999999858,-0.00011999999999998125,-0.31810900000000003,0.020762,0.022367,-0.022752,0.020789999999999968,-0.018989999999999986,-0.0050500000000000215,0.105525,Grasp
0.073965,0.014291,-0.06644,0.0016900000000000248,-0.00013000000000000858,-0.00014000000000000123,-0.318925,0.021827000000000003,0.021821,-0.021924000000000003,0.026899999999999983,-0.019929999999999986,0.010000000000000007,0.194191,Grasp
0.073965,0.014295,-0.06644299999999999,0.0012900000000000411,-7.000000000000062e-05,-8.000000000008001e-05,-0.319742,0.022652,0.021817,-0.021117,0.03011,-0.015970000000000012,0.01939,0.28988,Grasp
0.073965,0.014295,-0.06644299999999999,0.0005199999999999648,-4.999999999999796e-05,-0.00014000000000000123,-0.319905,0.022829,0.021891,-0.020727,0.02067,-0.004760000000000007,0.020250000000000025,0.343929,Grasp
0.07397100000000001,0.014291,-0.06644800000000001,5.999999999992123e-05,0.0,-7.999999999994123e-05,-0.318925,0.022794,0.021898,-0.019819,0.009669999999999993,0.0007700000000000068,0.02105,0.405653,Grasp
0.073987,0.014279,-0.066463,0.0002199999999999425,-0.00016000000000000394,-0.00019999999999992252,-0.318762,0.022494,0.021617,-0.01902,-0.0015799999999999842,-0.001999999999999988,0.020970000000000016,0.4347180000000001,Grasp
0.07399800000000001,0.014277,-0.066465,0.0003299999999999137,-0.00018000000000000654,-0.0002199999999999425,-0.319415,0.022106,0.021581,-0.018330000000000003,-0.0072299999999999795,-0.0031000000000000125,0.02397,0.434882,Grasp
