Start Stop Motion Primitive
0 124 Touch(R, Ball/Block/Sleeve)
125 134 Grasp(R, Ball/Block/Sleeve)
135 144 Pull(R, Ball/Block/Sleeve)
145 234 Touch(L, Ball/Block/Sleeve)
235 244 Untouch(L, Ball/Block/Sleeve)
245 249 Touch(L, Ball/Block/Sleeve)
250 254 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
255 414 Touch(Ball/Block/Sleeve, Peg)
415 429 Release(R, Nothing)
430 434 Untouch(R, Ball/Block/Sleeve)
435 544 Touch(R, Ball/Block/Sleeve)
545 554 Untouch(R, Ball/Block/Sleeve)
555 569 Touch(R, Ball/Block/Sleeve)
570 574 Untouch(R, Ball/Block/Sleeve)
575 589 Touch(R, Ball/Block/Sleeve)
590 599 Grasp(R, Ball/Block/Sleeve)
600 609 Release(R, Ball/Block/Sleeve)
610 634 Touch(R, Ball/Block/Sleeve)
635 639 Grasp(R, Ball/Block/Sleeve)
640 644 Pull(R, Ball/Block/Sleeve)
645 684 Touch(L, Ball/Block/Sleeve)
685 699 Untouch(L, Ball/Block/Sleeve)
700 704 Touch(L, Ball/Block/Sleeve)
705 709 Untouch(L, Ball/Block/Sleeve) Release(R, Ball/Block/Sleeve)
710 949 Touch(R, Ball/Block/Sleeve)
950 969 Untouch(R, Ball/Block/Sleeve)
970 1024 Touch(R, Ball/Block/Sleeve)
1025 1034 Untouch(R, Ball/Block/Sleeve)
1035 1039 Touch(R, Ball/Block/Sleeve)
1040 1049 Grasp(R, Ball/Block/Sleeve)
1050 1054 Pull(R, Ball/Block/Sleeve)
1055 1069 Touch(L, Ball/Block/Sleeve)
1070 1074 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
1075 1119 Touch(Ball/Block/Sleeve, Peg)
1120 1124 Release(R, Nothing)
1125 1129 Untouch(R, Ball/Block/Sleeve)
1130 1184 Touch(R, Ball/Block/Sleeve)
1185 1189 Grasp(R, Ball/Block/Sleeve)
1190 1199 Release(R, Ball/Block/Sleeve)
1200 1244 Touch(R, Ball/Block/Sleeve)
1245 1259 Grasp(R, Ball/Block/Sleeve)
1260 1264 Pull(R, Ball/Block/Sleeve)
1265 1284 Touch(L, Ball/Block/Sleeve)
1285 1294 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
1295 1349 Touch(Ball/Block/Sleeve, Peg)
1350 1354 Release(R, Nothing)
1355 1364 Untouch(R, Ball/Block/Sleeve)
1365 1394 Touch(R, Ball/Block/Sleeve)
1395 1399 Grasp(R, Ball/Block/Sleeve)
1400 1404 Pull(R, Ball/Block/Sleeve)
1405 1414 Touch(L, Ball/Block/Sleeve)
1415 1419 Untouch(L, Ball/Block/Sleeve)
1420 1429 Touch(L, Ball/Block/Sleeve)
1430 1439 Untouch(L, Ball/Block/Sleeve) Release(R, Ball/Block/Sleeve)
1440 1504 Grasp(R, Ball/Block/Sleeve)
1505 1514 Pull(R, Ball/Block/Sleeve)
1515 1629 Touch(Ball/Block/Sleeve, Peg)
1630 1649 Release(R, Nothing)
1650 1654 Untouch(R, Ball/Block/Sleeve)
1655 1759 Touch(R, Ball/Block/Sleeve)
1760 1769 Untouch(R, Ball/Block/Sleeve)
1770 1799 Touch(R, Ball/Block/Sleeve)
1800 1814 Untouch(R, Ball/Block/Sleeve)
1815 1829 Grasp(R, Ball/Block/Sleeve)
1830 1839 Pull(R, Ball/Block/Sleeve)
1840 1859 Touch(L, Ball/Block/Sleeve)
1860 1864 Untouch(L, Ball/Block/Sleeve) Release(R, Ball/Block/Sleeve)
1865 1949 Touch(R, Ball/Block/Sleeve)
1950 1969 Untouch(R, Ball/Block/Sleeve)
1970 1979 Touch(R, Ball/Block/Sleeve)
1980 1989 Grasp(R, Ball/Block/Sleeve)
1990 1999 Pull(R, Ball/Block/Sleeve)
2000 2039 Touch(Ball/Block/Sleeve, Peg)
2040 2064 Release(R, Nothing)
2065 2079 Untouch(R, Ball/Block/Sleeve)
2080 2159 Touch(R, Ball/Block/Sleeve)
2160 2164 Grasp(R, Ball/Block/Sleeve)
2165 2179 Pull(R, Ball/Block/Sleeve)
2180 2244 Touch(Ball/Block/Sleeve, Peg)
2245 2254 Release(R, Ball/Block/Sleeve)
2255 2319 Touch(R, Ball/Block/Sleeve)
2320 2324 Untouch(R, Ball/Block/Sleeve)
2325 2329 Touch(R, Ball/Block/Sleeve)
2330 2339 Grasp(R, Ball/Block/Sleeve)
2340 2349 Pull(R, Ball/Block/Sleeve)
2350 2369 Touch(L, Ball/Block/Sleeve)
2370 2374 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
2375 2449 Touch(Ball/Block/Sleeve, Peg)
2450 2469 Release(R, Nothing)
2470 2489 Untouch(R, Ball/Block/Sleeve)
