Start Stop Motion Primitive
0 469 Touch(L, Ball/Block/Sleeve)
470 549 Untouch(L, Ball/Block/Sleeve)
550 579 Touch(L, Ball/Block/Sleeve)
580 609 Grasp(L, Ball/Block/Sleeve)
610 619 Pull(L, Ball/Block/Sleeve)
620 739 Touch(Ball/Block/Sleeve, Peg)
740 759 Release(L, Ball/Block/Sleeve)
760 799 Untouch(Ball/Block/Sleeve, Peg)
800 829 Touch(Ball/Block/Sleeve, Peg)
830 849 Untouch(L, Ball/Block/Sleeve)
850 919 Touch(L, Ball/Block/Sleeve)
920 949 Grasp(L, Ball/Block/Sleeve)
950 959 Pull(L, Ball/Block/Sleeve)
960 1049 Touch(R, Ball/Block/Sleeve)
1050 1079 Untouch(R, Ball/Block/Sleeve)
1080 1139 Touch(R, Ball/Block/Sleeve)
1140 1159 Untouch(R, Ball/Block/Sleeve)
1160 1199 Touch(R, Ball/Block/Sleeve)
1200 1219 Untouch(R, Ball/Block/Sleeve)
1220 1229 Touch(R, Ball/Block/Sleeve)
1230 1259 Untouch(R, Ball/Block/Sleeve)
1260 1329 Touch(R, Ball/Block/Sleeve)
1330 1359 Untouch(R, Ball/Block/Sleeve)
1360 1369 Touch(R, Ball/Block/Sleeve)
1370 1459 Untouch(R, Ball/Block/Sleeve)
1460 1469 Release(L, Ball/Block/Sleeve)
1470 1489 Touch(L, Ball/Block/Sleeve)
1490 1499 Untouch(L, Ball/Block/Sleeve)
1500 1509 Touch(L, Ball/Block/Sleeve)
1510 1529 Untouch(L, Ball/Block/Sleeve)
1530 1549 Touch(L, Ball/Block/Sleeve)
1550 1559 Untouch(L, Ball/Block/Sleeve)
1560 1579 Touch(L, Ball/Block/Sleeve)
1580 1609 Untouch(L, Ball/Block/Sleeve)
1610 1639 Touch(L, Ball/Block/Sleeve)
1640 1649 Untouch(L, Ball/Block/Sleeve)
1650 1669 Touch(L, Ball/Block/Sleeve)
1670 1709 Grasp(L, Ball/Block/Sleeve)
1710 1729 Pull(L, Ball/Block/Sleeve)
1730 1739 Release(L, Ball/Block/Sleeve)
1740 1749 Touch(R, Ball/Block/Sleeve)
1750 1769 Touch(L, Ball/Block/Sleeve)
1770 1799 Untouch(L, Ball/Block/Sleeve)
1800 1829 Touch(L, Ball/Block/Sleeve)
1830 1849 Grasp(L, Ball/Block/Sleeve)
1850 1859 Pull(L, Ball/Block/Sleeve)
1860 1889 Untouch(R, Ball/Block/Sleeve)
1890 1899 Touch(R, Ball/Block/Sleeve)
1900 1909 Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
1910 1919 Untouch(R, Ball/Block/Sleeve)
1920 2049 Touch(Ball/Block/Sleeve, Peg)
2050 2069 Release(L, Ball/Block/Sleeve)
2070 2099 Untouch(L, Ball/Block/Sleeve)
2100 2399 Touch(L, Ball/Block/Sleeve)
2400 2429 Untouch(L, Ball/Block/Sleeve)
2430 2439 Grasp(L, Ball/Block/Sleeve)
2440 2449 Pull(L, Ball/Block/Sleeve)
2450 2519 Touch(R, Ball/Block/Sleeve)
2520 2549 Untouch(R, Ball/Block/Sleeve)
2550 2559 Touch(R, Ball/Block/Sleeve)
2560 2569 Untouch(R, Ball/Block/Sleeve) Release(L, Ball/Block/Sleeve)
2570 2629 Touch(L, Ball/Block/Sleeve)
2630 2679 Grasp(L, Ball/Block/Sleeve)
2680 2689 Pull(L, Ball/Block/Sleeve)
2690 2739 Touch(R, Ball/Block/Sleeve)
2740 2749 Untouch(R, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
2750 2829 Touch(Ball/Block/Sleeve, Peg)
2830 2839 Release(L, Ball/Block/Sleeve)
2840 2879 Untouch(L, Ball/Block/Sleeve)
2880 2969 Touch(L, Ball/Block/Sleeve)
2970 2979 Grasp(L, Ball/Block/Sleeve)
2980 2989 Pull(L, Ball/Block/Sleeve)
2990 3069 Release(L, Ball/Block/Sleeve)
3070 3569 Touch(L, Ball/Block/Sleeve)
3570 3579 Grasp(L, Ball/Block/Sleeve)
3580 3599 Pull(L, Ball/Block/Sleeve)
3600 3649 Touch(R, Ball/Block/Sleeve)
3650 3659 Untouch(R, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
3660 3819 Touch(Ball/Block/Sleeve, Peg)
3820 3869 Release(L, Ball/Block/Sleeve)
3870 3889 Untouch(L, Ball/Block/Sleeve)
3890 4289 Touch(L, Ball/Block/Sleeve)
4290 4309 Grasp(L, Ball/Block/Sleeve)
4310 4349 Pull(L, Ball/Block/Sleeve)
4350 4479 Touch(Ball/Block/Sleeve, Peg)
4480 4549 Release(L, Ball/Block/Sleeve)
4550 4769 Touch(L, Ball/Block/Sleeve)
4770 4789 Untouch(L, Ball/Block/Sleeve)
4790 4809 Touch(L, Ball/Block/Sleeve)
4810 4829 Grasp(L, Ball/Block/Sleeve)
4830 4839 Pull(L, Ball/Block/Sleeve)
4840 4899 Touch(Ball/Block/Sleeve, Peg)
4900 4939 Untouch(Ball/Block/Sleeve, Peg)
4940 4949 Touch(Ball/Block/Sleeve, Peg)
4950 5039 Release(L, Ball/Block/Sleeve)
5040 5049 Untouch(L, Ball/Block/Sleeve)
