Start Stop Motion Primitive
0 269 Touch(R, Ball/Block/Sleeve)
270 339 Untouch(R, Ball/Block/Sleeve)
340 409 Touch(R, Ball/Block/Sleeve)
410 469 Untouch(R, Ball/Block/Sleeve)
470 559 Touch(R, Ball/Block/Sleeve)
560 589 Grasp(R, Ball/Block/Sleeve)
590 649 Pull(R, Ball/Block/Sleeve)
650 759 Touch(L, Ball/Block/Sleeve)
760 829 Untouch(L, Ball/Block/Sleeve)
830 849 Touch(L, Ball/Block/Sleeve)
850 859 Untouch(L, Ball/Block/Sleeve)
860 899 Touch(L, Ball/Block/Sleeve)
900 939 Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
940 959 Untouch(L, Ball/Block/Sleeve)
960 1549 Touch(Ball/Block/Sleeve, Peg)
1550 1599 Untouch(Ball/Block/Sleeve, Peg)
1600 1629 Touch(Ball/Block/Sleeve, Peg)
1630 1679 Untouch(Ball/Block/Sleeve, Peg)
1680 1689 Touch(Ball/Block/Sleeve, Peg)
1690 1759 Untouch(Ball/Block/Sleeve, Peg)
1760 1799 Touch(Ball/Block/Sleeve, Peg)
1800 2039 Touch(L, Ball/Block/Sleeve)
2040 2069 Untouch(Ball/Block/Sleeve, Peg)
2070 2089 Touch(Ball/Block/Sleeve, Peg)
2090 2109 Untouch(L, Ball/Block/Sleeve) Release(R, Ball/Block/Sleeve)
2110 2359 Touch(R, Ball/Block/Sleeve)
2360 2379 Untouch(R, Ball/Block/Sleeve)
2380 2429 Touch(R, Ball/Block/Sleeve)
2430 2449 Untouch(R, Ball/Block/Sleeve)
2450 2489 Touch(R, Ball/Block/Sleeve)
2490 2499 Untouch(R, Ball/Block/Sleeve)
2500 2539 Touch(R, Ball/Block/Sleeve)
2540 2609 Untouch(R, Ball/Block/Sleeve)
2610 2649 Touch(R, Ball/Block/Sleeve)
2650 2699 Grasp(R, Ball/Block/Sleeve)
2700 2739 Pull(R, Ball/Block/Sleeve)
2740 2859 Touch(L, Ball/Block/Sleeve)
2860 2869 Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
2870 2879 Untouch(L, Ball/Block/Sleeve)
2880 3009 Touch(Ball/Block/Sleeve, Peg)
3010 3099 Release(R, Nothing)
3100 3119 Untouch(R, Ball/Block/Sleeve)
3120 3319 Touch(R, Ball/Block/Sleeve)
3320 3359 Grasp(R, Ball/Block/Sleeve)
3360 3379 Pull(R, Ball/Block/Sleeve)
3380 3469 Touch(L, Ball/Block/Sleeve)
3470 3489 Untouch(L, Ball/Block/Sleeve)
3490 3519 Touch(L, Ball/Block/Sleeve)
3520 3549 Untouch(L, Ball/Block/Sleeve)
3550 3639 Touch(L, Ball/Block/Sleeve)
3640 3649 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
3650 3889 Touch(Ball/Block/Sleeve, Peg)
3890 3919 Release(R, Nothing)
3920 3959 Untouch(R, Ball/Block/Sleeve)
3960 4209 Touch(R, Ball/Block/Sleeve)
4210 4239 Untouch(R, Ball/Block/Sleeve)
4240 4339 Touch(R, Ball/Block/Sleeve)
4340 4359 Grasp(R, Ball/Block/Sleeve)
4360 4389 Pull(R, Ball/Block/Sleeve)
4390 4549 Touch(Ball/Block/Sleeve, Peg)
4550 4649 Release(R, Ball/Block/Sleeve)
4650 4839 Touch(R, Ball/Block/Sleeve)
4840 4849 Untouch(R, Ball/Block/Sleeve)
4850 4879 Touch(R, Ball/Block/Sleeve)
4880 4949 Untouch(R, Ball/Block/Sleeve)
4950 4999 Touch(R, Ball/Block/Sleeve)
5000 5049 Grasp(R, Ball/Block/Sleeve)
5050 5079 Pull(R, Ball/Block/Sleeve)
5080 5149 Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
5150 5609 Touch(L, Ball/Block/Sleeve)
5610 5649 Untouch(L, Ball/Block/Sleeve)
5650 5679 Touch(L, Ball/Block/Sleeve)
5680 5699 Grasp(L, Ball/Block/Sleeve)
5700 5719 Release(R, Ball/Block/Sleeve)
5720 5869 Touch(Ball/Block/Sleeve, Peg)
5870 5889 Untouch(Ball/Block/Sleeve, Peg)
5890 6039 Touch(Ball/Block/Sleeve, Peg)
6040 6139 Release(L, Ball/Block/Sleeve)
6140 6519 Touch(R, Ball/Block/Sleeve)
6520 6529 Untouch(R, Ball/Block/Sleeve)
6530 6599 Touch(R, Ball/Block/Sleeve)
6600 6629 Grasp(R, Ball/Block/Sleeve)
6630 6649 Pull(R, Ball/Block/Sleeve)
6650 6709 Release(R, Ball/Block/Sleeve)
6710 6739 Touch(R, Ball/Block/Sleeve)
6740 6749 Untouch(R, Ball/Block/Sleeve)
6750 6789 Touch(R, Ball/Block/Sleeve)
6790 6809 Grasp(R, Ball/Block/Sleeve)
6810 6839 Pull(R, Ball/Block/Sleeve)
6840 6909 Touch(L, Ball/Block/Sleeve)
6910 6929 Untouch(L, Ball/Block/Sleeve)
6930 7039 Touch(L, Ball/Block/Sleeve)
7040 7049 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
7050 7199 Touch(Ball/Block/Sleeve, Peg)
7200 7219 Release(R, Nothing)
7220 7249 Untouch(R, Ball/Block/Sleeve)
7250 7399 Touch(R, Ball/Block/Sleeve)
7400 7419 Untouch(R, Ball/Block/Sleeve)
7420 7459 Touch(R, Ball/Block/Sleeve)
7460 7499 Untouch(R, Ball/Block/Sleeve)
7500 7549 Touch(R, Ball/Block/Sleeve)
7550 7559 Grasp(R, Ball/Block/Sleeve)
7560 7589 Pull(R, Ball/Block/Sleeve)
7590 7639 Touch(L, Ball/Block/Sleeve)
7640 7649 Untouch(L, Ball/Block/Sleeve) Untouch(Ball/Block/Sleeve, Ball/Block/Sleeve)
7650 7759 Touch(Ball/Block/Sleeve, Peg)
7760 7789 Release(R, Nothing)
7790 7809 Untouch(R, Ball/Block/Sleeve)
7810 7909 Touch(R, Ball/Block/Sleeve)
7910 7949 Grasp(R, Ball/Block/Sleeve)
7950 7989 Pull(R, Ball/Block/Sleeve)
7990 8139 Touch(Ball/Block/Sleeve, Peg)
8140 8179 Untouch(Ball/Block/Sleeve, Peg)
8180 8219 Touch(Ball/Block/Sleeve, Peg)
8220 8249 Release(R, Nothing)
8250 8269 Untouch(R, Ball/Block/Sleeve)
