Start Stop Motion Primitive
0 154 Touch(L, Ball/Block/Sleeve)
155 169 Untouch(L, Ball/Block/Sleeve)
170 209 Touch(L, Ball/Block/Sleeve)
210 219 Grasp(L, Ball/Block/Sleeve)
220 234 Untouch(Ball/Block/Sleeve, Post)
235 254 Touch(R, Ball/Block/Sleeve)
255 264 Untouch(R, Ball/Block/Sleeve)
265 284 Touch(R, Ball/Block/Sleeve)
285 324 Grasp(R, Ball/Block/Sleeve)
325 329 Release(L, Ball/Block/Sleeve)
330 339 Untouch(L, Ball/Block/Sleeve)
340 404 Touch(Ball/Block/Sleeve, Post)
405 409 Release(R, Ball/Block/Sleeve)
410 624 Touch(L, Ball/Block/Sleeve)
625 639 Untouch(L, Ball/Block/Sleeve)
640 674 Touch(L, Ball/Block/Sleeve)
675 679 Untouch(L, Ball/Block/Sleeve)
680 699 Touch(L, Ball/Block/Sleeve)
700 704 Untouch(L, Ball/Block/Sleeve)
705 714 Touch(L, Ball/Block/Sleeve)
715 724 Untouch(L, Ball/Block/Sleeve)
725 764 Touch(L, Ball/Block/Sleeve)
765 769 Untouch(L, Ball/Block/Sleeve)
770 784 Touch(L, Ball/Block/Sleeve)
785 809 Grasp(L, Ball/Block/Sleeve)
810 829 Untouch(Ball/Block/Sleeve, Post)
830 869 Touch(R, Ball/Block/Sleeve)
870 879 Grasp(R, Ball/Block/Sleeve)
880 884 Release(L, Ball/Block/Sleeve)
885 889 Untouch(L, Ball/Block/Sleeve)
890 939 Touch(Ball/Block/Sleeve, Post)
940 949 Untouch(Ball/Block/Sleeve, Post)
950 1009 Touch(Ball/Block/Sleeve, Post)
1010 1014 Release(R, Ball/Block/Sleeve)
1015 1104 Touch(L, Ball/Block/Sleeve)
1105 1114 Untouch(L, Ball/Block/Sleeve)
1115 1124 Touch(L, Ball/Block/Sleeve)
1125 1129 Grasp(L, Ball/Block/Sleeve)
1130 1144 Untouch(Ball/Block/Sleeve, Post)
1145 1179 Touch(R, Ball/Block/Sleeve)
1180 1204 Grasp(R, Ball/Block/Sleeve)
1205 1209 Release(L, Ball/Block/Sleeve)
1210 1214 Untouch(L, Ball/Block/Sleeve)
1215 1264 Touch(Ball/Block/Sleeve, Post)
1265 1269 Release(R, Nothing)
1270 1274 Untouch(R, Ball/Block/Sleeve)
1275 1349 Touch(L, Ball/Block/Sleeve)
1350 1354 Grasp(L, Ball/Block/Sleeve)
1355 1369 Untouch(Ball/Block/Sleeve, Post)
1370 1394 Touch(R, Ball/Block/Sleeve)
1395 1404 Untouch(R, Ball/Block/Sleeve)
1405 1419 Touch(R, Ball/Block/Sleeve)
1420 1429 Grasp(R, Ball/Block/Sleeve) Release(L, Ball/Block/Sleeve)
1430 1434 Untouch(L, Ball/Block/Sleeve)
1435 1569 Touch(Ball/Block/Sleeve, Post)
1570 1644 Release(R, Nothing)
1645 1684 Untouch(R, Ball/Block/Sleeve)
1685 2389 Touch(L, Ball/Block/Sleeve)
2390 2409 Untouch(L, Ball/Block/Sleeve)
2410 2434 Touch(L, Ball/Block/Sleeve)
2435 2444 Grasp(L, Ball/Block/Sleeve)
2445 2459 Untouch(Ball/Block/Sleeve, Post)
2460 2479 Touch(R, Ball/Block/Sleeve)
2480 2504 Untouch(R, Ball/Block/Sleeve)
2505 2509 Touch(R, Ball/Block/Sleeve)
2510 2539 Untouch(R, Ball/Block/Sleeve)
2540 2554 Touch(R, Ball/Block/Sleeve)
2555 2579 Grasp(R, Ball/Block/Sleeve)
2580 2589 Release(L, Ball/Block/Sleeve)
2590 2634 Touch(Ball/Block/Sleeve, Post)
2635 2664 Release(R, Ball/Block/Sleeve)
2665 2729 Touch(L, Ball/Block/Sleeve)
2730 2739 Untouch(L, Ball/Block/Sleeve)
2740 2744 Touch(L, Ball/Block/Sleeve)
2745 2749 Untouch(L, Ball/Block/Sleeve)
2750 2779 Touch(L, Ball/Block/Sleeve)
2780 2784 Untouch(L, Ball/Block/Sleeve)
2785 2794 Touch(L, Ball/Block/Sleeve)
2795 2799 Grasp(L, Ball/Block/Sleeve)
2800 2804 Release(L, Ball/Block/Sleeve)
2805 2819 Grasp(L, Ball/Block/Sleeve)
2820 2829 Untouch(Ball/Block/Sleeve, Post)
2830 2849 Touch(R, Ball/Block/Sleeve)
2850 2859 Untouch(R, Ball/Block/Sleeve)
2860 2889 Touch(R, Ball/Block/Sleeve)
2890 2899 Untouch(R, Ball/Block/Sleeve)
2900 2924 Touch(R, Ball/Block/Sleeve)
2925 2949 Grasp(R, Ball/Block/Sleeve)
2950 2954 Release(L, Ball/Block/Sleeve)
2955 2959 Untouch(L, Ball/Block/Sleeve)
2960 3119 Touch(Ball/Block/Sleeve, Post)
3120 3129 Release(R, Ball/Block/Sleeve)
3130 3244 Touch(R, Ball/Block/Sleeve)
3245 3249 Untouch(R, Ball/Block/Sleeve)
