Start Stop Motion Primitive
0 289 Touch(R, Ball/Block/Sleeve)
290 304 Untouch(R, Ball/Block/Sleeve)
305 329 Touch(R, Ball/Block/Sleeve)
330 339 Untouch(R, Ball/Block/Sleeve)
340 349 Touch(R, Ball/Block/Sleeve)
350 364 Untouch(R, Ball/Block/Sleeve)
365 374 Touch(R, Ball/Block/Sleeve)
375 454 Grasp(R, Ball/Block/Sleeve)
455 524 Release(R, Ball/Block/Sleeve)
525 589 Touch(R, Ball/Block/Sleeve)
590 614 Untouch(R, Ball/Block/Sleeve)
615 1034 Touch(R, Ball/Block/Sleeve)
1035 1044 Untouch(R, Ball/Block/Sleeve)
1045 1279 Touch(R, Ball/Block/Sleeve)
1280 1309 Untouch(R, Ball/Block/Sleeve)
1310 1379 Touch(R, Ball/Block/Sleeve)
1380 1394 Untouch(R, Ball/Block/Sleeve)
1395 1414 Touch(R, Ball/Block/Sleeve)
1415 1439 Grasp(R, Ball/Block/Sleeve)
1440 1499 Untouch(Ball/Block/Sleeve, Post)
1500 1619 Touch(Ball/Block/Sleeve, Post)
1620 1659 Release(R, Nothing)
1660 1664 Untouch(R, Ball/Block/Sleeve)
1665 1869 Touch(R, Ball/Block/Sleeve)
1870 1904 Grasp(R, Ball/Block/Sleeve)
1905 1924 Release(R, Nothing)
1925 1939 Untouch(R, Ball/Block/Sleeve)
1940 1959 Touch(R, Ball/Block/Sleeve)
1960 1994 Grasp(R, Ball/Block/Sleeve)
1995 2024 Untouch(Ball/Block/Sleeve, Post)
2025 2119 Touch(Ball/Block/Sleeve, Post)
2120 2164 Untouch(Ball/Block/Sleeve, Post)
2165 2359 Touch(L, Ball/Block/Sleeve)
2360 2379 Grasp(L, Ball/Block/Sleeve)
2380 2384 Release(L, Ball/Block/Sleeve)
2385 2394 Touch(L, Ball/Block/Sleeve)
2395 2419 Grasp(L, Ball/Block/Sleeve)
2420 2429 Release(L, Ball/Block/Sleeve)
2430 2439 Grasp(L, Ball/Block/Sleeve)
2440 2449 Release(R, Ball/Block/Sleeve)
2450 2459 Untouch(R, Ball/Block/Sleeve)
2460 2629 Touch(Ball/Block/Sleeve, Post)
2630 2719 Untouch(Ball/Block/Sleeve, Post)
2720 2809 Touch(Ball/Block/Sleeve, Post)
2810 2814 Untouch(Ball/Block/Sleeve, Post)
2815 2839 Touch(Ball/Block/Sleeve, Post)
2840 2914 Release(L, Ball/Block/Sleeve)
2915 2919 Untouch(L, Ball/Block/Sleeve)
2920 3074 Touch(R, Ball/Block/Sleeve)
3075 3089 Grasp(R, Ball/Block/Sleeve)
3090 3109 Untouch(Ball/Block/Sleeve, Post)
3110 3194 Touch(L, Ball/Block/Sleeve)
3195 3204 Untouch(L, Ball/Block/Sleeve)
3205 3239 Touch(L, Ball/Block/Sleeve)
3240 3244 Grasp(L, Ball/Block/Sleeve)
3245 3259 Release(R, Ball/Block/Sleeve)
3260 3264 Untouch(R, Ball/Block/Sleeve)
3265 3384 Touch(Ball/Block/Sleeve, Post)
3385 3394 Untouch(Ball/Block/Sleeve, Post)
3395 3409 Touch(Ball/Block/Sleeve, Post)
3410 3449 Release(L, Ball/Block/Sleeve)
3450 3614 Touch(R, Ball/Block/Sleeve)
3615 3629 Grasp(R, Ball/Block/Sleeve)
3630 3654 Untouch(Ball/Block/Sleeve, Post)
3655 3729 Touch(L, Ball/Block/Sleeve)
3730 3744 Grasp(L, Ball/Block/Sleeve)
3745 3764 Release(R, Ball/Block/Sleeve)
3765 3774 Untouch(R, Ball/Block/Sleeve)
3775 3879 Touch(Ball/Block/Sleeve, Post)
3880 3924 Release(L, Ball/Block/Sleeve)
3925 4054 Touch(R, Ball/Block/Sleeve)
4055 4074 Grasp(R, Ball/Block/Sleeve)
4075 4099 Untouch(Ball/Block/Sleeve, Post)
4100 4164 Touch(L, Ball/Block/Sleeve)
4165 4169 Untouch(L, Ball/Block/Sleeve)
4170 4174 Touch(L, Ball/Block/Sleeve)
4175 4194 Grasp(L, Ball/Block/Sleeve)
4195 4204 Release(R, Ball/Block/Sleeve)
4205 4214 Untouch(R, Ball/Block/Sleeve)
4215 4319 Touch(Ball/Block/Sleeve, Post)
4320 4349 Release(L, Ball/Block/Sleeve)
4350 4354 Untouch(L, Ball/Block/Sleeve)
4355 5234 Touch(R, Ball/Block/Sleeve)
5235 5264 Grasp(R, Ball/Block/Sleeve)
5265 5284 Untouch(Ball/Block/Sleeve, Post)
5285 5329 Touch(L, Ball/Block/Sleeve)
5330 5344 Grasp(L, Ball/Block/Sleeve)
5345 5349 Release(R, Ball/Block/Sleeve)
5350 5359 Untouch(R, Ball/Block/Sleeve)
5360 5524 Touch(Ball/Block/Sleeve, Post)
5525 5579 Release(L, Ball/Block/Sleeve)
