Start Stop Motion Primitive
0 69 Touch(R, Ball/Block/Sleeve)
70 79 Grasp(R, Ball/Block/Sleeve)
80 89 Untouch(Ball/Block/Sleeve, Post)
90 119 Touch(L, Ball/Block/Sleeve)
120 129 Grasp(L, Ball/Block/Sleeve)
130 134 Release(R, Ball/Block/Sleeve)
135 209 Release(L, Ball/Block/Sleeve)
210 254 Touch(Ball/Block/Sleeve, Post)
255 294 Touch(R, Ball/Block/Sleeve)
295 299 Grasp(R, Ball/Block/Sleeve)
300 319 Untouch(Ball/Block/Sleeve, Post)
320 344 Touch(L, Ball/Block/Sleeve)
345 354 Untouch(L, Ball/Block/Sleeve)
355 369 Touch(L, Ball/Block/Sleeve)
370 379 Grasp(L, Ball/Block/Sleeve)
380 384 Release(R, Ball/Block/Sleeve)
385 394 Untouch(R, Ball/Block/Sleeve)
395 454 Touch(Ball/Block/Sleeve, Post)
455 459 Release(L, Ball/Block/Sleeve)
460 469 Untouch(L, Ball/Block/Sleeve)
470 494 Touch(L, Ball/Block/Sleeve)
495 499 Untouch(L, Ball/Block/Sleeve)
500 549 Touch(R, Ball/Block/Sleeve)
550 559 Grasp(R, Ball/Block/Sleeve)
560 564 Release(R, Ball/Block/Sleeve)
565 624 Touch(R, Ball/Block/Sleeve)
625 634 Untouch(R, Ball/Block/Sleeve)
635 684 Touch(R, Ball/Block/Sleeve)
685 689 Grasp(R, Ball/Block/Sleeve)
690 709 Release(R, Ball/Block/Sleeve)
710 739 Touch(R, Ball/Block/Sleeve)
740 754 Untouch(R, Ball/Block/Sleeve)
755 769 Touch(R, Ball/Block/Sleeve)
770 774 Grasp(R, Ball/Block/Sleeve)
775 794 Untouch(Ball/Block/Sleeve, Post)
795 864 Touch(L, Ball/Block/Sleeve)
865 879 Grasp(L, Ball/Block/Sleeve)
880 889 Release(R, Ball/Block/Sleeve)
890 914 Touch(Ball/Block/Sleeve, Post)
915 939 Release(L, Ball/Block/Sleeve)
940 944 Untouch(L, Ball/Block/Sleeve)
945 984 Touch(R, Ball/Block/Sleeve)
985 994 Untouch(R, Ball/Block/Sleeve)
995 1019 Touch(R, Ball/Block/Sleeve)
1020 1034 Untouch(R, Ball/Block/Sleeve)
1035 1044 Touch(R, Ball/Block/Sleeve)
1045 1064 Grasp(R, Ball/Block/Sleeve)
1065 1079 Untouch(Ball/Block/Sleeve, Post)
1080 1104 Touch(L, Ball/Block/Sleeve)
1105 1109 Grasp(L, Ball/Block/Sleeve)
1110 1114 Release(R, Ball/Block/Sleeve)
1115 1119 Untouch(R, Ball/Block/Sleeve)
1120 1159 Touch(Ball/Block/Sleeve, Post)
1160 1189 Release(L, Ball/Block/Sleeve)
1190 1239 Touch(R, Ball/Block/Sleeve)
1240 1249 Untouch(R, Ball/Block/Sleeve)
1250 1259 Touch(R, Ball/Block/Sleeve)
1260 1269 Untouch(R, Ball/Block/Sleeve)
1270 1284 Touch(R, Ball/Block/Sleeve)
1285 1294 Grasp(R, Ball/Block/Sleeve)
1295 1314 Untouch(Ball/Block/Sleeve, Post)
1315 1334 Touch(L, Ball/Block/Sleeve)
1335 1349 Untouch(L, Ball/Block/Sleeve)
1350 1364 Touch(L, Ball/Block/Sleeve)
1365 1379 Grasp(L, Ball/Block/Sleeve)
1380 1389 Release(R, Ball/Block/Sleeve)
1390 1394 Untouch(R, Ball/Block/Sleeve)
1395 1444 Touch(Ball/Block/Sleeve, Post)
1445 1454 Release(L, Ball/Block/Sleeve)
1455 1464 Untouch(L, Ball/Block/Sleeve)
1465 1474 Touch(L, Ball/Block/Sleeve)
1475 1484 Untouch(L, Ball/Block/Sleeve)
1485 1719 Touch(R, Ball/Block/Sleeve)
1720 1724 Untouch(R, Ball/Block/Sleeve)
1725 1749 Touch(R, Ball/Block/Sleeve)
1750 1754 Untouch(R, Ball/Block/Sleeve)
1755 2174 Touch(R, Ball/Block/Sleeve)
2175 2194 Grasp(R, Ball/Block/Sleeve)
2195 2209 Untouch(Ball/Block/Sleeve, Post)
2210 2249 Touch(L, Ball/Block/Sleeve)
2250 2259 Grasp(L, Ball/Block/Sleeve)
2260 2269 Release(R, Ball/Block/Sleeve)
2270 2294 Touch(Ball/Block/Sleeve, Post)
2295 2324 Release(L, Ball/Block/Sleeve)
2325 2339 Untouch(L, Ball/Block/Sleeve)
