Start Stop Motion Primitive
0 1239 Touch(R, Ball/Block/Sleeve)
1240 1259 Grasp(R, Ball/Block/Sleeve)
1260 1279 Untouch(Ball/Block/Sleeve, Post)
1280 1369 Touch(L, Ball/Block/Sleeve)
1370 1399 Untouch(L, Ball/Block/Sleeve)
1400 1409 Touch(L, Ball/Block/Sleeve)
1410 1459 Untouch(L, Ball/Block/Sleeve)
1460 1639 Touch(L, Ball/Block/Sleeve)
1640 1659 Grasp(L, Ball/Block/Sleeve)
1660 1669 Release(R, Ball/Block/Sleeve)
1670 1679 Untouch(R, Ball/Block/Sleeve)
1680 2089 Touch(Ball/Block/Sleeve, Post)
2090 2659 Release(L, Ball/Block/Sleeve)
2660 2669 Untouch(L, Ball/Block/Sleeve)
2670 2739 Touch(L, Ball/Block/Sleeve)
2740 2769 Untouch(L, Ball/Block/Sleeve)
2770 2879 Touch(R, Ball/Block/Sleeve)
2880 2909 Grasp(R, Ball/Block/Sleeve)
2910 2939 Untouch(Ball/Block/Sleeve, Post)
2940 2969 Touch(L, Ball/Block/Sleeve)
2970 3009 Grasp(L, Ball/Block/Sleeve)
3010 3019 Release(R, Ball/Block/Sleeve)
3020 3029 Untouch(R, Ball/Block/Sleeve)
3030 3159 Touch(Ball/Block/Sleeve, Post)
3160 3169 Release(L, Ball/Block/Sleeve)
3170 3259 Touch(R, Ball/Block/Sleeve)
3260 3269 Untouch(R, Ball/Block/Sleeve)
3270 3309 Touch(R, Ball/Block/Sleeve)
3310 3339 Untouch(R, Ball/Block/Sleeve)
3340 3449 Touch(R, Ball/Block/Sleeve)
3450 3469 Grasp(R, Ball/Block/Sleeve)
3470 3489 Untouch(Ball/Block/Sleeve, Post)
3490 3539 Touch(L, Ball/Block/Sleeve)
3540 3569 Grasp(L, Ball/Block/Sleeve)
3570 3579 Release(L, Ball/Block/Sleeve)
3580 3589 Untouch(L, Ball/Block/Sleeve)
3590 3639 Touch(L, Ball/Block/Sleeve)
3640 3799 Grasp(L, Ball/Block/Sleeve)
3800 3809 Release(L, Ball/Block/Sleeve)
3810 3829 Touch(L, Ball/Block/Sleeve)
3830 3889 Untouch(L, Ball/Block/Sleeve)
3890 3979 Touch(L, Ball/Block/Sleeve)
3980 4039 Untouch(L, Ball/Block/Sleeve)
4040 4109 Touch(L, Ball/Block/Sleeve)
4110 4169 Untouch(L, Ball/Block/Sleeve)
4170 4179 Touch(L, Ball/Block/Sleeve)
4180 4219 Grasp(L, Ball/Block/Sleeve)
4220 4229 Release(R, Ball/Block/Sleeve)
4230 4449 Touch(Ball/Block/Sleeve, Post)
4450 4469 Release(L, Ball/Block/Sleeve)
4470 4589 Touch(R, Ball/Block/Sleeve)
4590 4649 Grasp(R, Ball/Block/Sleeve)
4650 4669 Release(R, Ball/Block/Sleeve)
4670 4749 Touch(R, Ball/Block/Sleeve)
4750 4769 Grasp(R, Ball/Block/Sleeve)
4770 4799 Untouch(Ball/Block/Sleeve, Post)
4800 4879 Touch(L, Ball/Block/Sleeve)
4880 4909 Grasp(L, Ball/Block/Sleeve) Release(R, Nothing)
4910 4919 Untouch(R, Ball/Block/Sleeve)
4920 5149 Touch(Ball/Block/Sleeve, Post)
5150 5169 Release(L, Ball/Block/Sleeve)
5170 5249 Touch(R, Ball/Block/Sleeve)
5250 5259 Grasp(R, Ball/Block/Sleeve)
5260 5289 Untouch(Ball/Block/Sleeve, Post)
5290 5359 Touch(L, Ball/Block/Sleeve)
5360 5379 Untouch(L, Ball/Block/Sleeve)
5380 5399 Touch(L, Ball/Block/Sleeve)
5400 5419 Untouch(L, Ball/Block/Sleeve)
5420 5449 Touch(L, Ball/Block/Sleeve)
5450 5469 Grasp(L, Ball/Block/Sleeve) Release(R, Nothing)
5470 5479 Untouch(R, Ball/Block/Sleeve)
5480 5659 Touch(Ball/Block/Sleeve, Post)
5660 5679 Release(L, Ball/Block/Sleeve)
5680 6409 Touch(R, Ball/Block/Sleeve)
6410 6429 Untouch(R, Ball/Block/Sleeve)
6430 6619 Touch(R, Ball/Block/Sleeve)
6620 6629 Untouch(R, Ball/Block/Sleeve)
6630 6639 Touch(R, Ball/Block/Sleeve)
6640 6649 Untouch(R, Ball/Block/Sleeve)
6650 6659 Touch(R, Ball/Block/Sleeve)
6660 6689 Untouch(R, Ball/Block/Sleeve)
6690 6719 Touch(R, Ball/Block/Sleeve)
6720 6749 Untouch(R, Ball/Block/Sleeve)
6750 6829 Touch(R, Ball/Block/Sleeve)
6830 6849 Untouch(R, Ball/Block/Sleeve)
6850 6979 Touch(R, Ball/Block/Sleeve)
6980 6989 Untouch(R, Ball/Block/Sleeve)
6990 7649 Touch(R, Ball/Block/Sleeve)
7650 7679 Untouch(R, Ball/Block/Sleeve)
7680 7699 Touch(R, Ball/Block/Sleeve)
7700 7709 Grasp(R, Ball/Block/Sleeve)
7710 7739 Untouch(Ball/Block/Sleeve, Post)
7740 7849 Touch(L, Ball/Block/Sleeve)
7850 7869 Untouch(L, Ball/Block/Sleeve)
7870 7879 Touch(L, Ball/Block/Sleeve)
7880 7889 Grasp(L, Ball/Block/Sleeve)
7890 7899 Release(R, Ball/Block/Sleeve)
7900 7909 Untouch(R, Ball/Block/Sleeve)
7910 7989 Touch(Ball/Block/Sleeve, Post)
7990 7999 Untouch(Ball/Block/Sleeve, Post)
8000 8069 Touch(Ball/Block/Sleeve, Post)
8070 8119 Release(L, Ball/Block/Sleeve)
