Start Stop Motion Primitive
0 79 Touch(R, Ball/Block/Sleeve)
80 84 Grasp(R, Ball/Block/Sleeve)
85 109 Release(R, Ball/Block/Sleeve)
110 129 Touch(R, Ball/Block/Sleeve)
130 144 Grasp(R, Ball/Block/Sleeve)
145 164 Release(R, Ball/Block/Sleeve)
165 174 Touch(R, Ball/Block/Sleeve)
175 194 Untouch(R, Ball/Block/Sleeve)
195 229 Touch(R, Ball/Block/Sleeve)
230 239 Grasp(R, Ball/Block/Sleeve)
240 264 Release(R, Ball/Block/Sleeve)
265 329 Touch(R, Ball/Block/Sleeve)
330 349 Untouch(R, Ball/Block/Sleeve)
350 369 Touch(R, Ball/Block/Sleeve)
370 389 Grasp(R, Ball/Block/Sleeve)
390 419 Untouch(Ball/Block/Sleeve, Post)
420 459 Touch(L, Ball/Block/Sleeve)
460 469 Untouch(L, Ball/Block/Sleeve)
470 489 Touch(L, Ball/Block/Sleeve)
490 509 Untouch(L, Ball/Block/Sleeve)
510 519 Touch(L, Ball/Block/Sleeve)
520 529 Grasp(L, Ball/Block/Sleeve)
530 534 Release(R, Ball/Block/Sleeve)
535 574 Touch(Ball/Block/Sleeve, Post)
575 589 Release(L, Ball/Block/Sleeve)
590 599 Untouch(L, Ball/Block/Sleeve)
600 644 Touch(R, Ball/Block/Sleeve)
645 659 Untouch(R, Ball/Block/Sleeve)
660 669 Touch(R, Ball/Block/Sleeve)
670 689 Grasp(R, Ball/Block/Sleeve)
690 704 Untouch(Ball/Block/Sleeve, Post)
705 734 Touch(L, Ball/Block/Sleeve)
735 744 Untouch(L, Ball/Block/Sleeve)
745 764 Touch(L, Ball/Block/Sleeve)
765 814 Untouch(L, Ball/Block/Sleeve)
815 819 Touch(L, Ball/Block/Sleeve)
820 839 Grasp(L, Ball/Block/Sleeve)
840 844 Release(L, Ball/Block/Sleeve)
845 854 Touch(L, Ball/Block/Sleeve)
855 869 Grasp(L, Ball/Block/Sleeve)
870 879 Release(R, Ball/Block/Sleeve)
880 939 Touch(Ball/Block/Sleeve, Post)
940 954 Release(L, Ball/Block/Sleeve)
955 959 Untouch(L, Ball/Block/Sleeve)
960 1044 Touch(R, Ball/Block/Sleeve)
1045 1049 Grasp(R, Ball/Block/Sleeve)
1050 1059 Release(R, Ball/Block/Sleeve)
1060 1084 Touch(R, Ball/Block/Sleeve)
1085 1099 Grasp(R, Ball/Block/Sleeve)
1100 1109 Release(R, Ball/Block/Sleeve)
1110 1154 Touch(R, Ball/Block/Sleeve)
1155 1159 Grasp(R, Ball/Block/Sleeve)
1160 1179 Untouch(Ball/Block/Sleeve, Post)
1180 1199 Touch(L, Ball/Block/Sleeve)
1200 1214 Grasp(L, Ball/Block/Sleeve)
1215 1229 Release(R, Ball/Block/Sleeve)
1230 1354 Touch(Ball/Block/Sleeve, Post)
1355 1374 Release(L, Ball/Block/Sleeve)
1375 1559 Touch(R, Ball/Block/Sleeve)
1560 1569 Grasp(R, Ball/Block/Sleeve)
1570 1584 Untouch(Ball/Block/Sleeve, Post)
1585 1614 Touch(L, Ball/Block/Sleeve)
1615 1619 Untouch(L, Ball/Block/Sleeve)
1620 1629 Touch(L, Ball/Block/Sleeve)
1630 1639 Untouch(L, Ball/Block/Sleeve)
1640 1644 Touch(L, Ball/Block/Sleeve)
1645 1649 Grasp(L, Ball/Block/Sleeve)
1650 1659 Release(L, Ball/Block/Sleeve) Release(R, Ball/Block/Sleeve)
1660 1729 Touch(Ball/Block/Sleeve, Post)
1730 1769 Touch(R, Ball/Block/Sleeve)
1770 1774 Grasp(R, Ball/Block/Sleeve)
1775 1799 Untouch(Ball/Block/Sleeve, Post)
1800 1814 Touch(L, Ball/Block/Sleeve)
1815 1844 Grasp(L, Ball/Block/Sleeve)
1845 1854 Release(R, Ball/Block/Sleeve)
1855 1864 Untouch(R, Ball/Block/Sleeve)
1865 1919 Touch(Ball/Block/Sleeve, Post)
1920 1924 Release(L, Ball/Block/Sleeve)
1925 2019 Touch(R, Ball/Block/Sleeve)
2020 2024 Untouch(R, Ball/Block/Sleeve)
2025 2029 Touch(R, Ball/Block/Sleeve)
2030 2039 Untouch(R, Ball/Block/Sleeve)
2040 2054 Touch(R, Ball/Block/Sleeve)
2055 2064 Grasp(R, Ball/Block/Sleeve)
2065 2084 Untouch(Ball/Block/Sleeve, Post)
2085 2104 Touch(L, Ball/Block/Sleeve)
2105 2134 Untouch(L, Ball/Block/Sleeve)
2135 2139 Touch(L, Ball/Block/Sleeve)
2140 2169 Untouch(L, Ball/Block/Sleeve)
2170 2184 Touch(L, Ball/Block/Sleeve)
2185 2229 Grasp(L, Ball/Block/Sleeve)
2230 2239 Release(R, Ball/Block/Sleeve)
2240 2329 Touch(Ball/Block/Sleeve, Post)
2330 2344 Release(L, Ball/Block/Sleeve)
