MTML_position_x,MTML_position_y,MTML_position_z,MTML_orientation_x,MTML_orientation_y,MTML_orientation_z,MTML_orientation_w,MTML_gripper_angle,MTMR_position_x,MTMR_position_y,MTMR_position_z,MTMR_orientation_x,MTMR_orientation_y,MTMR_orientation_z,MTMR_orientation_w,MTMR_gripper_angle,PSML_position_x,PSML_position_y,PSML_position_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle
0.151707,-0.05207,0.323986,0.511084786150358,-0.251565221210267,-0.71969466862809,0.396921736355389,-0.300116,-0.168124,-0.045021,0.315422,0.403774296965364,0.305207389121123,0.770625698124547,0.387234812647376,-0.332098,0.075818,0.012908,-0.0631,-0.244071212567487,-0.506152044322846,0.339672795694525,0.754229237757796,-0.470949,0.043616,0.022442,-0.022483,-0.284490448735818,0.42420872372733,-0.386564606948337,0.767906210384185,-0.528369
0.151695,-0.05207,0.323987,0.511077737256783,-0.251568863600245,-0.719702026135291,0.396915163383972,-0.298685,-0.168136,-0.045031,0.315396,0.403801920997335,0.305192724648744,0.770609400714084,0.387249998000539,-0.332533,0.075812,0.012906,-0.063102,-0.244075404760919,-0.506145253425542,0.339665968091806,0.754235513182616,-0.470622,0.04361,0.022435,-0.022499,-0.284474995912917,0.424235582019556,-0.38657974150443,0.767889478445461,-0.528369
0.151673,-0.052041,0.323988,0.51109667596277,-0.251547158138421,-0.719700278870322,0.396907701671652,-0.28394,-0.16816,-0.045035,0.315377,0.403830316946988,0.305177848051051,0.770592213218312,0.387266312891694,-0.332178,0.075807,0.01292,-0.063102,-0.244048092026845,-0.506169893321974,0.339665709246682,0.75422793228203,-0.464907,0.043598,0.022435,-0.022506,-0.284459457491622,0.42426301397243,-0.386596157179552,0.767871814349638,-0.528206
0.151673,-0.052034,0.323981,0.511107224398432,-0.251535784125127,-0.719698415179836,0.396904706018864,-0.277942,-0.168174,-0.045029,0.315337,0.403858759599533,0.305145005838309,0.770592625758262,0.387261711034868,-0.332139,0.075801,0.012924,-0.063105,-0.244040124988539,-0.506172552760436,0.339656150777391,0.754233029949396,-0.459355,0.043591,0.022436,-0.022521,-0.284436778165849,0.424284164262281,-0.386594958135017,0.767869133073777,-0.528369
0.151662,-0.052027,0.323988,0.511106325421316,-0.251536404838582,-0.719699196305682,0.396904053887281,-0.275674,-0.168213,-0.045036,0.315253,0.403935580527631,0.305084106649198,0.770566306801962,0.387281940549067,-0.330592,0.075795,0.012927,-0.063101,-0.244040340177413,-0.506171834645203,0.339655148612752,0.754233893562767,-0.45364,0.043571,0.022434,-0.022569,-0.284364009009841,0.424366377222161,-0.386610367662022,0.7678428953109,-0.528043
0.151665,-0.051989,0.324001,0.51110958446966,-0.251522959780559,-0.719713723361427,0.396882035083109,-0.276189,-0.168226,-0.045044,0.315213,0.403970148904483,0.30505904953224,0.770552350219393,0.387293390937603,-0.329502,0.075796,0.012945,-0.063096,-0.244026219217325,-0.506173421641582,0.33963280714103,0.754247457981567,-0.452661,0.043565,0.022428,-0.022591,-0.284338239455468,0.424400335951029,-0.386621571873766,0.767828028004889,-0.526573
0.151665,-0.051973,0.323988,0.511130505971841,-0.251500269768298,-0.719710122501457,0.396876000459061,-0.275153,-0.168226,-0.045036,0.315207,0.404015669471135,0.305040526129629,0.770519813141955,0.387325230001916,-0.329964,0.075797,0.012954,-0.063101,-0.244002276776685,-0.506193029196724,0.339627102520828,0.754244613738637,-0.452497,0.043565,0.022433,-0.022594,-0.284318904858076,0.42444419923148,-0.386654466799003,0.767794377019935,-0.526247
0.151665,-0.051973,0.323988,0.511130505971841,-0.251500269768298,-0.719710122501457,0.396876000459061,-0.274576,-0.168226,-0.045036,0.315207,0.404015669471135,0.305040526129629,0.770519813141955,0.387325230001916,-0.329486,0.075797,0.012954,-0.063101,-0.244001922531939,-0.506193042780207,0.339626790120307,0.754244859892469,-0.451681,0.043565,0.022433,-0.022594,-0.284318857994513,0.424444341493754,-0.386654596395117,0.767794250466333,-0.526247
0.151619,-0.051903,0.323943,0.510166637204196,-0.252160099278909,-0.720464097359491,0.396329119585461,-0.274162,-0.168226,-0.045044,0.315213,0.404015275015546,0.305049561134876,0.77051153750066,0.387334988587272,-0.329332,0.075774,0.01299,-0.063124,-0.24472409124045,-0.505216626060996,0.339016860396674,0.754939632212312,-0.451191,0.043565,0.022429,-0.02259,-0.284328005427141,0.424443494027706,-0.386664914705771,0.767786135224487,-0.52592
0.151559,-0.051809,0.323845,0.510254975578242,-0.252037003664719,-0.720489258760164,0.396247948502687,-0.27578,-0.168216,-0.045039,0.315186,0.404021808494479,0.305030559702408,0.770523074592556,0.387320187221013,-0.328057,0.075744,0.013036,-0.063173,-0.244577820140176,-0.505316675446451,0.338949135317389,0.754950482534332,-0.451191,0.04357,0.022432,-0.022604,-0.284308860344659,0.424450160172684,-0.386649611125349,0.767797246462581,-0.525267
