PSML_position_x,PSML_position_y,PSML_position_z,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSML_orientation_x,PSML_orientation_y,PSML_orientation_z,PSML_orientation_w,PSML_gripper_angle,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z,PSMR_orientation_x,PSMR_orientation_y,PSMR_orientation_z,PSMR_orientation_w,PSMR_gripper_angle,L_Gripper_X,L_Gripper_Y,R_Gripper_X,R_Gripper_Y,Thread_TL_1_X,Thread_TL_1_Y,Thread_TL_2_X,Thread_TL_2_Y,Thread_TL_3_X,Thread_TL_3_Y,Thread_TL_4_X,Thread_TL_4_Y,Thread_TL_5_X,Thread_TL_5_Y,Thread_TR_1_X,Thread_TR_1_Y,Thread_TR_2_X,Thread_TR_2_Y,Thread_TR_3_X,Thread_TR_3_Y,Thread_TR_4_X,Thread_TR_4_Y,Thread_TR_5_X,Thread_TR_5_Y,Thread_BL_1_X,Thread_BL_1_Y,Thread_BL_2_X,Thread_BL_2_Y,Thread_BL_3_X,Thread_BL_3_Y,Thread_BL_4_X,Thread_BL_4_Y,Thread_BL_5_X,Thread_BL_5_Y,Thread_BR_1_X,Thread_BR_1_Y,Thread_BR_2_X,Thread_BR_2_Y,Thread_BR_3_X,Thread_BR_3_Y,Thread_BR_4_X,Thread_BR_4_Y,Thread_BR_5_X,Thread_BR_5_Y
0.073897,0.014339,-0.066439,-0.0044099999999999695,-0.00020000000000000917,0.00046000000000004365,-0.132057441725012,-0.472531994937765,0.32213101114262394,0.8096332240622359,-0.348481,0.020148,0.024722,-0.021209,-0.11318000000000003,0.003639999999999997,-0.003449999999999981,-0.175373460647691,0.457555921825599,0.170863745244809,0.8548054212881991,-0.617526,246.50565217391303,412.1826086956521,388.8933333333333,417.58611111111117,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.34,191.64,379.8986882592512,200.5421223446656,418.1493838692275,210.70513692212677,455.9755376412442,222.35280179425655,492.9,236.31,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,336.64,327.7,372.68202982040543,338.10479262151495,409.76930770558107,343.3861851358546,444.9541617922514,356.2453096132826,479.87,370.01
0.07381499999999999,0.014325999999999998,-0.066424,-0.005049999999999916,-0.0007500000000000041,0.0011700000000000599,-0.133057360342833,-0.47351914335283,0.321397695933564,0.809184083373861,-0.335418,0.019285,0.02454,-0.021437,-0.07931,-0.005269999999999997,-0.003690000000000013,-0.16874923142143303,0.45390105193898794,0.173349748611135,0.857582297275201,-0.549434,246.95794202898549,412.2398840579709,396.8817222222222,416.5408981481482,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.36466666666666,191.6893333333333,379.91543840405393,200.5604535224847,418.15263571881206,210.71245458606026,455.9658877181202,222.35128571272,492.8793333333333,236.25066666666666,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,336.702,327.752,372.71284543733594,338.10300838920585,409.7573022660578,343.3873247136344,444.9052686794045,356.2082615168733,479.78266666666667,369.94733333333335
0.073755,0.014312,-0.06641699999999999,-0.0037199999999999725,-0.0007700000000000068,0.0008299999999999974,-0.133957346018462,-0.47439246873228297,0.320687856249835,0.8088056094709442,-0.320885,0.018683,0.024266,-0.022247,-0.04374,-0.008120000000000002,-0.011450000000000002,-0.160190852494138,0.444520529638022,0.18608106319546,0.861460519947131,-0.4108,247.41023188405796,412.2971594202898,404.8701111111111,415.49568518518527,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.3893333333333,191.73866666666666,379.93218854885663,200.57878470030377,418.1558875683966,210.71977224999375,455.95623779499624,222.34976963118345,492.85866666666664,236.19133333333335,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,336.764,327.804,372.74366105426645,338.1012241568967,409.74529682653457,343.3884642914143,444.8563755665576,356.17121342046397,479.69533333333334,369.88466666666665
0.073796,0.014303999999999999,-0.066426,-0.0010100000000000386,-0.00034999999999998574,0.00012999999999999123,-0.13383178365467302,-0.47431578446546296,0.32079784690250607,0.80882775157226,-0.317619,0.019137,0.023814,-0.022924,-0.01010999999999998,-0.009080000000000027,-0.017150000000000012,-0.154292993805549,0.452088939286149,0.19566938976717396,0.8564594286630199,-0.212892,247.86252173913041,412.3544347826086,412.8585,414.4504722222223,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.414,191.78799999999998,379.9489386936594,200.59711587812288,418.1591394179812,210.72708991392724,455.9465878718722,222.3482535496469,492.83799999999997,236.132,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,336.82599999999996,327.856,372.77447667119696,338.0994399245876,409.7332913870113,343.38960386919416,444.8074824537107,356.13416532405466,479.608,369.822
0.073836,0.014302,-0.06643500000000001,0.00020999999999993246,-0.00023999999999999721,-0.00010999999999997125,-0.133794360678874,-0.474358494848884,0.320850024000154,0.808788198179432,-0.317456,0.019641,0.023413999999999997,-0.023056,0.003559999999999987,-0.011259999999999984,-0.01618999999999999,-0.157037507062523,0.458638814672636,0.19621918737671398,0.8523424719891,-0.081933,248.3148115942029,412.4117101449275,420.8468888888888,413.4052592592593,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.4386666666666,191.83733333333333,379.96568883846214,200.61544705594196,418.16239126756574,210.73440757786074,455.93693794874827,222.34673746811032,492.8173333333333,236.07266666666666,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,336.888,327.908,372.80529228812753,338.0976556922785,409.72128594748807,343.390743446974,444.7585893408638,356.0971172276454,479.52066666666667,369.7593333333333
0.073913,0.0143,-0.066429,0.0015800000000000536,-0.00011999999999999858,-0.00011999999999998125,-0.132863297046864,-0.47340045433719,0.321624768733812,0.8091951941701708,-0.31810900000000003,0.020762,0.022366999999999998,-0.022752,0.02078999999999997,-0.018989999999999983,-0.005050000000000021,-0.161322948576006,0.472359150315953,0.218819664827369,0.838432879639374,0.105525,248.76710144927534,412.4689855072463,428.8352777777777,412.36004629629633,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.4633333333333,191.88666666666666,379.9824389832649,200.63377823376106,418.1656431171503,210.74172524179423,455.92728802562425,222.34522138657377,492.7966666666666,236.01333333333332,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,336.95,327.96,372.83610790505804,338.09587145996943,409.7092805079648,343.39188302475384,444.7096962280169,356.0600691312361,479.43333333333334,369.69666666666666
0.073965,0.014291,-0.06644,0.0016900000000000248,-0.00013000000000000858,-0.00014000000000000123,-0.132909040660471,-0.47350584914301097,0.32166116349033197,0.809111545857625,-0.318925,0.021827000000000003,0.021821,-0.021924000000000003,0.026899999999999983,-0.019929999999999986,0.010000000000000007,-0.15593659430586998,0.477594932916134,0.257042847081774,0.825539722468407,0.194191,249.21939130434782,412.52626086956514,436.8236666666666,411.3148333333334,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.488,191.93599999999998,379.9991891280676,200.65210941158014,418.16889496673485,210.74904290572772,455.91763810250023,222.34370530503722,492.77599999999995,235.954,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,337.012,328.012,372.86692352198855,338.0940872276603,409.69727506844157,343.39302260253373,444.66080311517,356.0230210348268,479.346,369.634
0.073965,0.014294999999999999,-0.06644299999999999,0.0012900000000000411,-7.000000000000062e-05,-8.000000000008001e-05,-0.132901849809621,-0.47351984894394,0.321657323148766,0.8091060606855319,-0.319742,0.022652000000000002,0.021817,-0.021117,0.03011,-0.015970000000000012,0.01939,-0.146335811451767,0.479831758437875,0.27135574412810604,0.8214093827135479,0.28988,249.67168115942027,412.583536231884,444.8120555555555,410.26962037037043,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.51266666666663,191.98533333333333,380.01593927287036,200.67044058939925,418.1721468163194,210.7563605696612,455.9079881793763,222.34218922350067,492.7553333333333,235.89466666666667,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,337.074,328.064,372.89773913891906,338.0923029953512,409.6852696289183,343.3941621803136,444.6119100023231,355.9859729384175,479.25866666666667,369.5713333333333
0.073965,0.014294999999999999,-0.06644299999999999,0.0005199999999999648,-4.999999999999796e-05,-0.00014000000000000123,-0.13290206515895697,-0.473520128461497,0.321657472598539,0.8091058023150072,-0.319905,0.022829,0.021891,-0.020727000000000002,0.020669999999999997,-0.004760000000000007,0.020250000000000025,-0.140133772022761,0.4819224928564779,0.280232238702815,0.8182805932009379,0.343929,250.12397101449275,412.64081159420283,452.8004444444444,409.22440740740745,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.5373333333333,192.03466666666665,380.0326894176731,200.68877176721833,418.17539866590397,210.7636782335947,455.89833825625226,222.34067314196412,492.73466666666667,235.83533333333332,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,337.13599999999997,328.116,372.9285547558496,338.0905187630421,409.67326418939507,343.3953017580934,444.5630168894762,355.9489248420082,479.17133333333334,369.50866666666667
0.07397100000000001,0.014291,-0.06644800000000001,5.999999999992123e-05,0.0,-7.999999999994123e-05,-0.132904882005884,-0.473515160743651,0.32165179447290504,0.8091105041941279,-0.318925,0.022794,0.021897999999999997,-0.019819,0.009669999999999993,0.0007700000000000068,0.02105,-0.109626968290019,0.492199301738381,0.333587479909393,0.7965181532391401,0.40565300000000004,250.5762608695652,412.6980869565217,460.7888333333333,408.1791944444445,312.81,189.54,293.85479315480245,194.5512681856023,275.47497852584013,201.37137149045424,258.4439194738746,210.53475434271337,242.35,221.73,341.56199999999995,192.084,380.04943956247587,200.70710294503743,418.1786505154885,210.7709958975282,455.8886883331283,222.33915706042757,492.714,235.77599999999998,300.66,323.75,272.7361149605929,318.12148587827494,246.6931058827014,306.79003108763976,224.62318801759267,289.06520550841486,209.26,265.23,337.198,328.168,372.9593703727801,338.088734530733,409.6612587498718,343.39644133587325,444.51412377662933,355.9118767455989,479.084,369.44599999999997
